,AMD,NVDA,2330,AAPL,3324
2022-07-04 00:00:00,,,440.0,,156.5
2022-09-05 00:00:00,,,486.0,,151.5
2022-11-24 00:00:00,,,496.0,,153.0
2022-12-26 00:00:00,,,456.5,,148.5
2023-01-16 00:00:00,,,505.0,,149.0
2023-02-20 00:00:00,,,517.0,,168.0
2023-04-07 00:00:00,,,531.0,,230.0
2023-05-29 00:00:00,,,568.0,,273.5
2023-06-19 00:00:00,,,583.0,,286.5
2023-07-04 00:00:00,,,585.0,,323.5
2023-09-04 00:00:00,,,557.0,,306.0
2023-11-23 00:00:00,,,578.0,,366.0
2023-12-25 00:00:00,,,581.0,,346.0
2024-01-15 00:00:00,,,586.0,,
2024-02-19 00:00:00,,,678.0,,
