datetime,stock_id,side,reason,price,shares,fee,tax,cash_after,pnl,return_pct
2023-03-03 10:00:00,2349,buy,pullback_contract,8.56,1,0.0034154400000000005,0.0,0.4483797299985497,,
2023-03-03 11:00:00,1414,sell,stop,17.9,296,2.1140616,15.895199999999999,5280.839118129998,-49.735133600000154,-0.009330949173502025
2023-03-06 09:00:00,1104,buy,confirm_breakout,24.45,215,2.0974432500000004,0.0,21.991674879997845,,
2023-03-06 09:00:00,1108,sell,stop,13.75,3584,19.662720000000004,147.84,49134.48895488,-904.2514431999953,-0.01807897286975319
2023-03-06 10:00:00,2349,buy,confirm_breakout,8.72,5632,19.595304960000004,0.0,3.8536499199981336,,
2023-03-07 12:00:00,1259,sell,stop,77.2,642,19.775397600000005,148.68720000000002,49397.79105232,-573.5916900000011,-0.011479288658426852
2023-03-08 10:00:00,1102,sell,stop,43.25,1135,19.58641125,147.26625,98319.68839107,-1094.8013644999955,-0.02188871702619704
2023-03-08 10:00:00,1236,sell,stop,24.4,2024,19.704854400000002,148.1568,147537.42673667,-795.0087815999941,-0.01589612303395387
2023-03-08 11:00:00,1109,sell,stop,17.0,2949,20.003067,150.399,197500.02466967,-42.89630144998955,-0.0008578317664229234
2023-03-08 11:00:00,1268,sell,stop,149.5,327,19.505713500000002,146.6595,246220.35945617,-1167.062346000006,-0.02339393139514395
2023-03-08 12:00:00,1201,buy,pullback_contract,20.95,2386,19.9446933,0.0,196213.71476287,,
2023-03-08 12:00:00,1216,buy,pullback_contract,68.6,728,19.9263792,0.0,146252.98838367,,
2023-03-08 12:00:00,1258,buy,pullback_contract,26.7,1872,19.942977600000006,0.0,96250.64540606999,,
2023-03-08 12:00:00,1310,buy,pullback_contract,14.3,3496,19.947127200000004,0.0,46237.89827886999,,
2023-03-08 12:00:00,1313,buy,pullback_contract,15.55,2972,18.439625400000004,0.0,4.858653469986166,,
2023-03-09 09:00:00,1264,sell,stop,271.0,184,19.895736000000003,149.592,49699.37091746999,-281.4201799999937,-0.005631114143099503
2023-03-09 09:00:00,2752,sell,stop,264.0,263,27.703368000000005,208.296,118895.37154946999,16766.089440999996,0.319781000198948
2023-03-09 11:00:00,1313,sell,stop,15.35,2972,18.202459800000003,136.8606,164360.50848967,-767.9026852000025,-0.016609392145138645
2023-03-10 10:00:00,1104,sell,stop,24.2,2193,21.175169400000005,159.2118,217250.72152027,-354.27304614999593,-0.006653703927939583
2023-03-10 10:00:00,1201,sell,stop,20.75,2386,19.754290500000003,148.5285,266591.93872977,-665.4274837999983,-0.013306781286390802
2023-03-10 10:00:00,1229,sell,stop,54.2,925,20.003865,150.405,316556.52986477,-5.33891500000027,-0.0001068425550057433
2023-03-10 10:00:00,1310,sell,stop,14.1,3496,19.6681464,147.8808,365682.58091837,-886.6960736000037,-0.01772940149327978
2023-03-10 11:00:00,1215,buy,pullback_contract,84.6,591,19.949441400000005,0.0,315664.03147697,,
2023-03-10 11:00:00,1455,buy,pullback_contract,11.2,4464,19.948723200000003,0.0,265647.28275377,,
2023-03-10 11:00:00,1457,buy,pullback_contract,19.55,2557,19.945750650000004,0.0,215637.98700312,,
2023-03-10 11:00:00,1472,buy,pullback_contract,30.0,1666,19.942020000000003,0.0,165638.04498312,,
2023-03-10 11:00:00,1530,buy,pullback_contract,32.8,1524,19.9448928,0.0,115630.90009032,,
2023-03-10 11:00:00,1570,buy,pullback_contract,18.35,2724,19.944174600000004,0.0,65625.55591572,,
2023-03-10 11:00:00,1595,buy,pullback_contract,41.85,1194,19.937591100000006,0.0,15636.71832462,,
2023-03-10 11:00:00,1713,buy,pullback_contract,26.65,586,6.231143100000001,0.0,13.58718152000074,,
2023-03-10 11:00:00,2538,buy,pullback_contract,13.3,1,0.005306700000000001,0.0,0.2818748200007395,,
2023-03-10 12:00:00,1217,sell,stop,11.6,9072,41.9888448,315.7056,104877.78743002,4844.008108800001,0.048423860331340704
2023-03-10 12:00:00,1324,sell,stop,11.1,4445,19.686460500000003,148.01850000000002,154049.58246952,-632.0687764999966,-0.012691159441668421
2023-03-10 12:00:00,1455,sell,stop,11.15,4464,19.859666400000002,149.3208,203654.00200312003,-412.329189600001,-0.008243822322036385
2023-03-10 12:00:00,1570,sell,stop,18.4,2724,19.998518400000002,150.3648,253605.23868472,-54.107493000010436,-0.0010820342084055508
2023-03-10 12:00:00,2538,sell,stop,13.2,1,0.0052668,0.039599999999999996,253618.39381792,-0.15017350000000107,-0.011286737193363688
2023-03-10 13:00:00,1215,sell,stop,83.3,591,19.6428897,147.6909,302681.36002822,-955.5832311000049,-0.019104577037355575
2023-03-10 13:00:00,1457,sell,stop,19.5,2557,19.894738500000003,149.5845,352373.38078972,-317.2749891499916,-0.006344320278612758
2023-03-10 13:00:00,1713,sell,stop,26.4,586,6.172689600000001,46.4112,367791.19690012,-205.3150327000003,-0.013141733934089024
2023-03-13 09:00:00,1215,buy,pullback_contract,83.3,600,19.942020000000003,0.0,317791.25488012,,
2023-03-13 09:00:00,1434,buy,pullback_contract,27.6,1811,19.943456400000006,0.0,267787.71142372,,
