datetime,cash,position_value,equity,positions
2022-01-19 11:00:00,1000000.0,0.0,1000000.0,0
2022-01-19 12:00:00,1000000.0,0.0,1000000.0,0
2022-01-19 13:00:00,1000000.0,0.0,1000000.0,0
2022-01-20 09:00:00,1000000.0,0.0,1000000.0,0
2022-01-20 10:00:00,1000000.0,0.0,1000000.0,0
2022-01-20 11:00:00,1000000.0,0.0,1000000.0,0
2022-01-20 12:00:00,1000000.0,0.0,1000000.0,0
2022-01-20 13:00:00,1000000.0,0.0,1000000.0,0
2022-01-21 09:00:00,1000000.0,0.0,1000000.0,0
2022-01-21 10:00:00,1000000.0,0.0,1000000.0,0
2022-01-21 11:00:00,1000000.0,0.0,1000000.0,0
2022-01-21 12:00:00,1000000.0,0.0,1000000.0,0
2022-01-21 13:00:00,1000000.0,0.0,1000000.0,0
2022-01-24 09:00:00,1000000.0,0.0,1000000.0,0
2022-01-24 10:00:00,1000000.0,0.0,1000000.0,0
2022-01-24 11:00:00,1000000.0,0.0,1000000.0,0
2022-01-24 12:00:00,1000000.0,0.0,1000000.0,0
2022-01-24 13:00:00,1000000.0,0.0,1000000.0,0
2022-01-25 09:00:00,1000000.0,0.0,1000000.0,0
2022-01-25 10:00:00,1000000.0,0.0,1000000.0,0
2022-01-25 11:00:00,1000000.0,0.0,1000000.0,0
2022-01-25 12:00:00,1000000.0,0.0,1000000.0,0
2022-01-25 13:00:00,1000000.0,0.0,1000000.0,0
2022-01-26 09:00:00,1000000.0,0.0,1000000.0,0
2022-01-26 10:00:00,1000000.0,0.0,1000000.0,0
2022-01-26 11:00:00,1000000.0,0.0,1000000.0,0
2022-01-26 12:00:00,1000000.0,0.0,1000000.0,0
2022-01-26 13:00:00,1000000.0,0.0,1000000.0,0
2022-02-07 09:00:00,1000000.0,0.0,1000000.0,0
2022-02-07 10:00:00,1000000.0,0.0,1000000.0,0
2022-02-07 11:00:00,1000000.0,0.0,1000000.0,0
2022-02-07 12:00:00,1000000.0,0.0,1000000.0,0
2022-02-07 13:00:00,1000000.0,0.0,1000000.0,0
2022-02-08 09:00:00,1000000.0,0.0,1000000.0,0
2022-02-08 10:00:00,1000000.0,0.0,1000000.0,0
2022-02-08 11:00:00,1000000.0,0.0,1000000.0,0
2022-02-08 12:00:00,1000000.0,0.0,1000000.0,0
2022-02-08 13:00:00,1000000.0,0.0,1000000.0,0
2022-02-09 09:00:00,1000000.0,0.0,1000000.0,0
2022-02-09 10:00:00,1000000.0,0.0,1000000.0,0
2022-02-09 11:00:00,1000000.0,0.0,1000000.0,0
2022-02-09 12:00:00,1000000.0,0.0,1000000.0,0
2022-02-09 13:00:00,1000000.0,0.0,1000000.0,0
2022-02-10 09:00:00,1000000.0,0.0,1000000.0,0
2022-02-10 10:00:00,1000000.0,0.0,1000000.0,0
2022-02-10 11:00:00,1000000.0,0.0,1000000.0,0
2022-02-10 12:00:00,1000000.0,0.0,1000000.0,0
2022-02-10 13:00:00,1000000.0,0.0,1000000.0,0
2022-02-11 09:00:00,1000000.0,0.0,1000000.0,0
2022-02-11 10:00:00,1000000.0,0.0,1000000.0,0
2022-02-11 11:00:00,1000000.0,0.0,1000000.0,0
2022-02-11 12:00:00,1000000.0,0.0,1000000.0,0
2022-02-11 13:00:00,1000000.0,0.0,1000000.0,0
2022-02-14 09:00:00,1000000.0,0.0,1000000.0,0
2022-02-14 10:00:00,1000000.0,0.0,1000000.0,0
2022-02-14 11:00:00,1000000.0,0.0,1000000.0,0
2022-02-14 12:00:00,1000000.0,0.0,1000000.0,0
2022-02-14 13:00:00,1000000.0,0.0,1000000.0,0
2022-02-15 09:00:00,1000000.0,0.0,1000000.0,0
2022-02-15 10:00:00,1000000.0,0.0,1000000.0,0
2022-02-15 11:00:00,1000000.0,0.0,1000000.0,0
2022-02-15 12:00:00,1000000.0,0.0,1000000.0,0
2022-02-15 13:00:00,1000000.0,0.0,1000000.0,0
2022-02-16 09:00:00,1000000.0,0.0,1000000.0,0
2022-02-16 10:00:00,1000000.0,0.0,1000000.0,0
2022-02-16 11:00:00,1000000.0,0.0,1000000.0,0
2022-02-16 12:00:00,1000000.0,0.0,1000000.0,0
2022-02-16 13:00:00,1000000.0,0.0,1000000.0,0
2022-02-17 09:00:00,1000000.0,0.0,1000000.0,0
2022-02-17 10:00:00,1000000.0,0.0,1000000.0,0
2022-02-17 11:00:00,1000000.0,0.0,1000000.0,0
2022-02-17 12:00:00,1000000.0,0.0,1000000.0,0
2022-02-17 13:00:00,1000000.0,0.0,1000000.0,0
2022-02-18 09:00:00,1000000.0,0.0,1000000.0,0
2022-02-18 10:00:00,1000000.0,0.0,1000000.0,0
2022-02-18 11:00:00,1000000.0,0.0,1000000.0,0
2022-02-18 12:00:00,1000000.0,0.0,1000000.0,0
2022-02-18 13:00:00,1000000.0,0.0,1000000.0,0
2022-02-21 09:00:00,1000000.0,0.0,1000000.0,0
2022-02-21 10:00:00,1000000.0,0.0,1000000.0,0
2022-02-21 11:00:00,1000000.0,0.0,1000000.0,0
2022-02-21 12:00:00,1000000.0,0.0,1000000.0,0
2022-02-21 13:00:00,1000000.0,0.0,1000000.0,0
2022-02-22 09:00:00,1000000.0,0.0,1000000.0,0
2022-02-22 10:00:00,1000000.0,0.0,1000000.0,0
2022-02-22 11:00:00,1000000.0,0.0,1000000.0,0
2022-02-22 12:00:00,1000000.0,0.0,1000000.0,0
2022-02-22 13:00:00,1000000.0,0.0,1000000.0,0
2022-02-23 09:00:00,1000000.0,0.0,1000000.0,0
2022-02-23 10:00:00,1000000.0,0.0,1000000.0,0
2022-02-23 11:00:00,1000000.0,0.0,1000000.0,0
2022-02-23 12:00:00,1000000.0,0.0,1000000.0,0
2022-02-23 13:00:00,1000000.0,0.0,1000000.0,0
2022-02-24 09:00:00,1000000.0,0.0,1000000.0,0
2022-02-24 10:00:00,1000000.0,0.0,1000000.0,0
2022-02-24 11:00:00,1000000.0,0.0,1000000.0,0
2022-02-24 12:00:00,1000000.0,0.0,1000000.0,0
2022-02-24 13:00:00,1000000.0,0.0,1000000.0,0
2022-02-25 09:00:00,1000000.0,0.0,1000000.0,0
2022-02-25 10:00:00,1000000.0,0.0,1000000.0,0
2022-02-25 11:00:00,1000000.0,0.0,1000000.0,0
2022-02-25 12:00:00,1000000.0,0.0,1000000.0,0
2022-02-25 13:00:00,1000000.0,0.0,1000000.0,0
2022-03-01 09:00:00,1000000.0,0.0,1000000.0,0
2022-03-01 10:00:00,1000000.0,0.0,1000000.0,0
2022-03-01 11:00:00,1000000.0,0.0,1000000.0,0
2022-03-01 12:00:00,1000000.0,0.0,1000000.0,0
2022-03-01 13:00:00,1000000.0,0.0,1000000.0,0
2022-03-02 09:00:00,1000000.0,0.0,1000000.0,0
2022-03-02 10:00:00,1000000.0,0.0,1000000.0,0
2022-03-02 11:00:00,1000000.0,0.0,1000000.0,0
2022-03-02 12:00:00,1000000.0,0.0,1000000.0,0
2022-03-02 13:00:00,1000000.0,0.0,1000000.0,0
2022-03-03 09:00:00,1000000.0,0.0,1000000.0,0
2022-03-03 10:00:00,1000000.0,0.0,1000000.0,0
2022-03-03 11:00:00,1000000.0,0.0,1000000.0,0
2022-03-03 12:00:00,1000000.0,0.0,1000000.0,0
2022-03-03 13:00:00,1000000.0,0.0,1000000.0,0
2022-03-04 09:00:00,1000000.0,0.0,1000000.0,0
2022-03-04 10:00:00,1000000.0,0.0,1000000.0,0
2022-03-04 11:00:00,1000000.0,0.0,1000000.0,0
2022-03-04 12:00:00,1000000.0,0.0,1000000.0,0
2022-03-04 13:00:00,1000000.0,0.0,1000000.0,0
2022-03-07 09:00:00,1000000.0,0.0,1000000.0,0
2022-03-07 10:00:00,1000000.0,0.0,1000000.0,0
2022-03-07 11:00:00,1000000.0,0.0,1000000.0,0
2022-03-07 12:00:00,1000000.0,0.0,1000000.0,0
2022-03-07 13:00:00,1000000.0,0.0,1000000.0,0
2022-03-08 09:00:00,1000000.0,0.0,1000000.0,0
2022-03-08 10:00:00,1000000.0,0.0,1000000.0,0
2022-03-08 11:00:00,1000000.0,0.0,1000000.0,0
2022-03-08 12:00:00,1000000.0,0.0,1000000.0,0
2022-03-08 13:00:00,1000000.0,0.0,1000000.0,0
2022-03-09 09:00:00,1000000.0,0.0,1000000.0,0
2022-03-09 10:00:00,1000000.0,0.0,1000000.0,0
2022-03-09 11:00:00,1000000.0,0.0,1000000.0,0
2022-03-09 12:00:00,1000000.0,0.0,1000000.0,0
2022-03-09 13:00:00,1000000.0,0.0,1000000.0,0
2022-03-10 09:00:00,1000000.0,0.0,1000000.0,0
2022-03-10 10:00:00,1000000.0,0.0,1000000.0,0
2022-03-10 11:00:00,1000000.0,0.0,1000000.0,0
2022-03-10 12:00:00,1000000.0,0.0,1000000.0,0
2022-03-10 13:00:00,1000000.0,0.0,1000000.0,0
2022-03-11 09:00:00,1000000.0,0.0,1000000.0,0
2022-03-11 10:00:00,1000000.0,0.0,1000000.0,0
2022-03-11 11:00:00,1000000.0,0.0,1000000.0,0
2022-03-11 12:00:00,1000000.0,0.0,1000000.0,0
2022-03-11 13:00:00,1000000.0,0.0,1000000.0,0
2022-03-14 09:00:00,1000000.0,0.0,1000000.0,0
2022-03-14 10:00:00,1000000.0,0.0,1000000.0,0
2022-03-14 11:00:00,1000000.0,0.0,1000000.0,0
2022-03-14 12:00:00,1000000.0,0.0,1000000.0,0
2022-03-14 13:00:00,1000000.0,0.0,1000000.0,0
2022-03-15 09:00:00,1000000.0,0.0,1000000.0,0
2022-03-15 10:00:00,1000000.0,0.0,1000000.0,0
2022-03-15 11:00:00,1000000.0,0.0,1000000.0,0
2022-03-15 12:00:00,1000000.0,0.0,1000000.0,0
2022-03-15 13:00:00,1000000.0,0.0,1000000.0,0
2022-03-16 09:00:00,1000000.0,0.0,1000000.0,0
2022-03-16 10:00:00,1000000.0,0.0,1000000.0,0
2022-03-16 11:00:00,1000000.0,0.0,1000000.0,0
2022-03-16 12:00:00,1000000.0,0.0,1000000.0,0
2022-03-16 13:00:00,1000000.0,0.0,1000000.0,0
2022-03-17 09:00:00,1000000.0,0.0,1000000.0,0
2022-03-17 10:00:00,1000000.0,0.0,1000000.0,0
2022-03-17 11:00:00,1000000.0,0.0,1000000.0,0
2022-03-17 12:00:00,1000000.0,0.0,1000000.0,0
2022-03-17 13:00:00,1000000.0,0.0,1000000.0,0
2022-03-18 09:00:00,1000000.0,0.0,1000000.0,0
2022-03-18 10:00:00,1000000.0,0.0,1000000.0,0
2022-03-18 11:00:00,1000000.0,0.0,1000000.0,0
2022-03-18 12:00:00,1000000.0,0.0,1000000.0,0
2022-03-18 13:00:00,1000000.0,0.0,1000000.0,0
2022-03-21 09:00:00,1000000.0,0.0,1000000.0,0
2022-03-21 10:00:00,1000000.0,0.0,1000000.0,0
2022-03-21 11:00:00,1000000.0,0.0,1000000.0,0
2022-03-21 12:00:00,1000000.0,0.0,1000000.0,0
2022-03-21 13:00:00,1000000.0,0.0,1000000.0,0
2022-03-22 09:00:00,1000000.0,0.0,1000000.0,0
2022-03-22 10:00:00,1000000.0,0.0,1000000.0,0
2022-03-22 11:00:00,1000000.0,0.0,1000000.0,0
2022-03-22 12:00:00,1000000.0,0.0,1000000.0,0
2022-03-22 13:00:00,1000000.0,0.0,1000000.0,0
2022-03-23 09:00:00,1000000.0,0.0,1000000.0,0
2022-03-23 10:00:00,1000000.0,0.0,1000000.0,0
2022-03-23 11:00:00,1000000.0,0.0,1000000.0,0
2022-03-23 12:00:00,1000000.0,0.0,1000000.0,0
2022-03-23 13:00:00,1000000.0,0.0,1000000.0,0
2022-03-24 09:00:00,1000000.0,0.0,1000000.0,0
2022-03-24 10:00:00,1000000.0,0.0,1000000.0,0
2022-03-24 11:00:00,1000000.0,0.0,1000000.0,0
2022-03-24 12:00:00,1000000.0,0.0,1000000.0,0
2022-03-24 13:00:00,1000000.0,0.0,1000000.0,0
2022-03-25 09:00:00,1000000.0,0.0,1000000.0,0
2022-03-25 10:00:00,1000000.0,0.0,1000000.0,0
2022-03-25 11:00:00,1000000.0,0.0,1000000.0,0
2022-03-25 12:00:00,1000000.0,0.0,1000000.0,0
2022-03-25 13:00:00,1000000.0,0.0,1000000.0,0
2022-03-28 09:00:00,1000000.0,0.0,1000000.0,0
2022-03-28 10:00:00,1000000.0,0.0,1000000.0,0
2022-03-28 11:00:00,1000000.0,0.0,1000000.0,0
2022-03-28 12:00:00,1000000.0,0.0,1000000.0,0
2022-03-28 13:00:00,950078.5893015,50138.0,1000216.5893015,1
2022-03-29 09:00:00,950078.5893015,49901.5,999980.0893015,1
2022-03-29 10:00:00,950078.5893015,49665.0,999743.5893015,1
2022-03-29 11:00:00,950078.5893015,49665.0,999743.5893015,1
2022-03-29 12:00:00,950078.5893015,49665.0,999743.5893015,1
2022-03-29 13:00:00,950078.5893015,49901.5,999980.0893015,1
2022-03-30 09:00:00,950078.5893015,49901.5,999980.0893015,1
2022-03-30 10:00:00,950078.5893015,49665.0,999743.5893015,1
2022-03-30 11:00:00,950078.5893015,49665.0,999743.5893015,1
2022-03-30 12:00:00,950078.5893015,49901.5,999980.0893015,1
2022-03-30 13:00:00,950078.5893015,49901.5,999980.0893015,1
2022-03-31 09:00:00,950078.5893015,50374.5,1000453.0893015,1
2022-03-31 10:00:00,950078.5893015,50138.0,1000216.5893015,1
2022-03-31 11:00:00,950078.5893015,50138.0,1000216.5893015,1
2022-03-31 12:00:00,950078.5893015,50138.0,1000216.5893015,1
2022-03-31 13:00:00,950078.5893015,50138.0,1000216.5893015,1
2022-04-01 09:00:00,950078.5893015,49665.0,999743.5893015,1
2022-04-01 10:00:00,999339.08183,0.0,999339.08183,0
2022-04-01 11:00:00,999339.08183,0.0,999339.08183,0
2022-04-01 12:00:00,999339.08183,0.0,999339.08183,0
2022-04-01 13:00:00,999339.08183,0.0,999339.08183,0
2022-04-06 09:00:00,999339.08183,0.0,999339.08183,0
2022-04-06 10:00:00,999339.08183,0.0,999339.08183,0
2022-04-06 11:00:00,999339.08183,0.0,999339.08183,0
2022-04-06 12:00:00,999339.08183,0.0,999339.08183,0
2022-04-06 13:00:00,999339.08183,0.0,999339.08183,0
2022-04-07 09:00:00,999339.08183,0.0,999339.08183,0
2022-04-07 10:00:00,999339.08183,0.0,999339.08183,0
2022-04-07 11:00:00,999339.08183,0.0,999339.08183,0
2022-04-07 12:00:00,999339.08183,0.0,999339.08183,0
2022-04-07 13:00:00,999339.08183,0.0,999339.08183,0
2022-04-08 09:00:00,999339.08183,0.0,999339.08183,0
2022-04-08 10:00:00,999339.08183,0.0,999339.08183,0
2022-04-08 11:00:00,999339.08183,0.0,999339.08183,0
2022-04-08 12:00:00,999339.08183,0.0,999339.08183,0
2022-04-08 13:00:00,999339.08183,0.0,999339.08183,0
2022-04-11 09:00:00,999339.08183,0.0,999339.08183,0
2022-04-11 10:00:00,999339.08183,0.0,999339.08183,0
2022-04-11 11:00:00,999339.08183,0.0,999339.08183,0
2022-04-11 12:00:00,999339.08183,0.0,999339.08183,0
2022-04-11 13:00:00,999339.08183,0.0,999339.08183,0
2022-04-12 09:00:00,999339.08183,0.0,999339.08183,0
2022-04-12 10:00:00,999339.08183,0.0,999339.08183,0
2022-04-12 11:00:00,999339.08183,0.0,999339.08183,0
2022-04-12 12:00:00,999339.08183,0.0,999339.08183,0
2022-04-12 13:00:00,999339.08183,0.0,999339.08183,0
2022-04-13 09:00:00,999339.08183,0.0,999339.08183,0
2022-04-13 10:00:00,999339.08183,0.0,999339.08183,0
2022-04-13 11:00:00,999339.08183,0.0,999339.08183,0
2022-04-13 12:00:00,999339.08183,0.0,999339.08183,0
2022-04-13 13:00:00,999339.08183,0.0,999339.08183,0
2022-04-14 09:00:00,999339.08183,0.0,999339.08183,0
2022-04-14 10:00:00,999339.08183,0.0,999339.08183,0
2022-04-14 11:00:00,999339.08183,0.0,999339.08183,0
2022-04-14 12:00:00,999339.08183,0.0,999339.08183,0
2022-04-14 13:00:00,999339.08183,0.0,999339.08183,0
2022-04-15 09:00:00,999339.08183,0.0,999339.08183,0
2022-04-15 10:00:00,999339.08183,0.0,999339.08183,0
2022-04-15 11:00:00,999339.08183,0.0,999339.08183,0
2022-04-15 12:00:00,999339.08183,0.0,999339.08183,0
2022-04-15 13:00:00,999339.08183,0.0,999339.08183,0
2022-04-18 09:00:00,999339.08183,0.0,999339.08183,0
2022-04-18 10:00:00,999339.08183,0.0,999339.08183,0
2022-04-18 11:00:00,999339.08183,0.0,999339.08183,0
2022-04-18 12:00:00,999339.08183,0.0,999339.08183,0
2022-04-18 13:00:00,999339.08183,0.0,999339.08183,0
2022-04-19 09:00:00,999339.08183,0.0,999339.08183,0
2022-04-19 10:00:00,999339.08183,0.0,999339.08183,0
2022-04-19 11:00:00,999339.08183,0.0,999339.08183,0
2022-04-19 12:00:00,999339.08183,0.0,999339.08183,0
2022-04-19 13:00:00,999339.08183,0.0,999339.08183,0
2022-04-20 09:00:00,999339.08183,0.0,999339.08183,0
2022-04-20 10:00:00,999339.08183,0.0,999339.08183,0
2022-04-20 11:00:00,999339.08183,0.0,999339.08183,0
2022-04-20 12:00:00,999339.08183,0.0,999339.08183,0
2022-04-20 13:00:00,999339.08183,0.0,999339.08183,0
2022-04-21 09:00:00,999339.08183,0.0,999339.08183,0
2022-04-21 10:00:00,999339.08183,0.0,999339.08183,0
2022-04-21 11:00:00,999339.08183,0.0,999339.08183,0
2022-04-21 12:00:00,999339.08183,0.0,999339.08183,0
2022-04-21 13:00:00,999339.08183,0.0,999339.08183,0
2022-04-22 09:00:00,999339.08183,0.0,999339.08183,0
2022-04-22 10:00:00,999339.08183,0.0,999339.08183,0
2022-04-22 11:00:00,999339.08183,0.0,999339.08183,0
2022-04-22 12:00:00,999339.08183,0.0,999339.08183,0
2022-04-22 13:00:00,999339.08183,0.0,999339.08183,0
2022-04-25 09:00:00,999339.08183,0.0,999339.08183,0
2022-04-25 10:00:00,999339.08183,0.0,999339.08183,0
2022-04-25 11:00:00,999339.08183,0.0,999339.08183,0
2022-04-25 12:00:00,999339.08183,0.0,999339.08183,0
2022-04-25 13:00:00,999339.08183,0.0,999339.08183,0
2022-04-26 09:00:00,999339.08183,0.0,999339.08183,0
2022-04-26 10:00:00,999339.08183,0.0,999339.08183,0
2022-04-26 11:00:00,999339.08183,0.0,999339.08183,0
2022-04-26 12:00:00,999339.08183,0.0,999339.08183,0
2022-04-26 13:00:00,999339.08183,0.0,999339.08183,0
2022-04-27 09:00:00,999339.08183,0.0,999339.08183,0
2022-04-27 10:00:00,999339.08183,0.0,999339.08183,0
2022-04-27 11:00:00,999339.08183,0.0,999339.08183,0
2022-04-27 12:00:00,999339.08183,0.0,999339.08183,0
2022-04-27 13:00:00,999339.08183,0.0,999339.08183,0
2022-04-28 09:00:00,999339.08183,0.0,999339.08183,0
2022-04-28 10:00:00,999339.08183,0.0,999339.08183,0
2022-04-28 11:00:00,999339.08183,0.0,999339.08183,0
2022-04-28 12:00:00,999339.08183,0.0,999339.08183,0
2022-04-28 13:00:00,999339.08183,0.0,999339.08183,0
2022-04-29 09:00:00,999339.08183,0.0,999339.08183,0
2022-04-29 10:00:00,999339.08183,0.0,999339.08183,0
2022-04-29 11:00:00,999339.08183,0.0,999339.08183,0
2022-04-29 12:00:00,999339.08183,0.0,999339.08183,0
2022-04-29 13:00:00,999339.08183,0.0,999339.08183,0
2022-05-03 09:00:00,999339.08183,0.0,999339.08183,0
2022-05-03 10:00:00,999339.08183,0.0,999339.08183,0
2022-05-03 11:00:00,999339.08183,0.0,999339.08183,0
2022-05-03 12:00:00,999339.08183,0.0,999339.08183,0
2022-05-03 13:00:00,999339.08183,0.0,999339.08183,0
2022-05-04 09:00:00,999339.08183,0.0,999339.08183,0
2022-05-04 10:00:00,999339.08183,0.0,999339.08183,0
2022-05-04 11:00:00,999339.08183,0.0,999339.08183,0
2022-05-04 12:00:00,999339.08183,0.0,999339.08183,0
2022-05-04 13:00:00,999339.08183,0.0,999339.08183,0
2022-05-05 09:00:00,999339.08183,0.0,999339.08183,0
2022-05-05 10:00:00,999339.08183,0.0,999339.08183,0
2022-05-05 11:00:00,999339.08183,0.0,999339.08183,0
2022-05-05 12:00:00,999339.08183,0.0,999339.08183,0
2022-05-05 13:00:00,999339.08183,0.0,999339.08183,0
2022-05-06 09:00:00,999339.08183,0.0,999339.08183,0
2022-05-06 10:00:00,999339.08183,0.0,999339.08183,0
2022-05-06 11:00:00,999339.08183,0.0,999339.08183,0
2022-05-06 12:00:00,999339.08183,0.0,999339.08183,0
2022-05-06 13:00:00,999339.08183,0.0,999339.08183,0
2022-05-09 09:00:00,999339.08183,0.0,999339.08183,0
2022-05-09 10:00:00,999339.08183,0.0,999339.08183,0
2022-05-09 11:00:00,999339.08183,0.0,999339.08183,0
2022-05-09 12:00:00,999339.08183,0.0,999339.08183,0
2022-05-09 13:00:00,999339.08183,0.0,999339.08183,0
2022-05-10 09:00:00,999339.08183,0.0,999339.08183,0
2022-05-10 10:00:00,999339.08183,0.0,999339.08183,0
2022-05-10 11:00:00,999339.08183,0.0,999339.08183,0
2022-05-10 12:00:00,999339.08183,0.0,999339.08183,0
2022-05-10 13:00:00,999339.08183,0.0,999339.08183,0
2022-05-11 09:00:00,999339.08183,0.0,999339.08183,0
2022-05-11 10:00:00,999339.08183,0.0,999339.08183,0
2022-05-11 11:00:00,999339.08183,0.0,999339.08183,0
2022-05-11 12:00:00,999339.08183,0.0,999339.08183,0
2022-05-11 13:00:00,999339.08183,0.0,999339.08183,0
2022-05-12 09:00:00,999339.08183,0.0,999339.08183,0
2022-05-12 10:00:00,999339.08183,0.0,999339.08183,0
2022-05-12 11:00:00,999339.08183,0.0,999339.08183,0
2022-05-12 12:00:00,999339.08183,0.0,999339.08183,0
2022-05-12 13:00:00,999339.08183,0.0,999339.08183,0
2022-05-13 09:00:00,999339.08183,0.0,999339.08183,0
2022-05-13 10:00:00,999339.08183,0.0,999339.08183,0
2022-05-13 11:00:00,999339.08183,0.0,999339.08183,0
2022-05-13 12:00:00,999339.08183,0.0,999339.08183,0
2022-05-13 13:00:00,999339.08183,0.0,999339.08183,0
2022-05-16 09:00:00,999339.08183,0.0,999339.08183,0
2022-05-16 10:00:00,999339.08183,0.0,999339.08183,0
2022-05-16 11:00:00,999339.08183,0.0,999339.08183,0
2022-05-16 12:00:00,999339.08183,0.0,999339.08183,0
2022-05-16 13:00:00,999339.08183,0.0,999339.08183,0
2022-05-17 09:00:00,999339.08183,0.0,999339.08183,0
2022-05-17 10:00:00,999339.08183,0.0,999339.08183,0
2022-05-17 11:00:00,999339.08183,0.0,999339.08183,0
2022-05-17 12:00:00,999339.08183,0.0,999339.08183,0
2022-05-17 13:00:00,999339.08183,0.0,999339.08183,0
2022-05-18 09:00:00,999339.08183,0.0,999339.08183,0
2022-05-18 10:00:00,999339.08183,0.0,999339.08183,0
2022-05-18 11:00:00,999339.08183,0.0,999339.08183,0
2022-05-18 12:00:00,999339.08183,0.0,999339.08183,0
2022-05-18 13:00:00,999339.08183,0.0,999339.08183,0
2022-05-19 09:00:00,999339.08183,0.0,999339.08183,0
2022-05-19 10:00:00,999339.08183,0.0,999339.08183,0
2022-05-19 11:00:00,999339.08183,0.0,999339.08183,0
2022-05-19 12:00:00,999339.08183,0.0,999339.08183,0
2022-05-19 13:00:00,999339.08183,0.0,999339.08183,0
2022-05-20 09:00:00,999339.08183,0.0,999339.08183,0
2022-05-20 10:00:00,999339.08183,0.0,999339.08183,0
2022-05-20 11:00:00,999339.08183,0.0,999339.08183,0
2022-05-20 12:00:00,999339.08183,0.0,999339.08183,0
2022-05-20 13:00:00,999339.08183,0.0,999339.08183,0
2022-05-23 09:00:00,999339.08183,0.0,999339.08183,0
2022-05-23 10:00:00,999339.08183,0.0,999339.08183,0
2022-05-23 11:00:00,999339.08183,0.0,999339.08183,0
