Pairs,Size1,Size2,EntryTime,EntryPrice1,EntryPrice2,ExitTime,ExitPrice1,ExitPrice2,HoldingPeriod,Profitfee
ETHUSDT - STETHUSDT,-2.952221251269455,3.0419916527749047,2023-02-18 18:00:00+08:00,1693.63,1637.09,2023-02-18 19:00:00+08:00,1687.25,1660.0,0 days 01:00:00,68.51637430573328
ETHUSDT - STETHUSDT,-2.95599120297018,3.048520248271489,2023-02-18 21:00:00+08:00,1698.36,1602.05,2023-02-19 00:00:00+08:00,1695.52,1679.99,0 days 03:00:00,225.9590383471417
ETHUSDT - STETHUSDT,-2.9479567711619077,2.9887324785558445,2023-02-19 20:00:00+08:00,1695.51,1635.17,2023-02-19 22:00:00+08:00,1695.71,1686.06,0 days 02:00:00,131.58356654822032
ETHUSDT - STETHUSDT,-2.967376660989086,3.0029128254406774,2023-02-20 05:00:00+08:00,1687.1,1635.38,2023-02-20 07:00:00+08:00,1685.65,1685.73,0 days 02:00:00,135.51813347232124
ETHUSDT - STETHUSDT,-3.0081520921697797,3.0119393274941872,2023-02-22 02:00:00+08:00,1677.75,1565.12,2023-02-22 04:00:00+08:00,1671.81,1672.38,0 days 02:00:00,321.10189619990524
ETHUSDT - STETHUSDT,3.0973369097250183,-3.063293775999706,2023-02-23 01:00:00+08:00,1605.95,1628.51,2023-02-23 02:00:00+08:00,1611.2,1610.36,0 days 01:00:00,51.97359305905728
ETHUSDT - STETHUSDT,3.103277060575968,-3.1048957996969624,2023-02-23 03:00:00+08:00,1611.73,1631.25,2023-02-23 04:00:00+08:00,1615.92,1631.52,0 days 01:00:00,-7.98244405504993
ETHUSDT - STETHUSDT,-3.0589646016616294,3.1117555902689182,2023-02-23 08:00:00+08:00,1643.48,1584.09,2023-02-23 09:00:00+08:00,1638.39,1615.55,0 days 01:00:00,93.47033887821442
ETHUSDT - STETHUSDT,3.03947672368725,-3.0258834066605744,2023-02-24 22:00:00+08:00,1635.13,1667.88,2023-02-24 23:00:00+08:00,1636.88,1646.35,0 days 01:00:00,50.49268221432686
ETHUSDT - STETHUSDT,3.0545916621865987,-3.03702128951924,2023-02-25 00:00:00+08:00,1602.21,1635.12,2023-02-25 01:00:00+08:00,1593.14,1656.2,0 days 01:00:00,-111.48185353748671
ETHUSDT - STETHUSDT,3.1384561306602055,-3.0189590629151066,2023-02-25 02:00:00+08:00,1593.4,1612.85,2023-02-25 03:00:00+08:00,1596.26,1608.36,0 days 01:00:00,2.795801621402326
ETHUSDT - STETHUSDT,3.1164880918990012,-3.108679432976871,2023-02-25 08:00:00+08:00,1607.76,1628.18,2023-02-25 09:00:00+08:00,1604.88,1608.99,0 days 01:00:00,30.60459451054943
ETHUSDT - STETHUSDT,3.1142170235559377,-3.1193072642427566,2023-02-25 11:00:00+08:00,1598.0,1646.4,2023-02-25 12:00:00+08:00,1598.44,1646.18,0 days 01:00:00,-18.168473486377287
ETHUSDT - STETHUSDT,3.1179845347967077,-3.094691366430026,2023-02-25 18:00:00+08:00,1601.9,1635.32,2023-02-25 19:00:00+08:00,1596.35,1602.26,0 days 01:00:00,65.0142774935141
ETHUSDT - STETHUSDT,-3.1250195313720712,3.130576339104029,2023-02-25 21:00:00+08:00,1602.49,1531.1,2023-02-25 22:00:00+08:00,1599.22,1582.0,0 days 01:00:00,149.81394604292797
ETHUSDT - STETHUSDT,3.1520683872757305,-3.1649175222493704,2023-02-26 04:00:00+08:00,1584.59,1609.13,2023-02-26 05:00:00+08:00,1571.83,1589.78,0 days 01:00:00,0.9472234238238642
ETHUSDT - STETHUSDT,3.1810055794837866,-3.1450892576331317,2023-02-26 06:00:00+08:00,1574.56,1601.89,2023-02-26 07:00:00+08:00,1591.97,1610.22,0 days 01:00:00,9.007591369790475
ETHUSDT - STETHUSDT,3.1269543464665417,-3.1247070587132453,2023-02-26 15:00:00+08:00,1600.0,1621.62,2023-02-26 16:00:00+08:00,1600.08,1579.15,0 days 01:00:00,112.94849245390976
ETHUSDT - STETHUSDT,3.1223655041059106,-3.173374121768712,2023-02-26 23:00:00+08:00,1603.1,1641.56,2023-02-27 00:00:00+08:00,1604.96,1641.53,0 days 01:00:00,-14.53240766324928
ETHUSDT - STETHUSDT,3.1153424384408335,-3.0459388497316526,2023-02-27 01:00:00+08:00,1601.68,1640.72,2023-02-27 02:00:00+08:00,1607.84,1639.18,0 days 01:00:00,3.8921265531222424
ETHUSDT - STETHUSDT,3.041066562864928,-3.026487821413007,2023-02-28 01:00:00+08:00,1638.52,1661.99,2023-02-28 02:00:00+08:00,1633.24,1661.48,0 days 01:00:00,-34.52140408055657
ETHUSDT - STETHUSDT,-3.0640822154540053,3.1605562579013906,2023-02-28 11:00:00+08:00,1630.15,1566.68,2023-02-28 12:00:00+08:00,1632.57,1631.99,0 days 01:00:00,178.8940314306739
ETHUSDT - STETHUSDT,-3.073027423696729,3.1484361717534903,2023-02-28 14:00:00+08:00,1626.5,1564.45,2023-02-28 16:00:00+08:00,1619.14,1624.56,0 days 02:00:00,191.85564495897896
ETHUSDT - STETHUSDT,3.0856197775885263,-3.0868580107052237,2023-02-28 18:00:00+08:00,1620.31,1689.99,2023-02-28 19:00:00+08:00,1626.11,1629.86,0 days 01:00:00,183.24424356852006
ETHUSDT - STETHUSDT,-3.041714066710873,3.1234968171567434,2023-03-01 03:00:00+08:00,1641.78,1579.1,2023-03-01 04:00:00+08:00,1627.91,1607.61,0 days 01:00:00,111.34032775343275
ETHUSDT - STETHUSDT,-3.08413520848754,3.164536933310549,2023-03-01 12:00:00+08:00,1637.92,1580.01,2023-03-01 18:00:00+08:00,1652.86,1624.89,0 days 06:00:00,75.65620267322085
ETHUSDT - STETHUSDT,3.0707626546128997,-3.0644953695474966,2023-03-02 23:00:00+08:00,1627.26,1657.87,2023-03-03 00:00:00+08:00,1628.28,1618.97,0 days 01:00:00,102.30219612375579
ETHUSDT - STETHUSDT,3.04295434351303,-3.0419546383724323,2023-03-03 10:00:00+08:00,1552.59,1572.02,2023-03-03 11:00:00+08:00,1564.6,1571.45,0 days 01:00:00,19.23203581232358
ETHUSDT - STETHUSDT,3.193337420805232,-3.1626153563951243,2023-03-04 05:00:00+08:00,1559.34,1582.2,2023-03-04 06:00:00+08:00,1559.58,1570.27,0 days 01:00:00,18.566588201714524
ETHUSDT - STETHUSDT,3.205991356647303,-3.184165780407191,2023-03-04 07:00:00+08:00,1566.68,1585.88,2023-03-04 08:00:00+08:00,1569.6,1570.3,0 days 01:00:00,38.86611069532279
ETHUSDT - STETHUSDT,-3.4087113026049374,3.396762206264988,2023-03-11 11:00:00+08:00,1464.48,1402.08,2023-03-11 13:00:00+08:00,1459.85,1461.99,0 days 02:00:00,199.58559565275291
ETHUSDT - STETHUSDT,2.8819108221515193,-2.8960324355632783,2023-03-14 22:00:00+08:00,1732.71,1754.6,2023-03-14 23:00:00+08:00,1758.87,1763.64,0 days 01:00:00,28.959294545486777
ETHUSDT - STETHUSDT,-2.7549575461042144,2.761149521768903,2023-03-18 11:00:00+08:00,1806.12,1678.43,2023-03-18 19:00:00+08:00,1815.32,1796.38,0 days 08:00:00,280.76059324298194
ETHUSDT - STETHUSDT,-2.7543353237996606,2.7833754550818868,2023-03-18 20:00:00+08:00,1813.14,1733.01,2023-03-19 00:00:00+08:00,1785.92,1781.69,0 days 04:00:00,190.77197686476254
