Pairs,EntryTime,Size1,EntryPrice1,EntryPrice2,ExitTime,Size2,ExitPrice1,ExitPrice2,HoldingPeriod,Profitfee
ENJUSDT - HOTUSDT,2024-06-06 10:00:00+08:00,16409.04466541958,0.30465,0.002844,2024-06-18 10:00:00+08:00,-1799208.3483267364,0.19113,0.001742,12 days 00:00:00,93.47043978802368
ENJUSDT - HOTUSDT,2024-06-06 10:00:00+08:00,16409.04466541958,0.30465,0.002844,2024-06-18 10:00:00+08:00,-1799208.3483267364,0.19113,0.001742,12 days 00:00:00,93.47043978802368
ADAUSDT - HBARUSDT,2024-11-10 14:00:00+08:00,-8862.105636299184,0.5793,0.05486,2024-11-19 12:00:00+08:00,91979.39661515821,0.7523,0.15158,8 days 22:00:00,7332.313959035816
ADAUSDT - HBARUSDT,2024-11-10 14:00:00+08:00,-8862.105636299184,0.5793,0.05486,2024-11-19 12:00:00+08:00,91979.39661515821,0.7523,0.15158,8 days 22:00:00,7332.313959035816
ADAUSDT - HBARUSDT,2024-11-10 14:00:00+08:00,-8862.105636299184,0.5793,0.05486,2024-11-19 12:00:00+08:00,91979.39661515821,0.7523,0.15158,8 days 22:00:00,7332.313959035816
PTUUSDT - XEMUSDT,2024-11-18 16:00:00+08:00,-25265.285497726127,0.4222,0.02224,2024-11-18 19:00:00+08:00,227998.17601459185,0.3016,0.0222,0 days 03:00:00,3009.454251399846
1INCHUSDT - SANDUSDT,2024-11-25 11:00:00+08:00,13051.422605063952,0.3817,0.83769,2024-11-28 04:00:00+08:00,-6771.305914058586,0.4216,0.61282,2 days 17:00:00,2023.1092681163568
1INCHUSDT - SANDUSDT,2024-11-25 11:00:00+08:00,13051.422605063952,0.3817,0.83769,2024-11-28 04:00:00+08:00,-6771.305914058586,0.4216,0.61282,2 days 17:00:00,2023.1092681163568
1INCHUSDT - SANDUSDT,2024-11-25 11:00:00+08:00,13051.422605063952,0.3817,0.83769,2024-11-28 04:00:00+08:00,-6771.305914058586,0.4216,0.61282,2 days 17:00:00,2023.1092681163568
DOTUSDT - FILUSDT,2024-11-29 04:00:00+08:00,-593.1198102016608,8.572,5.75,2024-12-20 19:00:00+08:00,870.7767328456983,6.281,4.572,21 days 15:00:00,315.2647279024144
DOTUSDT - FILUSDT,2024-11-29 04:00:00+08:00,-593.1198102016608,8.572,5.75,2024-12-20 19:00:00+08:00,870.7767328456983,6.281,4.572,21 days 15:00:00,315.2647279024144
XDCUSDT - XLMUSDT,2024-11-29 04:00:00+08:00,88936.32159373889,0.056,0.47856,2024-12-07 03:00:00+08:00,-10456.313522104647,0.10113,0.4777,7 days 23:00:00,3998.7151045737737
TELUSDT - XLMUSDT,2024-11-29 04:00:00+08:00,989511.1814763506,0.004987,0.47856,2024-12-16 11:00:00+08:00,-10456.313522104647,0.007462,0.42331,17 days 07:00:00,3005.002836075866
DOTUSDT - FILUSDT,2024-11-29 04:00:00+08:00,-593.1198102016608,8.572,5.75,2024-12-20 19:00:00+08:00,870.7767328456983,6.281,4.572,21 days 15:00:00,315.2647279024144
BATUSDT - SANDUSDT,2024-11-30 03:00:00+08:00,-15527.950310559007,0.3227,0.6428,2024-12-05 01:00:00+08:00,7788.283306593561,0.336,0.92463,4 days 22:00:00,1966.0142953940085
BATUSDT - SANDUSDT,2024-11-30 03:00:00+08:00,-15527.950310559007,0.3227,0.6428,2024-12-05 01:00:00+08:00,7788.283306593561,0.336,0.92463,4 days 22:00:00,1966.0142953940085
BATUSDT - SANDUSDT,2024-11-30 03:00:00+08:00,-15527.950310559007,0.3227,0.6428,2024-12-05 01:00:00+08:00,7788.283306593561,0.336,0.92463,4 days 22:00:00,1966.0142953940085
DGBUSDT - THETAUSDT,2024-11-30 03:00:00+08:00,450004.50004500046,0.011,2.3284,2024-11-30 18:00:00+08:00,-2181.310531367246,0.01571,2.4634,0 days 15:00:00,1802.5722494769655
DGBUSDT - THETAUSDT,2024-11-30 03:00:00+08:00,450004.50004500046,0.011,2.3284,2024-11-30 18:00:00+08:00,-2181.310531367246,0.01571,2.4634,0 days 15:00:00,1802.5722494769655
ALGOUSDT - XTZUSDT,2024-11-30 05:00:00+08:00,-11828.440301861798,0.44598,1.3343,2024-12-01 05:00:00+08:00,3814.4644491913336,0.44762,1.7402,1 days 00:00:00,1506.5950126289258
ALGOUSDT - XTZUSDT,2024-11-30 05:00:00+08:00,-11828.440301861798,0.44598,1.3343,2024-12-01 05:00:00+08:00,3814.4644491913336,0.44762,1.7402,1 days 00:00:00,1506.5950126289258
ALGOUSDT - XTZUSDT,2024-11-30 05:00:00+08:00,-11828.440301861798,0.44598,1.3343,2024-12-01 05:00:00+08:00,3814.4644491913336,0.44762,1.7402,1 days 00:00:00,1506.5950126289258
ALGOUSDT - XTZUSDT,2024-11-30 05:00:00+08:00,-11828.440301861798,0.44598,1.3343,2024-12-01 05:00:00+08:00,3814.4644491913336,0.44762,1.7402,1 days 00:00:00,1506.5950126289258
ALGOUSDT - EOSUSDT,2024-11-30 07:00:00+08:00,-11410.575321207694,0.46506,0.9519,2024-12-04 09:00:00+08:00,5169.561621174525,0.51724,1.387,4 days 02:00:00,1630.5727452986303
ALGOUSDT - EOSUSDT,2024-11-30 07:00:00+08:00,-11410.575321207694,0.46506,0.9519,2024-12-04 09:00:00+08:00,5169.561621174525,0.51724,1.387,4 days 02:00:00,1630.5727452986303
DGBUSDT - XTZUSDT,2024-11-30 18:00:00+08:00,-370452.6931910795,0.01571,1.3876,2024-12-19 06:00:00+08:00,3650.1679077237554,0.012591,1.3502,18 days 12:00:00,998.4480589463428
DGBUSDT - XTZUSDT,2024-11-30 18:00:00+08:00,-370452.6931910795,0.01571,1.3876,2024-12-19 06:00:00+08:00,3650.1679077237554,0.012591,1.3502,18 days 12:00:00,998.4480589463428
DGBUSDT - RVNUSDT,2024-11-30 18:00:00+08:00,-370452.6931910795,0.01571,0.02655,2024-12-20 19:00:00+08:00,190476.19047619047,0.009988,0.01891,20 days 01:00:00,646.313274272589
DGBUSDT - RVNUSDT,2024-11-30 18:00:00+08:00,-370452.6931910795,0.01571,0.02655,2024-12-20 19:00:00+08:00,190476.19047619047,0.009988,0.01891,20 days 01:00:00,646.313274272589
DGBUSDT - WEMIXUSDT,2024-11-30 19:00:00+08:00,-318268.6187141948,0.017207,1.2338,2024-12-20 18:00:00+08:00,4000.320025602048,0.010313,0.8453,19 days 23:00:00,622.9437097170191
ANKRUSDT - DGBUSDT,2024-11-30 19:00:00+08:00,116849.73124561812,0.04217,0.017207,2024-12-01 17:00:00+08:00,-318268.6187141948,0.04503,0.014969,0 days 22:00:00,1026.0454924044705
QTUMUSDT - THETAUSDT,2024-11-30 22:00:00+08:00,1285.5122766422419,3.8775,2.8195,2024-12-04 08:00:00+08:00,-1878.9928598271326,5.7298,2.9774,3 days 10:00:00,2061.218781653204
ANKRUSDT - C98USDT,2024-12-01 00:00:00+08:00,-113610.54305839582,0.04508,0.2224,2024-12-20 18:00:00+08:00,22946.305644791188,0.03226,0.1491,19 days 18:00:00,-242.78823370173487
DGBUSDT - THETAUSDT,2024-12-01 18:00:00+08:00,334023.6488743403,0.014699,2.9726,2024-12-03 15:00:00+08:00,-1674.0884588341648,0.017874,2.8162,1 days 21:00:00,1301.781404552411
DGBUSDT - THETAUSDT,2024-12-01 18:00:00+08:00,334023.6488743403,0.014699,2.9726,2024-12-03 15:00:00+08:00,-1674.0884588341648,0.017874,2.8162,1 days 21:00:00,1301.781404552411
ALGOUSDT - LUNCUSDT,2024-12-01 20:00:00+08:00,-10689.927949885618,0.50873,0.00013456,2024-12-20 17:00:00+08:00,37313432.83582089,0.31853,9.872e-05,18 days 21:00:00,678.3630358246619
LTCUSDT - LUNCUSDT,2024-12-02 06:00:00+08:00,-44.115052055761424,119.1,0.00013184,2024-12-20 19:00:00+08:00,38066235.24933384,90.78,9.543e-05,18 days 13:00:00,-154.56353161966194
LTCUSDT - RVNUSDT,2024-12-02 06:00:00+08:00,-44.115052055761424,119.1,0.02675,2024-12-20 20:00:00+08:00,187687.6876876877,86.8,0.01838,18 days 14:00:00,-163.58339910847855
LTCUSDT - RVNUSDT,2024-12-02 06:00:00+08:00,-44.115052055761424,119.1,0.02675,2024-12-20 20:00:00+08:00,187687.6876876877,86.8,0.01838,18 days 14:00:00,-163.58339910847855
HBARUSDT - XDCUSDT,2024-12-02 23:00:00+08:00,-20530.508335386385,0.26436,0.06835,2024-12-07 01:00:00+08:00,73920.75694855115,0.28819,0.09445,4 days 02:00:00,1416.711311112986
HBARUSDT - XDCUSDT,2024-12-02 23:00:00+08:00,-20530.508335386385,0.26436,0.06835,2024-12-07 01:00:00+08:00,73920.75694855115,0.28819,0.09445,4 days 02:00:00,1416.711311112986
ALGOUSDT - XTZUSDT,2024-12-03 03:00:00+08:00,-10177.909864430241,0.54877,1.6457,2024-12-06 09:00:00+08:00,3181.0662934215547,0.45457,1.691,3 days 06:00:00,1082.035244336688
ALGOUSDT - XTZUSDT,2024-12-03 03:00:00+08:00,-10177.909864430241,0.54877,1.6457,2024-12-06 09:00:00+08:00,3181.0662934215547,0.45457,1.691,3 days 06:00:00,1082.035244336688
ALGOUSDT - XTZUSDT,2024-12-03 03:00:00+08:00,-10177.909864430241,0.54877,1.6457,2024-12-06 09:00:00+08:00,3181.0662934215547,0.45457,1.691,3 days 06:00:00,1082.035244336688
ALGOUSDT - XTZUSDT,2024-12-03 03:00:00+08:00,-10177.909864430241,0.54877,1.6457,2024-12-06 09:00:00+08:00,3181.0662934215547,0.45457,1.691,3 days 06:00:00,1082.035244336688
DGBUSDT - HBARUSDT,2024-12-03 11:00:00+08:00,313322.4714876551,0.015877,0.37436,2024-12-03 23:00:00+08:00,-14556.888319552812,0.019953,0.3244,0 days 12:00:00,1982.966418792967
DGBUSDT - HBARUSDT,2024-12-03 11:00:00+08:00,313322.4714876551,0.015877,0.37436,2024-12-03 23:00:00+08:00,-14556.888319552812,0.019953,0.3244,0 days 12:00:00,1982.966418792967
ANKRUSDT - DGBUSDT,2024-12-03 17:00:00+08:00,107204.1166380789,0.04732,0.019545,2024-12-06 06:00:00+08:00,-277546.48903691367,0.06122,0.01907,2 days 13:00:00,1599.6184110677725
ANKRUSDT - LRCUSDT,2024-12-03 18:00:00+08:00,-105663.56720202873,0.04839,0.2724,2024-12-20 18:00:00+08:00,18168.60465116279,0.03226,0.1849,17 days 00:00:00,97.77016239015995
ANKRUSDT - GALAUSDT,2024-12-03 18:00:00+08:00,-105663.56720202873,0.04839,0.05068,2024-12-20 04:00:00+08:00,97446.89144416293,0.03514,0.03509,16 days 10:00:00,-136.33886983517016
LUNCUSDT - QTUMUSDT,2024-12-03 21:00:00+08:00,33647375.50471063,0.000151,4.6877,2024-12-19 10:00:00+08:00,-1109.8779134295228,0.00011238,3.2348,15 days 13:00:00,295.4249249002537
QTUMUSDT - WAVESUSDT,2024-12-04 07:00:00+08:00,-1072.8002231424464,5.1071,2.1211,2024-12-11 02:00:00+08:00,2388.0026745629957,3.5365,1.7263,6 days 19:00:00,723.6961170511878
QTUMUSDT - XTZUSDT,2024-12-04 07:00:00+08:00,-1072.8002231424464,5.1071,1.7084,2024-12-10 11:00:00+08:00,2945.8551817592647,3.8385,1.3992,6 days 04:00:00,431.34455963956526
QTUMUSDT - XTZUSDT,2024-12-04 07:00:00+08:00,-1072.8002231424464,5.1071,1.7084,2024-12-10 11:00:00+08:00,2945.8551817592647,3.8385,1.3992,6 days 04:00:00,431.34455963956526
ICPUSDT - ONEUSDT,2024-12-04 07:00:00+08:00,-348.9548801339987,14.4329,0.03006,2024-12-20 04:00:00+08:00,167560.3217158177,10.1495,0.0252,15 days 21:00:00,662.5326382036767
BCHUSDT - ETHUSDT,2024-12-04 08:00:00+08:00,-9.018759018759019,585.5,3614.85,2024-12-11 00:00:00+08:00,1.3764738593849366,501.8,3567.47,6 days 16:00:00,669.9604260016371
BCHUSDT - ETHUSDT,2024-12-04 08:00:00+08:00,-9.018759018759019,585.5,3614.85,2024-12-11 00:00:00+08:00,1.3764738593849366,501.8,3567.47,6 days 16:00:00,669.9604260016371
EOSUSDT - QTUMUSDT,2024-12-04 08:00:00+08:00,4188.657116528441,1.2962,5.7298,2024-12-06 00:00:00+08:00,-979.0291946505845,1.4536,4.9003,1 days 16:00:00,1449.4741995231516
BCHUSDT - ETHUSDT,2024-12-04 08:00:00+08:00,-9.018759018759019,585.5,3614.85,2024-12-11 00:00:00+08:00,1.3764738593849366,501.8,3567.47,6 days 16:00:00,669.9604260016371
EOSUSDT - GALAUSDT,2024-12-04 10:00:00+08:00,-3604.902667627974,1.4206,0.05152,2024-12-10 05:00:00+08:00,98561.00926473488,1.1131,0.04944,5 days 19:00:00,884.4162096406193
EOSUSDT - GALAUSDT,2024-12-04 10:00:00+08:00,-3604.902667627974,1.4206,0.05152,2024-12-10 05:00:00+08:00,98561.00926473488,1.1131,0.04944,5 days 19:00:00,884.4162096406193
ANKRUSDT - SANDUSDT,2024-12-04 15:00:00+08:00,-102165.9174499387,0.05052,0.80892,2024-12-20 04:00:00+08:00,6076.220104997084,0.03514,0.55062,15 days 13:00:00,-15.188239510998123
ANKRUSDT - MANAUSDT,2024-12-04 15:00:00+08:00,-102165.9174499387,0.05052,0.7069,2024-12-20 04:00:00+08:00,7045.2303790333945,0.03514,0.4757,15 days 13:00:00,-74.62867518746957
ICPUSDT - KSMUSDT,2024-12-04 19:00:00+08:00,-339.4686636476587,14.995,46.65,2024-12-20 20:00:00+08:00,110.57054400707652,8.9014,25.13,16 days 01:00:00,-326.94069085173214
GRTUSDT - LRCUSDT,2024-12-04 20:00:00+08:00,-15382.248884786955,0.32811,0.3146,2024-12-20 20:00:00+08:00,15499.070055796652,0.18421,0.1736,16 days 00:00:00,12.689456903620941
GRTUSDT - LRCUSDT,2024-12-04 20:00:00+08:00,-15382.248884786955,0.32811,0.3146,2024-12-20 20:00:00+08:00,15499.070055796652,0.18421,0.1736,16 days 00:00:00,12.689456903620941
AXSUSDT - MANAUSDT,2024-12-05 03:00:00+08:00,521.996951537803,9.8026,0.8253,2024-12-20 05:00:00+08:00,-6341.154090044388,6.0406,0.4748,15 days 02:00:00,242.30774034027294
AXSUSDT - MANAUSDT,2024-12-05 03:00:00+08:00,521.996951537803,9.8026,0.8253,2024-12-20 05:00:00+08:00,-6341.154090044388,6.0406,0.4748,15 days 02:00:00,242.30774034027294
AXSUSDT - MANAUSDT,2024-12-05 03:00:00+08:00,521.996951537803,9.8026,0.8253,2024-12-20 05:00:00+08:00,-6341.154090044388,6.0406,0.4748,15 days 02:00:00,242.30774034027294
AXSUSDT - MANAUSDT,2024-12-05 03:00:00+08:00,521.996951537803,9.8026,0.8253,2024-12-20 05:00:00+08:00,-6341.154090044388,6.0406,0.4748,15 days 02:00:00,242.30774034027294
AXSUSDT - MANAUSDT,2024-12-05 03:00:00+08:00,521.996951537803,9.8026,0.8253,2024-12-20 05:00:00+08:00,-6341.154090044388,6.0406,0.4748,15 days 02:00:00,242.30774034027294
AXSUSDT - MANAUSDT,2024-12-05 03:00:00+08:00,521.996951537803,9.8026,0.8253,2024-12-20 05:00:00+08:00,-6341.154090044388,6.0406,0.4748,15 days 02:00:00,242.30774034027294
AXSUSDT - MANAUSDT,2024-12-05 03:00:00+08:00,521.996951537803,9.8026,0.8253,2024-12-20 05:00:00+08:00,-6341.154090044388,6.0406,0.4748,15 days 02:00:00,242.30774034027294
LUNCUSDT - XECUSDT,2024-12-05 05:00:00+08:00,29496784.8504513,0.00016595,5.805e-05,2024-12-11 02:00:00+08:00,-90155066.71474937,0.00011499,3.874e-05,5 days 21:00:00,220.72524663960593
JASMYUSDT - TELUSDT,2024-12-06 01:00:00+08:00,-100729.27998710665,0.054238,0.007135,2024-12-20 19:00:00+08:00,654793.0853850183,0.02987,0.004936,14 days 18:00:00,998.3049543493212
JASMYUSDT - STETHUSDT,2024-12-06 01:00:00+08:00,-100729.27998710665,0.054238,3898.41,2024-12-10 05:00:00+08:00,1.2869151614048995,0.040769,3741.2,4 days 04:00:00,1135.0052229819198
GRTUSDT - ZRXUSDT,2024-12-06 11:00:00+08:00,14695.077149155033,0.33557,0.8924,2024-12-11 00:00:00+08:00,-5883.737349964697,0.24832,0.5308,4 days 13:00:00,828.4599008903679
GRTUSDT - ZRXUSDT,2024-12-06 11:00:00+08:00,14695.077149155033,0.33557,0.8924,2024-12-11 00:00:00+08:00,-5883.737349964697,0.24832,0.5308,4 days 13:00:00,828.4599008903679
GRTUSDT - ZRXUSDT,2024-12-06 11:00:00+08:00,14695.077149155033,0.33557,0.8924,2024-12-11 00:00:00+08:00,-5883.737349964697,0.24832,0.5308,4 days 13:00:00,828.4599008903679
GRTUSDT - ZRXUSDT,2024-12-06 11:00:00+08:00,14695.077149155033,0.33557,0.8924,2024-12-11 00:00:00+08:00,-5883.737349964697,0.24832,0.5308,4 days 13:00:00,828.4599008903679
HBARUSDT - XRPUSDT,2024-12-07 07:00:00+08:00,-14965.579167913798,0.36595,2.4471,2024-12-10 05:00:00+08:00,2116.7605097159308,0.2838,2.2728,2 days 22:00:00,840.7561888064722
HBARUSDT - XDCUSDT,2024-12-07 07:00:00+08:00,-14965.579167913798,0.36595,0.09851,2024-12-11 09:00:00+08:00,50170.57997190447,0.28158,0.0929,4 days 02:00:00,961.8951485634815
HBARUSDT - XDCUSDT,2024-12-07 07:00:00+08:00,-14965.579167913798,0.36595,0.09851,2024-12-11 09:00:00+08:00,50170.57997190447,0.28158,0.0929,4 days 02:00:00,961.8951485634815
CRVUSDT - SANDUSDT,2024-12-14 17:00:00+08:00,-3943.528669453427,1.2971,0.76932,2024-12-20 15:00:00+08:00,6520.009910415063,0.8015,0.54224,5 days 22:00:00,457.0216846602472
CRVUSDT - SANDUSDT,2024-12-14 17:00:00+08:00,-3943.528669453427,1.2971,0.76932,2024-12-20 15:00:00+08:00,6520.009910415063,0.8015,0.54224,5 days 22:00:00,457.0216846602472
CRVUSDT - SANDUSDT,2024-12-14 17:00:00+08:00,-3943.528669453427,1.2971,0.76932,2024-12-20 15:00:00+08:00,6520.009910415063,0.8015,0.54224,5 days 22:00:00,457.0216846602472
XDCUSDT - XLMUSDT,2024-12-17 18:00:00+08:00,63411.54090044388,0.08006,0.45999,2024-12-22 12:00:00+08:00,-11297.392561796738,0.07874,0.35385,4 days 18:00:00,1096.1379898630369
HBARUSDT - XDCUSDT,2024-12-29 13:00:00+08:00,-17091.095539224065,0.29183,0.07405,2025-01-06 05:00:00+08:00,67042.10244033253,0.30012,0.09779,7 days 16:00:00,1428.2567410255363
HBARUSDT - XDCUSDT,2024-12-29 13:00:00+08:00,-17091.095539224065,0.29183,0.07405,2025-01-06 05:00:00+08:00,67042.10244033253,0.30012,0.09779,7 days 16:00:00,1428.2567410255363
DGBUSDT - THETAUSDT,2024-12-30 19:00:00+08:00,430923.0371455658,0.01131,2.3954,2025-01-04 16:00:00+08:00,-2063.7279181112763,0.015638,2.5152,4 days 21:00:00,1596.0536438566
DGBUSDT - THETAUSDT,2024-12-30 19:00:00+08:00,430923.0371455658,0.01131,2.3954,2025-01-04 16:00:00+08:00,-2063.7279181112763,0.015638,2.5152,4 days 21:00:00,1596.0536438566
DGBUSDT - DOTUSDT,2025-01-02 03:00:00+08:00,-450694.0688660537,0.013696,6.973,2025-01-22 22:00:00+08:00,731.2079555425563,0.01081,6.528,20 days 19:00:00,954.3987950715823
DGBUSDT - EOSUSDT,2025-01-02 03:00:00+08:00,-450694.0688660537,0.013696,0.8133,2025-01-20 09:00:00+08:00,6250.0,0.010501,0.7976,18 days 06:00:00,1320.868980642689
DGBUSDT - FILUSDT,2025-01-02 03:00:00+08:00,-450694.0688660537,0.013696,5.156,2025-01-24 03:00:00+08:00,986.5824782951855,0.010265,4.998,22 days 00:00:00,1369.6344796400838
DGBUSDT - FILUSDT,2025-01-02 03:00:00+08:00,-450694.0688660537,0.013696,5.156,2025-01-24 03:00:00+08:00,986.5824782951855,0.010265,4.998,22 days 00:00:00,1369.6344796400838
DGBUSDT - GALAUSDT,2025-01-02 16:00:00+08:00,-379449.0399939288,0.013854,0.03748,2025-01-20 09:00:00+08:00,134372.48051599032,0.010501,0.03185,17 days 17:00:00,497.2180403513927
DGBUSDT - GALAUSDT,2025-01-02 16:00:00+08:00,-379449.0399939288,0.013854,0.03748,2025-01-20 09:00:00+08:00,134372.48051599032,0.010501,0.03185,17 days 17:00:00,497.2180403513927
ANKRUSDT - DGBUSDT,2025-01-02 23:00:00+08:00,137703.11209033325,0.0364,0.014765,2025-01-10 20:00:00+08:00,-352211.8906734291,0.03766,0.012593,7 days 21:00:00,918.6760423900539
DGBUSDT - XTZUSDT,2025-01-04 19:00:00+08:00,-331762.9885210006,0.015721,1.4334,2025-01-09 01:00:00+08:00,3492.5956971221012,0.012277,1.3139,4 days 06:00:00,706.3426383489203
DGBUSDT - XTZUSDT,2025-01-04 19:00:00+08:00,-331762.9885210006,0.015721,1.4334,2025-01-09 01:00:00+08:00,3492.5956971221012,0.012277,1.3139,4 days 06:00:00,706.3426383489203
ENSUSDT - WEMIXUSDT,2025-01-28 22:00:00+08:00,-157.88310335027944,31.791,0.7416,2025-02-27 03:00:00+08:00,6776.904310111141,21.38,0.7099,29 days 05:00:00,1410.6616432548717
ADAUSDT - WAVESUSDT,2025-01-28 22:00:00+08:00,-5218.1173032769775,0.9572,1.536,2025-02-03 11:00:00+08:00,3296.8482131082687,0.6227,1.0888,5 days 13:00:00,254.21204632691718
GRTUSDT - THETAUSDT,2025-01-30 12:00:00+08:00,28891.713856465965,0.17451,1.9736,2025-02-25 07:00:00+08:00,-2578.9147926552505,0.1215,1.137,25 days 19:00:00,609.396155431436
GRTUSDT - THETAUSDT,2025-01-30 12:00:00+08:00,28891.713856465965,0.17451,1.9736,2025-02-25 07:00:00+08:00,-2578.9147926552505,0.1215,1.137,25 days 19:00:00,609.396155431436
GRTUSDT - THETAUSDT,2025-01-30 12:00:00+08:00,28891.713856465965,0.17451,1.9736,2025-02-25 07:00:00+08:00,-2578.9147926552505,0.1215,1.137,25 days 19:00:00,609.396155431436
QTUMUSDT - THETAUSDT,2025-01-30 12:00:00+08:00,1800.8283810552855,2.8146,1.9736,2025-01-31 23:00:00+08:00,-2578.9147926552505,3.8579,1.9887,1 days 11:00:00,1817.6281751303559
FILUSDT - QTUMUSDT,2025-01-31 23:00:00+08:00,1029.4420424130121,4.895,3.8579,2025-02-03 10:00:00+08:00,-1729.0866964069578,2.982,2.4967,2 days 11:00:00,365.2136147239836
QTUMUSDT - WEMIXUSDT,2025-02-01 11:00:00+08:00,-1337.0771493515176,4.0828,0.7299,2025-02-03 09:00:00+08:00,6870.963309055929,2.8244,0.6368,1 days 22:00:00,1024.2651958303554
QTUMUSDT - XTZUSDT,2025-02-01 14:00:00+08:00,-1262.5943789298249,4.1598,1.1014,2025-02-03 02:00:00+08:00,4577.077993409008,3.1064,0.904,1 days 12:00:00,408.1485873815774
QTUMUSDT - XTZUSDT,2025-02-01 14:00:00+08:00,-1262.5943789298249,4.1598,1.1014,2025-02-03 02:00:00+08:00,4577.077993409008,3.1064,0.904,1 days 12:00:00,408.1485873815774
FILUSDT - QTUMUSDT,2025-02-04 09:00:00+08:00,1425.71998859424,3.446,3.4191,2025-02-25 18:00:00+08:00,-1606.580553948975,2.915,2.5402,21 days 09:00:00,636.3232345796162
DGBUSDT - XTZUSDT,2025-03-09 04:00:00+08:00,-456121.1457763182,0.01186,0.75,2025-03-11 15:00:00+08:00,6711.4093959731545,0.008387,0.652,2 days 11:00:00,907.7461376640965
DGBUSDT - UMAUSDT,2025-03-09 04:00:00+08:00,-456121.1457763182,0.01186,1.2839,2025-03-18 06:00:00+08:00,3926.495994974085,0.008358,1.3258,9 days 02:00:00,1742.3876007746917
DGBUSDT - DYDXUSDT,2025-03-09 04:00:00+08:00,-456121.1457763182,0.01186,0.6481,2025-03-22 03:00:00+08:00,7737.542556484061,0.007841,0.6672,12 days 23:00:00,1961.7747152863876
DGBUSDT - DYDXUSDT,2025-03-09 04:00:00+08:00,-456121.1457763182,0.01186,0.6481,2025-03-22 03:00:00+08:00,7737.542556484061,0.007841,0.6672,12 days 23:00:00,1961.7747152863876
DGBUSDT - EGLDUSDT,2025-03-09 04:00:00+08:00,-456121.1457763182,0.01186,20.27,2025-03-14 02:00:00+08:00,248.015873015873,0.00796,17.29,4 days 22:00:00,1021.4293696405769
DGBUSDT - XTZUSDT,2025-03-09 04:00:00+08:00,-456121.1457763182,0.01186,0.75,2025-03-11 15:00:00+08:00,6711.4093959731545,0.008387,0.652,2 days 11:00:00,907.7461376640965
DGBUSDT - ENJUSDT,2025-03-09 04:00:00+08:00,-456121.1457763182,0.01186,0.10144,2025-03-11 15:00:00+08:00,49343.72841211882,0.008387,0.08722,2 days 11:00:00,863.8966486200604
DGBUSDT - KSMUSDT,2025-03-26 21:00:00+08:00,-425676.82615358423,0.012097,18.55,2025-03-30 02:00:00+08:00,268.24034334763945,0.00889,15.77,3 days 05:00:00,601.2977388339302
