Pairs,EntryTime,Size1,EntryPrice1,EntryPrice2,ExitTime,Size2,ExitPrice1,ExitPrice2,HoldingPeriod,Profitfee
EOSUSDT - ZILUSDT,2022-03-02 19:00:00+08:00,-2238.9396381873544,2.2434,0.04378,2022-03-27 08:00:00+08:00,115127.79184895233,2.5117,0.09658,24 days 13:00:00,5451.234185961553
C98USDT - SUSHIUSDT,2022-03-02 19:00:00+08:00,-3229.5569047926624,1.5599,3.515,2022-03-31 10:00:00+08:00,1425.71998859424,1.8413,4.873,28 days 15:00:00,1004.3871232934139
ATOMUSDT - KSMUSDT,2022-03-02 19:00:00+08:00,-163.06297492091446,31.0476,137.9,2022-03-23 13:00:00+08:00,36.63003663003663,27.9118,160.9,20 days 18:00:00,1333.2645691392395
ATOMUSDT - KSMUSDT,2022-03-02 19:00:00+08:00,-163.06297492091446,31.0476,137.9,2022-03-23 13:00:00+08:00,36.63003663003663,27.9118,160.9,20 days 18:00:00,1333.2645691392395
DOTUSDT - ZILUSDT,2022-03-02 19:00:00+08:00,-265.8019244059327,18.94,0.04378,2022-03-27 08:00:00+08:00,115127.79184895233,20.905,0.09658,24 days 13:00:00,5529.696413625152
ATOMUSDT - SUSHIUSDT,2022-03-02 19:00:00+08:00,-163.06297492091446,31.0476,3.515,2022-03-31 08:00:00+08:00,1425.71998859424,29.9114,4.476,28 days 13:00:00,1534.055976827147
CRVUSDT - SPELLUSDT,2022-03-02 19:00:00+08:00,-1910.5846388995033,2.711,0.00464,2022-03-08 08:00:00+08:00,1096491.2280701755,1.98,0.00394,5 days 13:00:00,600.4557498541916
CRVUSDT - SPELLUSDT,2022-03-02 19:00:00+08:00,-1910.5846388995033,2.711,0.00464,2022-03-08 08:00:00+08:00,1096491.2280701755,1.98,0.00394,5 days 13:00:00,600.4557498541916
CRVUSDT - SPELLUSDT,2022-03-02 19:00:00+08:00,-1910.5846388995033,2.711,0.00464,2022-03-08 08:00:00+08:00,1096491.2280701755,1.98,0.00394,5 days 13:00:00,600.4557498541916
CRVUSDT - SPELLUSDT,2022-03-02 19:00:00+08:00,-1910.5846388995033,2.711,0.00464,2022-03-08 08:00:00+08:00,1096491.2280701755,1.98,0.00394,5 days 13:00:00,600.4557498541916
CRVUSDT - SPELLUSDT,2022-03-02 19:00:00+08:00,-1910.5846388995033,2.711,0.00464,2022-03-08 08:00:00+08:00,1096491.2280701755,1.98,0.00394,5 days 13:00:00,600.4557498541916
C98USDT - SUSHIUSDT,2022-03-02 19:00:00+08:00,-3229.5569047926624,1.5599,3.515,2022-03-31 10:00:00+08:00,1425.71998859424,1.8413,4.873,28 days 15:00:00,1004.3871232934139
BICOUSDT - CRVUSDT,2022-03-02 19:00:00+08:00,3885.0038850038854,1.301,2.711,2022-03-03 23:00:00+08:00,-1910.5846388995033,1.542,2.548,1 days 04:00:00,1226.6184017655169
1INCHUSDT - ZILUSDT,2022-03-02 19:00:00+08:00,-3301.8556428712936,1.519,0.04378,2022-03-27 05:00:00+08:00,115127.79184895233,1.6109,0.08312,24 days 10:00:00,4200.742602995657
ATOMUSDT - CAKEUSDT,2022-03-02 19:00:00+08:00,-163.06297492091446,31.0476,6.7403,2022-03-30 05:00:00+08:00,746.2352431980657,30.1711,8.7435,27 days 10:00:00,1616.2460760911254
KSMUSDT - ONEUSDT,2022-03-02 19:00:00+08:00,36.63003663003663,137.9,0.16764,2022-03-08 21:00:00+08:00,-30782.490919165182,125.2,0.1298,6 days 02:00:00,680.8146844433867
THETAUSDT - ZRXUSDT,2022-03-02 19:00:00+08:00,-1553.0844256693795,3.2608,0.5587,2022-03-27 10:00:00+08:00,8987.956138774043,3.4273,0.778,24 days 15:00:00,1690.0688394411786
ATOMUSDT - COMPUSDT,2022-03-02 19:00:00+08:00,-163.06297492091446,31.0476,123.9,2022-03-30 08:00:00+08:00,40.78303425774878,30.2587,147.8,27 days 13:00:00,1082.2773616080801
AXSUSDT - HOTUSDT,2022-03-02 20:00:00+08:00,-89.04719501335708,56.48,0.00465,2022-03-28 04:00:00+08:00,1072961.373390558,66.16,0.00638,25 days 08:00:00,971.4908162914337
AXSUSDT - HOTUSDT,2022-03-02 20:00:00+08:00,-89.04719501335708,56.48,0.00465,2022-03-28 04:00:00+08:00,1072961.373390558,66.16,0.00638,25 days 08:00:00,971.4908162914337
DOTUSDT - UMAUSDT,2022-03-02 22:00:00+08:00,264.6202699126753,18.534,8.5468,2022-03-12 01:00:00+08:00,-584.3579075312047,17.9,7.1315,9 days 03:00:00,640.4695819086317
RUNEUSDT - UMAUSDT,2022-03-02 22:00:00+08:00,924.4023738652961,5.3093,8.5468,2022-03-14 19:00:00+08:00,-584.3579075312047,6.9442,7.4989,11 days 21:00:00,2102.9504961692896
ETHUSDT - STETHUSDT,2022-03-03 06:00:00+08:00,-1.6953002885401092,2977.05,2934.37,2022-03-03 07:00:00+08:00,1.6954382538342336,2961.39,2953.59,0 days 01:00:00,39.084614090709096
C98USDT - WOOUSDT,2022-03-03 21:00:00+08:00,-3291.4225528273323,1.5376,0.49934,2022-03-19 07:00:00+08:00,10062.184298967619,1.3954,0.58765,15 days 10:00:00,1336.0405463952998
C98USDT - WOOUSDT,2022-03-03 21:00:00+08:00,-3291.4225528273323,1.5376,0.49934,2022-03-19 07:00:00+08:00,10062.184298967619,1.3954,0.58765,15 days 10:00:00,1336.0405463952998
FILUSDT - UMAUSDT,2022-03-03 21:00:00+08:00,247.40227610094013,20.35,9.5016,2022-03-28 01:00:00+08:00,-613.7981831573778,21.74,7.7446,24 days 04:00:00,1401.3337235603615
RVNUSDT - UMAUSDT,2022-03-03 21:00:00+08:00,84932.90300662477,0.05884,9.5016,2022-03-20 02:00:00+08:00,-613.7981831573778,0.06398,7.7262,16 days 05:00:00,1505.286564344587
ALGOUSDT - ATOMUSDT,2022-03-04 04:00:00+08:00,6278.961710891487,0.797,33.7498,2022-03-21 21:00:00+08:00,-154.21627290111655,0.79505,28.0404,17 days 17:00:00,848.7129378277572
ALGOUSDT - ATOMUSDT,2022-03-04 04:00:00+08:00,6278.961710891487,0.797,33.7498,2022-03-21 21:00:00+08:00,-154.21627290111655,0.79505,28.0404,17 days 17:00:00,848.7129378277572
ALGOUSDT - ATOMUSDT,2022-03-04 04:00:00+08:00,6278.961710891487,0.797,33.7498,2022-03-21 21:00:00+08:00,-154.21627290111655,0.79505,28.0404,17 days 17:00:00,848.7129378277572
FILUSDT - RVNUSDT,2022-03-04 06:00:00+08:00,-251.76233635448136,19.96,0.05633,2022-03-20 01:00:00+08:00,88999.64400142399,18.24,0.0591,15 days 19:00:00,659.6696822578277
1INCHUSDT - C98USDT,2022-03-04 07:00:00+08:00,3491.6201117318437,1.4365,1.5187,2022-03-07 02:00:00+08:00,-3319.8326804329063,1.3469,1.283,2 days 19:00:00,450.6156501270991
CHZUSDT - ZILUSDT,2022-03-06 02:00:00+08:00,-23353.57309668379,0.2262,0.03994,2022-03-27 05:00:00+08:00,125376.12838515548,0.2416,0.08312,21 days 03:00:00,5027.742610128376
ANKRUSDT - DGBUSDT,2022-03-06 10:00:00+08:00,-72865.0539201399,0.07152,0.01898,2022-03-27 21:00:00+08:00,261096.60574412532,0.08318,0.02569,21 days 11:00:00,879.416286614214
DGBUSDT - DOTUSDT,2022-03-07 03:00:00+08:00,269541.77897574124,0.01833,17.17,2022-03-27 11:00:00+08:00,-292.17553906386956,0.02542,21.026,20 days 08:00:00,761.4699445874533
1INCHUSDT - IZIUSDT,2022-03-09 19:00:00+08:00,-3646.175162254795,1.3743,0.0402,2022-03-21 19:00:00+08:00,114416.47597254004,1.5612,0.061,12 days 00:00:00,1676.1102678461916
DOTUSDT - UMAUSDT,2022-03-12 17:00:00+08:00,273.2837778749454,18.221,8.4645,2022-03-19 04:00:00+08:00,-641.1242755295686,19.029,7.6713,6 days 11:00:00,708.8281940620777
DGBUSDT - XECUSDT,2022-03-15 13:00:00+08:00,266524.52025586355,0.01875,8.31e-05,2022-03-19 16:00:00+08:00,-63291139.240506336,0.02195,8.2e-05,4 days 03:00:00,901.2018029202993
DGBUSDT - XECUSDT,2022-03-15 13:00:00+08:00,266524.52025586355,0.01875,8.31e-05,2022-03-19 16:00:00+08:00,-63291139.240506336,0.02195,8.2e-05,4 days 03:00:00,901.2018029202993
GRTUSDT - ICPUSDT,2022-03-16 00:00:00+08:00,-12950.01295001295,0.4005,15.82,2022-03-23 13:00:00+08:00,315.8559696778269,0.4078,18.86,7 days 13:00:00,844.2456727895772
GRTUSDT - ICPUSDT,2022-03-16 00:00:00+08:00,-12950.01295001295,0.4005,15.82,2022-03-23 13:00:00+08:00,315.8559696778269,0.4078,18.86,7 days 13:00:00,844.2456727895772
GRTUSDT - ICPUSDT,2022-03-16 00:00:00+08:00,-12950.01295001295,0.4005,15.82,2022-03-23 13:00:00+08:00,315.8559696778269,0.4078,18.86,7 days 13:00:00,844.2456727895772
GRTUSDT - WOOUSDT,2022-03-16 01:00:00+08:00,-12484.394506866416,0.4141,0.44711,2022-03-19 02:00:00+08:00,11370.355209896758,0.4152,0.5667,3 days 01:00:00,1324.1672574141103
GRTUSDT - TELUSDT,2022-03-16 01:00:00+08:00,-12484.394506866416,0.4141,0.00465,2022-03-23 20:00:00+08:00,1089324.6187363833,0.4137,0.00805,7 days 19:00:00,3684.5284570757144
GRTUSDT - TELUSDT,2022-03-16 01:00:00+08:00,-12484.394506866416,0.4141,0.00465,2022-03-23 20:00:00+08:00,1089324.6187363833,0.4137,0.00805,7 days 19:00:00,3684.5284570757144
GRTUSDT - TELUSDT,2022-03-16 01:00:00+08:00,-12484.394506866416,0.4141,0.00465,2022-03-23 20:00:00+08:00,1089324.6187363833,0.4137,0.00805,7 days 19:00:00,3684.5284570757144
GRTUSDT - TELUSDT,2022-03-16 01:00:00+08:00,-12484.394506866416,0.4141,0.00465,2022-03-23 20:00:00+08:00,1089324.6187363833,0.4137,0.00805,7 days 19:00:00,3684.5284570757144
GRTUSDT - ZILUSDT,2022-03-16 01:00:00+08:00,-12484.394506866416,0.4141,0.0397,2022-03-27 05:00:00+08:00,126806.999746386,0.4129,0.08312,11 days 04:00:00,5495.0421724302905
GRTUSDT - WOOUSDT,2022-03-16 01:00:00+08:00,-12484.394506866416,0.4141,0.44711,2022-03-19 02:00:00+08:00,11370.355209896758,0.4152,0.5667,3 days 01:00:00,1324.1672574141103
GRTUSDT - WOOUSDT,2022-03-16 01:00:00+08:00,-12484.394506866416,0.4141,0.44711,2022-03-19 02:00:00+08:00,11370.355209896758,0.4152,0.5667,3 days 01:00:00,1324.1672574141103
GRTUSDT - WOOUSDT,2022-03-16 01:00:00+08:00,-12484.394506866416,0.4141,0.44711,2022-03-19 02:00:00+08:00,11370.355209896758,0.4152,0.5667,3 days 01:00:00,1324.1672574141103
GRTUSDT - SUSHIUSDT,2022-03-16 11:00:00+08:00,-11386.927806877704,0.4522,2.987,2022-03-25 23:00:00+08:00,1688.048615800135,0.4258,3.778,9 days 12:00:00,1614.44397769915
GRTUSDT - SUSHIUSDT,2022-03-16 11:00:00+08:00,-11386.927806877704,0.4522,2.987,2022-03-25 23:00:00+08:00,1688.048615800135,0.4258,3.778,9 days 12:00:00,1614.44397769915
GRTUSDT - SUSHIUSDT,2022-03-16 11:00:00+08:00,-11386.927806877704,0.4522,2.987,2022-03-25 23:00:00+08:00,1688.048615800135,0.4258,3.778,9 days 12:00:00,1614.44397769915
GRTUSDT - SUSHIUSDT,2022-03-16 11:00:00+08:00,-11386.927806877704,0.4522,2.987,2022-03-25 23:00:00+08:00,1688.048615800135,0.4258,3.778,9 days 12:00:00,1614.44397769915
GRTUSDT - RVNUSDT,2022-03-16 11:00:00+08:00,-11386.927806877704,0.4522,0.0506,2022-03-20 02:00:00+08:00,99760.57462090981,0.4169,0.06398,3 days 15:00:00,1715.4280944135344
GRTUSDT - SUSHIUSDT,2022-03-16 11:00:00+08:00,-11386.927806877704,0.4522,2.987,2022-03-25 23:00:00+08:00,1688.048615800135,0.4258,3.778,9 days 12:00:00,1614.44397769915
GRTUSDT - SUSHIUSDT,2022-03-16 11:00:00+08:00,-11386.927806877704,0.4522,2.987,2022-03-25 23:00:00+08:00,1688.048615800135,0.4258,3.778,9 days 12:00:00,1614.44397769915
GRTUSDT - SUSHIUSDT,2022-03-16 11:00:00+08:00,-11386.927806877704,0.4522,2.987,2022-03-25 23:00:00+08:00,1688.048615800135,0.4258,3.778,9 days 12:00:00,1614.44397769915
AXSUSDT - FILUSDT,2022-03-16 18:00:00+08:00,-104.44955086693128,48.94,17.1,2022-03-29 05:00:00+08:00,291.8855808523059,70.86,27.42,12 days 11:00:00,697.2172371392602
1INCHUSDT - SUSHIUSDT,2022-03-16 18:00:00+08:00,-3511.7291754459898,1.4928,3.009,2022-03-31 11:00:00+08:00,1655.6291390728477,1.8971,4.903,14 days 17:00:00,1690.9657352909696
1INCHUSDT - SUSHIUSDT,2022-03-16 18:00:00+08:00,-3511.7291754459898,1.4928,3.009,2022-03-31 11:00:00+08:00,1655.6291390728477,1.8971,4.903,14 days 17:00:00,1690.9657352909696
1INCHUSDT - SUSHIUSDT,2022-03-16 18:00:00+08:00,-3511.7291754459898,1.4928,3.009,2022-03-31 11:00:00+08:00,1655.6291390728477,1.8971,4.903,14 days 17:00:00,1690.9657352909696
1INCHUSDT - SUSHIUSDT,2022-03-16 18:00:00+08:00,-3511.7291754459898,1.4928,3.009,2022-03-31 11:00:00+08:00,1655.6291390728477,1.8971,4.903,14 days 17:00:00,1690.9657352909696
1INCHUSDT - SUSHIUSDT,2022-03-16 18:00:00+08:00,-3511.7291754459898,1.4928,3.009,2022-03-31 11:00:00+08:00,1655.6291390728477,1.8971,4.903,14 days 17:00:00,1690.9657352909696
1INCHUSDT - SUSHIUSDT,2022-03-16 18:00:00+08:00,-3511.7291754459898,1.4928,3.009,2022-03-31 11:00:00+08:00,1655.6291390728477,1.8971,4.903,14 days 17:00:00,1690.9657352909696
1INCHUSDT - SUSHIUSDT,2022-03-16 18:00:00+08:00,-3511.7291754459898,1.4928,3.009,2022-03-31 11:00:00+08:00,1655.6291390728477,1.8971,4.903,14 days 17:00:00,1690.9657352909696
1INCHUSDT - SUSHIUSDT,2022-03-16 18:00:00+08:00,-3511.7291754459898,1.4928,3.009,2022-03-31 11:00:00+08:00,1655.6291390728477,1.8971,4.903,14 days 17:00:00,1690.9657352909696
1INCHUSDT - SUSHIUSDT,2022-03-16 18:00:00+08:00,-3511.7291754459898,1.4928,3.009,2022-03-31 11:00:00+08:00,1655.6291390728477,1.8971,4.903,14 days 17:00:00,1690.9657352909696
1INCHUSDT - SUSHIUSDT,2022-03-16 18:00:00+08:00,-3511.7291754459898,1.4928,3.009,2022-03-31 11:00:00+08:00,1655.6291390728477,1.8971,4.903,14 days 17:00:00,1690.9657352909696
1INCHUSDT - C98USDT,2022-03-18 20:00:00+08:00,-3216.6752444673184,1.5702,1.3349,2022-03-19 23:00:00+08:00,3753.471961564447,1.6567,1.5439,1 days 03:00:00,485.04784689122334
SPELLUSDT - SUSHIUSDT,2022-03-18 23:00:00+08:00,1457725.9475218658,0.00341,3.241,2022-03-22 05:00:00+08:00,-1564.9452269170579,0.00493,3.288,3 days 06:00:00,2109.7732198177737
SPELLUSDT - SUSHIUSDT,2022-03-18 23:00:00+08:00,1457725.9475218658,0.00341,3.241,2022-03-22 05:00:00+08:00,-1564.9452269170579,0.00493,3.288,3 days 06:00:00,2109.7732198177737
SPELLUSDT - SUSHIUSDT,2022-03-18 23:00:00+08:00,1457725.9475218658,0.00341,3.241,2022-03-22 05:00:00+08:00,-1564.9452269170579,0.00493,3.288,3 days 06:00:00,2109.7732198177737
SPELLUSDT - SUSHIUSDT,2022-03-18 23:00:00+08:00,1457725.9475218658,0.00341,3.241,2022-03-22 05:00:00+08:00,-1564.9452269170579,0.00493,3.288,3 days 06:00:00,2109.7732198177737
SPELLUSDT - SUSHIUSDT,2022-03-18 23:00:00+08:00,1457725.9475218658,0.00341,3.241,2022-03-22 05:00:00+08:00,-1564.9452269170579,0.00493,3.288,3 days 06:00:00,2109.7732198177737
CRVUSDT - SPELLUSDT,2022-03-19 04:00:00+08:00,-2253.267237494367,2.249,0.00349,2022-03-21 21:00:00+08:00,1436781.6091954024,2.175,0.00467,2 days 17:00:00,1840.4514822354486
CRVUSDT - SPELLUSDT,2022-03-19 04:00:00+08:00,-2253.267237494367,2.249,0.00349,2022-03-21 21:00:00+08:00,1436781.6091954024,2.175,0.00467,2 days 17:00:00,1840.4514822354486
WOOUSDT - ZILUSDT,2022-03-19 04:00:00+08:00,-8875.477056891808,0.59234,0.04256,2022-03-27 05:00:00+08:00,117453.60582569886,0.58283,0.08312,8 days 01:00:00,4823.132275548265
CRVUSDT - SPELLUSDT,2022-03-19 04:00:00+08:00,-2253.267237494367,2.249,0.00349,2022-03-21 21:00:00+08:00,1436781.6091954024,2.175,0.00467,2 days 17:00:00,1840.4514822354486
CRVUSDT - SPELLUSDT,2022-03-19 04:00:00+08:00,-2253.267237494367,2.249,0.00349,2022-03-21 21:00:00+08:00,1436781.6091954024,2.175,0.00467,2 days 17:00:00,1840.4514822354486
CRVUSDT - SPELLUSDT,2022-03-19 04:00:00+08:00,-2253.267237494367,2.249,0.00349,2022-03-21 21:00:00+08:00,1436781.6091954024,2.175,0.00467,2 days 17:00:00,1840.4514822354486
1INCHUSDT - C98USDT,2022-03-21 11:00:00+08:00,3250.55259394097,1.5224,1.619,2022-03-26 01:00:00+08:00,-3147.029204431017,1.5745,1.5308,4 days 14:00:00,426.9426170588483
LDOUSDT - LRCUSDT,2022-03-22 05:00:00+08:00,-1384.888101041436,3.8431,0.8111,2022-03-27 03:00:00+08:00,6156.119182467372,3.2423,1.0929,4 days 22:00:00,2545.3014196504646
LDOUSDT - LRCUSDT,2022-03-22 05:00:00+08:00,-1384.888101041436,3.8431,0.8111,2022-03-27 03:00:00+08:00,6156.119182467372,3.2423,1.0929,4 days 22:00:00,2545.3014196504646
IZIUSDT - SUSHIUSDT,2022-03-22 17:00:00+08:00,-81433.22475570033,0.0649,3.509,2022-03-31 11:00:00+08:00,1436.3688595231256,0.0711,4.903,8 days 18:00:00,1474.2545432768113
DGBUSDT - ZENUSDT,2022-03-23 09:00:00+08:00,236071.7658168083,0.02106,46.3538,2022-03-27 21:00:00+08:00,-109.8529288987903,0.02569,47.7457,4 days 12:00:00,918.7345232627492
DGBUSDT - ZENUSDT,2022-03-23 09:00:00+08:00,236071.7658168083,0.02106,46.3538,2022-03-27 21:00:00+08:00,-109.8529288987903,0.02569,47.7457,4 days 12:00:00,918.7345232627492
KSMUSDT - ONEUSDT,2022-03-23 20:00:00+08:00,-30.211480362537763,167.9,0.14191,2022-03-24 12:00:00+08:00,35156.79932498945,159.6,0.15241,0 days 16:00:00,599.6600709253903
CAKEUSDT - IZIUSDT,2022-03-24 00:00:00+08:00,725.9528130671506,6.9214,0.078,2022-03-29 08:00:00+08:00,-73964.49704142012,8.0239,0.0659,5 days 08:00:00,1673.8403169063236
CAKEUSDT - IZIUSDT,2022-03-24 00:00:00+08:00,725.9528130671506,6.9214,0.078,2022-03-29 08:00:00+08:00,-73964.49704142012,8.0239,0.0659,5 days 08:00:00,1673.8403169063236
1INCHUSDT - IZIUSDT,2022-03-24 00:00:00+08:00,3083.5646006783845,1.6206,0.078,2022-03-24 08:00:00+08:00,-73964.49704142012,1.6121,0.0661,0 days 08:00:00,833.3406923788514
LDOUSDT - RUNEUSDT,2022-03-25 02:00:00+08:00,-1300.8976193573565,3.9041,8.2567,2022-03-26 11:00:00+08:00,600.5573171903527,3.3358,9.8071,1 days 09:00:00,1650.1374657120605
LDOUSDT - RUNEUSDT,2022-03-25 02:00:00+08:00,-1300.8976193573565,3.9041,8.2567,2022-03-26 11:00:00+08:00,600.5573171903527,3.3358,9.8071,1 days 09:00:00,1650.1374657120605
ETHUSDT - STETHUSDT,2022-03-25 19:00:00+08:00,-1.594443682654685,3146.05,3086.15,2022-03-25 20:00:00+08:00,1.5929350146231434,3167.78,3168.84,0 days 01:00:00,77.04169619112825
1INCHUSDT - IZIUSDT,2022-03-26 00:00:00+08:00,3056.047918831367,1.5965,0.078,2022-03-29 08:00:00+08:00,-65359.47712418301,1.7203,0.0659,3 days 08:00:00,1149.6468770585873
ALGOUSDT - COMPUSDT,2022-03-26 00:00:00+08:00,-5320.394134797506,0.92489,117.3,2022-03-29 13:00:00+08:00,41.49377593360996,0.92648,139.5,3 days 13:00:00,892.1967793027221
FILUSDT - ZENUSDT,2022-03-27 10:00:00+08:00,257.4665293511843,19.54,50.8775,2022-03-28 02:00:00+08:00,-102.75021217918814,21.9,48.3272,0 days 16:00:00,848.8021584388927
DGBUSDT - XECUSDT,2022-03-27 22:00:00+08:00,-194628.2600233554,0.02895,8.93e-05,2022-03-28 00:00:00+08:00,56179775.28089888,0.02838,9.99e-05,0 days 02:00:00,684.6564745605558
DGBUSDT - XECUSDT,2022-03-27 22:00:00+08:00,-194628.2600233554,0.02895,8.93e-05,2022-03-28 00:00:00+08:00,56179775.28089888,0.02838,9.99e-05,0 days 02:00:00,684.6564745605558
ETHUSDT - STETHUSDT,2022-03-29 18:00:00+08:00,-1.4650469108020838,3426.39,3390.09,2022-03-29 21:00:00+08:00,1.462155041071935,3464.33,3465.4,0 days 03:00:00,34.41199903557583
1INCHUSDT - C98USDT,2022-03-29 21:00:00+08:00,-2746.1965178228156,1.8815,1.6867,2022-03-30 11:00:00+08:00,2967.1829565010976,1.7492,1.6463,0 days 14:00:00,223.58737137403637
ETHUSDT - STETHUSDT,2022-03-30 00:00:00+08:00,-1.450301082504728,3402.8,3364.86,2022-03-30 02:00:00+08:00,1.4611722692882045,3402.26,3398.14,0 days 02:00:00,29.659681764757817
FILUSDT - ZENUSDT,2022-03-30 01:00:00+08:00,-185.5976243504083,27.12,48.3025,2022-03-31 13:00:00+08:00,103.16744695645714,26.04,52.1999,1 days 12:00:00,582.2952963350726
ETHUSDT - STETHUSDT,2022-03-30 03:00:00+08:00,-1.469611375967739,3414.38,3367.96,2022-03-30 05:00:00+08:00,1.4713931739127877,3397.24,3391.48,0 days 02:00:00,39.84007831827384
COMPUSDT - SUSHIUSDT,2022-03-30 17:00:00+08:00,-32.48862897985705,160.0,4.34,2022-04-01 01:00:00+08:00,1156.6042100393245,146.9,4.529,1 days 08:00:00,623.9705523608028
COMPUSDT - SUSHIUSDT,2022-03-30 17:00:00+08:00,-32.48862897985705,160.0,4.34,2022-04-01 01:00:00+08:00,1156.6042100393245,146.9,4.529,1 days 08:00:00,623.9705523608028
COMPUSDT - SUSHIUSDT,2022-03-30 17:00:00+08:00,-32.48862897985705,160.0,4.34,2022-04-01 01:00:00+08:00,1156.6042100393245,146.9,4.529,1 days 08:00:00,623.9705523608028
COMPUSDT - SUSHIUSDT,2022-03-30 17:00:00+08:00,-32.48862897985705,160.0,4.34,2022-04-01 01:00:00+08:00,1156.6042100393245,146.9,4.529,1 days 08:00:00,623.9705523608028
COMPUSDT - SUSHIUSDT,2022-03-30 17:00:00+08:00,-32.48862897985705,160.0,4.34,2022-04-01 01:00:00+08:00,1156.6042100393245,146.9,4.529,1 days 08:00:00,623.9705523608028
COMPUSDT - SUSHIUSDT,2022-03-30 17:00:00+08:00,-32.48862897985705,160.0,4.34,2022-04-01 01:00:00+08:00,1156.6042100393245,146.9,4.529,1 days 08:00:00,623.9705523608028
COMPUSDT - SUSHIUSDT,2022-03-30 17:00:00+08:00,-32.48862897985705,160.0,4.34,2022-04-01 01:00:00+08:00,1156.6042100393245,146.9,4.529,1 days 08:00:00,623.9705523608028
COMPUSDT - SUSHIUSDT,2022-03-30 17:00:00+08:00,-32.48862897985705,160.0,4.34,2022-04-01 01:00:00+08:00,1156.6042100393245,146.9,4.529,1 days 08:00:00,623.9705523608028
COMPUSDT - SUSHIUSDT,2022-03-30 17:00:00+08:00,-32.48862897985705,160.0,4.34,2022-04-01 01:00:00+08:00,1156.6042100393245,146.9,4.529,1 days 08:00:00,623.9705523608028
COMPUSDT - SUSHIUSDT,2022-03-30 17:00:00+08:00,-32.48862897985705,160.0,4.34,2022-04-01 01:00:00+08:00,1156.6042100393245,146.9,4.529,1 days 08:00:00,623.9705523608028
COMPUSDT - SUSHIUSDT,2022-03-30 17:00:00+08:00,-32.48862897985705,160.0,4.34,2022-04-01 01:00:00+08:00,1156.6042100393245,146.9,4.529,1 days 08:00:00,623.9705523608028
ETHUSDT - STETHUSDT,2022-03-31 01:00:00+08:00,-1.4784238818680182,3395.83,3358.24,2022-03-31 02:00:00+08:00,1.480551475813711,3437.69,3434.9,0 days 01:00:00,31.451819823252222
ETHUSDT - STETHUSDT,2022-03-31 17:00:00+08:00,-1.469153649965328,3407.43,3365.01,2022-03-31 18:00:00+08:00,1.4806040864672787,3418.17,3416.56,0 days 01:00:00,40.477755048892604
ETHUSDT - STETHUSDT,2022-04-01 05:00:00+08:00,-1.5232014037824138,3299.22,3253.0,2022-04-01 08:00:00+08:00,1.5148669037938327,3280.86,3273.75,0 days 03:00:00,39.48952136982967
ETHUSDT - STETHUSDT,2022-04-01 15:00:00+08:00,-1.538021427714531,3263.06,3226.13,2022-04-01 17:00:00+08:00,1.537510647261232,3279.05,3271.51,0 days 02:00:00,25.127174499023177
HBARUSDT - XDCUSDT,2022-04-02 04:00:00+08:00,-20251.9340597027,0.24685,0.05705,2022-04-29 00:00:00+08:00,87519.6919306844,0.1678,0.05479,26 days 20:00:00,1384.9352168527687
HBARUSDT - XDCUSDT,2022-04-02 04:00:00+08:00,-20251.9340597027,0.24685,0.05705,2022-04-29 00:00:00+08:00,87519.6919306844,0.1678,0.05479,26 days 20:00:00,1384.9352168527687
HOTUSDT - LRCUSDT,2022-04-02 04:00:00+08:00,-738552.4372230428,0.00675,1.2136,2022-04-18 23:00:00+08:00,4149.377593360996,0.00483,0.917,16 days 19:00:00,169.9221841539134
LRCUSDT - ZRXUSDT,2022-04-02 04:00:00+08:00,-4149.377593360996,1.2136,0.8086,2022-04-21 07:00:00+08:00,6127.450980392157,0.9629,0.9358,19 days 03:00:00,1799.9408815393376
LRCUSDT - ZRXUSDT,2022-04-02 04:00:00+08:00,-4149.377593360996,1.2136,0.8086,2022-04-21 07:00:00+08:00,6127.450980392157,0.9629,0.9358,19 days 03:00:00,1799.9408815393376
LRCUSDT - ZRXUSDT,2022-04-02 04:00:00+08:00,-4149.377593360996,1.2136,0.8086,2022-04-21 07:00:00+08:00,6127.450980392157,0.9629,0.9358,19 days 03:00:00,1799.9408815393376
EOSUSDT - ZRXUSDT,2022-04-02 04:00:00+08:00,-1763.606222002751,2.851,0.8086,2022-04-27 08:00:00+08:00,6127.450980392157,2.1857,0.8342,25 days 04:00:00,1311.2410326675197
HOTUSDT - ZRXUSDT,2022-04-02 04:00:00+08:00,-738552.4372230428,0.00675,0.8086,2022-04-21 06:00:00+08:00,6127.450980392157,0.00512,0.8427,19 days 02:00:00,1393.9016738711732
HOTUSDT - ZRXUSDT,2022-04-02 04:00:00+08:00,-738552.4372230428,0.00675,0.8086,2022-04-21 06:00:00+08:00,6127.450980392157,0.00512,0.8427,19 days 02:00:00,1393.9016738711732
CHZUSDT - ZILUSDT,2022-04-02 04:00:00+08:00,17271.157167530226,0.2843,0.20258,2022-05-02 01:00:00+08:00,-24932.681759250027,0.1848,0.0734,29 days 21:00:00,1487.3408701514552
GALAUSDT - SHIBUSDT,2022-04-02 04:00:00+08:00,-19105.846388995033,0.26515,2.621e-05,2022-05-01 08:00:00+08:00,190548780.4878049,0.13152,2.015e-05,29 days 04:00:00,1371.9158869481428
