,sector,pair,performance
182,Play To Earn,"('GODSUSDT', 'SLPUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.021300573923651454)}"
183,Made in USA,"('BATUSDT', 'XTZUSDT')","{'totalReturn': np.float64(579.2719301130817), 'totalProfitfee': np.float64(562.7879793295363), 'AnnualizedReturn': np.float64(3381.3598758070902), 'Win Rate': 0.46364883401920437, 'SharpeRatio': np.float64(0.013847207721878417), 'SortinoRatio': np.float64(0.0214269731561601), 'ProfitFactor': np.float64(1.0430326412358166), 'MaxDrawdown': np.float64(-0.0), 'Coin_p_value': np.float64(-0.0222766115077266)}"
184,Centralized Exchange (CEX) Token,"('ONEUSDT', 'WOOUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.02229544380992926)}"
185,Smart Contract Platform,"('EOSUSDT', 'FILUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.022369997782469)}"
186,Made in USA,"('EOSUSDT', 'FILUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.022369997782469)}"
187,Binance-Peg Tokens,"('EOSUSDT', 'FILUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.022369997782469)}"
188,Smart Contract Platform,"('DOTUSDT', 'RUNEUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.022780792957139008)}"
189,Proof of Stake (PoS),"('DOTUSDT', 'RUNEUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.022780792957139008)}"
190,Energi Ecosystem,"('QNTUSDT', 'SNXUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.022925561400754555)}"
191,Made in USA,"('AVAXUSDT', 'BATUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.023061023118376926)}"
192,Avalanche Ecosystem,"('AVAXUSDT', 'BATUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.023061023118376926)}"
193,Made in USA,"('DGBUSDT', 'GRTUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.024091824565330766)}"
194,Energi Ecosystem,"('AVAUSDT', 'AXSUSDT')","{'totalReturn': np.float64(745.9692163305028), 'totalProfitfee': np.float64(729.5120400040876), 'AnnualizedReturn': np.float64(4383.076454345546), 'Win Rate': 0.29835390946502055, 'SharpeRatio': np.float64(0.012189304021299658), 'SortinoRatio': np.float64(0.0097927757130001), 'ProfitFactor': np.float64(1.0589035250562358), 'MaxDrawdown': np.float64(-0.0), 'Coin_p_value': np.float64(-0.024507025652282487)}"
195,Smart Contract Platform,"('ATOMUSDT', 'ZILUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.024589088436559076)}"
196,BNB Chain Ecosystem,"('ATOMUSDT', 'ZILUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.024589088436559076)}"
197,Exchange-based Tokens,"('1INCHUSDT', 'RENUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.024924063759382404)}"
198,Harmony Ecosystem,"('1INCHUSDT', 'RENUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.024924063759382404)}"
199,Energi Ecosystem,"('1INCHUSDT', 'RENUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.024924063759382404)}"
200,Near Protocol Ecosystem,"('1INCHUSDT', 'RENUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.024924063759382404)}"
201,Ethereum Ecosystem,"('GRTUSDT', 'SHIBUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.024976273547452087)}"
202,Decentralized Exchange (DEX),"('SISUSDT', 'ZRXUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.025111984269796436)}"
203,Made in USA,"('COMPUSDT', 'FILUSDT')","{'totalReturn': np.float64(-88.65354137296015), 'totalProfitfee': np.float64(-114.38643284044531), 'AnnualizedReturn': np.float64(-687.2600491648154), 'Win Rate': 0.3113854595336077, 'SharpeRatio': np.float64(-0.002845033245952562), 'SortinoRatio': np.float64(-0.0026291376067171914), 'ProfitFactor': np.float64(0.989209125856971), 'MaxDrawdown': np.float64(-0.0), 'Coin_p_value': np.float64(-0.02557715882493723)}"
204,Smart Contract Platform,"('DOTUSDT', 'ICPUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.025785269006830865)}"
205,Layer 0 (L0),"('DOTUSDT', 'ICPUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.025785269006830865)}"
206,Made in USA,"('GALAUSDT', 'ZRXUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.026380154097928998)}"
207,Ethereum Ecosystem,"('CRVUSDT', 'GRTUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.026674170190127112)}"
208,Polygon Ecosystem,"('CRVUSDT', 'GRTUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.026674170190127112)}"
209,Arbitrum Ecosystem,"('CRVUSDT', 'GRTUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.026674170190127112)}"
210,Energi Ecosystem,"('CRVUSDT', 'GRTUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.026674170190127112)}"
211,Sora Ecosystem,"('CRVUSDT', 'GRTUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.026674170190127112)}"
212,Decentralized Exchange (DEX),"('SISUSDT', 'SUSHIUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.026680386661756015)}"
213,Made in USA,"('BATUSDT', 'EOSUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.026833641179076828)}"
214,Exchange-based Tokens,"('PERPUSDT', 'RUNEUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.026940185953205572)}"
215,Decentralized Exchange (DEX),"('PERPUSDT', 'RUNEUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.026940185953205572)}"
216,Made in USA,"('UMAUSDT', 'XTZUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.02698383438160748)}"
217,Decentralized Finance (DeFi),"('JSTUSDT', 'SUNUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.027403661651689688)}"
218,Tron Ecosystem,"('JSTUSDT', 'SUNUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.027403661651689688)}"
219,Others,"('AGLDUSDT', 'XYMUSDT')","{'totalReturn': np.float64(715.5554274653232), 'totalProfitfee': np.float64(699.6048972780645), 'AnnualizedReturn': np.float64(4203.387448666561), 'Win Rate': 0.3058984910836763, 'SharpeRatio': np.float64(0.0060329884395682225), 'SortinoRatio': np.float64(0.005825449021146051), 'ProfitFactor': np.float64(1.024158115874139), 'MaxDrawdown': np.float64(-0.0), 'Coin_p_value': np.float64(-0.02757710020838181)}"
220,NFT,"('GALAUSDT', 'SLPUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.02896970430469674)}"
221,Gaming (GameFi),"('GALAUSDT', 'SLPUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.02896970430469674)}"
222,Play To Earn,"('GALAUSDT', 'SLPUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.02896970430469674)}"
223,NFT,"('ENJUSDT', 'SLPUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.0290890412590845)}"
224,Gaming (GameFi),"('ENJUSDT', 'SLPUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.0290890412590845)}"
225,Entertainment,"('ENJUSDT', 'SLPUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.0290890412590845)}"
226,Alleged SEC Securities,"('ATOMUSDT', 'AXSUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.029220408896209974)}"
227,BNB Chain Ecosystem,"('ATOMUSDT', 'AXSUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.029220408896209974)}"
228,Smart Contract Platform,"('XTZUSDT', 'ZILUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.02981436451401138)}"
229,Smart Contract Platform,"('BCHUSDT', 'IMXUSDT')","{'totalReturn': np.float64(-593.3998936501816), 'totalProfitfee': np.float64(-623.6082063553176), 'AnnualizedReturn': np.float64(-3746.7818159619906), 'Win Rate': 0.32373113854595337, 'SharpeRatio': np.float64(-0.021348775741281318), 'SortinoRatio': np.float64(-0.026942668497083544), 'ProfitFactor': np.float64(0.9314620389305356), 'MaxDrawdown': np.float64(-0.0), 'Coin_p_value': np.float64(-0.029987186410585454)}"
230,Harmony Ecosystem,"('AXSUSDT', 'BATUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.030010827804000488)}"
231,Energi Ecosystem,"('AXSUSDT', 'BATUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.030010827804000488)}"
232,Smart Contract Platform,"('ICPUSDT', 'XTZUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.031063612116869716)}"
233,Layer 1 (L1),"('ICPUSDT', 'XTZUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.031063612116869716)}"
234,Layer 1 (L1),"('GLMRUSDT', 'MOVRUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.03111016193713816)}"
235,Smart Contract Platform,"('EGLDUSDT', 'ICPUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.03169934423443236)}"
236,Layer 1 (L1),"('EGLDUSDT', 'ICPUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.03169934423443236)}"
237,Layer 1 (L1),"('ARUSDT', 'KDAUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.03196626295516287)}"
238,Smart Contract Platform,"('ATOMUSDT', 'DOTUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.03279335059418943)}"
239,Proof of Stake (PoS),"('ATOMUSDT', 'DOTUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.03279335059418943)}"
240,Layer 0 (L0),"('ATOMUSDT', 'DOTUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.03279335059418943)}"
241,Automated Market Maker (AMM),"('IZIUSDT', 'SUSHIUSDT')","{'totalReturn': np.float64(1313.8483146741255), 'totalProfitfee': np.float64(1293.317657119965), 'AnnualizedReturn': np.float64(7770.550532490323), 'Win Rate': 0.4615912208504801, 'SharpeRatio': np.float64(0.013813466069177107), 'SortinoRatio': np.float64(0.01800977144856841), 'ProfitFactor': np.float64(1.045937425508732), 'MaxDrawdown': np.float64(-0.0), 'Coin_p_value': np.float64(-0.03289578041572355)}"
242,Made in USA,"('DGBUSDT', 'KSMUSDT')","{'totalReturn': np.float64(548.4641961051462), 'totalProfitfee': np.float64(528.4344634796086), 'AnnualizedReturn': np.float64(3174.956035721105), 'Win Rate': 0.19410150891632372, 'SharpeRatio': np.float64(0.007932195120719198), 'SortinoRatio': np.float64(0.005751262954619902), 'ProfitFactor': np.float64(1.0450785413257762), 'MaxDrawdown': np.float64(-0.0), 'Coin_p_value': np.float64(-0.03300595906514362)}"
243,Layer 1 (L1),"('DGBUSDT', 'EGLDUSDT')","{'totalReturn': np.float64(759.4475019088451), 'totalProfitfee': np.float64(740.8915753883027), 'AnnualizedReturn': np.float64(4451.44732537828), 'Win Rate': 0.2674897119341564, 'SharpeRatio': np.float64(0.010571007442718107), 'SortinoRatio': np.float64(0.009600552762599473), 'ProfitFactor': np.float64(1.0478895541183901), 'MaxDrawdown': np.float64(-0.0), 'Coin_p_value': np.float64(-0.0333807047999584)}"
244,Smart Contract Platform,"('ALGOUSDT', 'XLMUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.03352671644407504)}"
245,Made in USA,"('ALGOUSDT', 'XLMUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.03352671644407504)}"
246,Harmony Ecosystem,"('COMPUSDT', 'HOTUSDT')","{'totalReturn': np.float64(378.10549439717204), 'totalProfitfee': np.float64(361.66961975405957), 'AnnualizedReturn': np.float64(2172.9944232136913), 'Win Rate': 0.11385459533607682, 'SharpeRatio': np.float64(0.011458764917683465), 'SortinoRatio': np.float64(0.009781854357394513), 'ProfitFactor': np.float64(1.064321997079511), 'MaxDrawdown': np.float64(-0.0), 'Coin_p_value': np.float64(-0.033579280702444994)}"
247,Energi Ecosystem,"('COMPUSDT', 'HOTUSDT')","{'totalReturn': np.float64(378.10549439717204), 'totalProfitfee': np.float64(361.66961975405957), 'AnnualizedReturn': np.float64(2172.9944232136913), 'Win Rate': 0.11385459533607682, 'SharpeRatio': np.float64(0.011458764917683465), 'SortinoRatio': np.float64(0.009781854357394513), 'ProfitFactor': np.float64(1.064321997079511), 'MaxDrawdown': np.float64(-0.0), 'Coin_p_value': np.float64(-0.033579280702444994)}"
248,Sora Ecosystem,"('COMPUSDT', 'HOTUSDT')","{'totalReturn': np.float64(378.10549439717204), 'totalProfitfee': np.float64(361.66961975405957), 'AnnualizedReturn': np.float64(2172.9944232136913), 'Win Rate': 0.11385459533607682, 'SharpeRatio': np.float64(0.011458764917683465), 'SortinoRatio': np.float64(0.009781854357394513), 'ProfitFactor': np.float64(1.064321997079511), 'MaxDrawdown': np.float64(-0.0), 'Coin_p_value': np.float64(-0.033579280702444994)}"
249,Energi Ecosystem,"('QNTUSDT', 'ZRXUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.03388488929348292)}"
250,Made in USA,"('FILUSDT', 'ZRXUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.033965242483470014)}"
