,sector,pair,performance
316,Real World Assets (RWA),"('QNTUSDT', 'RVNUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.04532099716379651)}"
317,Exchange-based Tokens,"('RENUSDT', 'WOOUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.04562416586827007)}"
318,Near Protocol Ecosystem,"('RENUSDT', 'WOOUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.04562416586827007)}"
319,Made in USA,"('RVNUSDT', 'XLMUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.04563728696370594)}"
320,Made in USA,"('DOTUSDT', 'ZRXUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.04639814192231918)}"
321,Exchange-based Tokens,"('1INCHUSDT', 'RUNEUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.04718383688109176)}"
322,Decentralized Finance (DeFi),"('1INCHUSDT', 'RUNEUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.04718383688109176)}"
323,Decentralized Exchange (DEX),"('1INCHUSDT', 'RUNEUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.04718383688109176)}"
324,Internet of Things (IOT),"('DGBUSDT', 'JASMYUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.047461512690769064)}"
325,Decentralized Exchange (DEX),"('1INCHUSDT', 'SISUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.04750376902081231)}"
326,Layer 1 (L1),"('CHZUSDT', 'DGBUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.04822210759231617)}"
327,Layer 1 (L1),"('DGBUSDT', 'ENJUSDT')","{'totalReturn': np.float64(183.12504312312763), 'totalProfitfee': np.float64(165.1727929743489), 'AnnualizedReturn': np.float64(992.3962047018493), 'Win Rate': 0.2736625514403292, 'SharpeRatio': np.float64(0.00240111649655899), 'SortinoRatio': np.float64(0.0021251346102374737), 'ProfitFactor': np.float64(1.010749683990247), 'MaxDrawdown': np.float64(-0.0), 'Coin_p_value': np.float64(-0.048269125787496044)}"
328,Smart Contract Platform,"('ALGOUSDT', 'HBARUSDT')","{'totalReturn': np.float64(53.23354281110653), 'totalProfitfee': np.float64(43.28889668378076), 'AnnualizedReturn': np.float64(260.08966731818896), 'Win Rate': 0.5089163237311386, 'SharpeRatio': np.float64(0.0007518891851607393), 'SortinoRatio': np.float64(0.0010241160590906391), 'ProfitFactor': np.float64(1.0022486405361348), 'MaxDrawdown': np.float64(-0.0), 'Coin_p_value': np.float64(-0.04898874935076509)}"
329,Layer 1 (L1),"('ALGOUSDT', 'HBARUSDT')","{'totalReturn': np.float64(53.23354281110653), 'totalProfitfee': np.float64(43.28889668378076), 'AnnualizedReturn': np.float64(260.08966731818896), 'Win Rate': 0.5089163237311386, 'SharpeRatio': np.float64(0.0007518891851607393), 'SortinoRatio': np.float64(0.0010241160590906391), 'ProfitFactor': np.float64(1.0022486405361348), 'MaxDrawdown': np.float64(-0.0), 'Coin_p_value': np.float64(-0.04898874935076509)}"
330,Made in USA,"('ALGOUSDT', 'HBARUSDT')","{'totalReturn': np.float64(53.23354281110653), 'totalProfitfee': np.float64(43.28889668378076), 'AnnualizedReturn': np.float64(260.08966731818896), 'Win Rate': 0.5089163237311386, 'SharpeRatio': np.float64(0.0007518891851607393), 'SortinoRatio': np.float64(0.0010241160590906391), 'ProfitFactor': np.float64(1.0022486405361348), 'MaxDrawdown': np.float64(-0.0), 'Coin_p_value': np.float64(-0.04898874935076509)}"
331,Made in USA,"('BATUSDT', 'UMAUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.04918612022322916)}"
332,Avalanche Ecosystem,"('BATUSDT', 'UMAUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.04918612022322916)}"
333,Others,"('PTUUSDT', 'XYMUSDT')","{'totalReturn': np.float64(0.0), 'totalProfitfee': np.float64(0.0), 'AnnualizedReturn': np.float64(0.0), 'Win Rate': 0.0, 'SharpeRatio': nan, 'SortinoRatio': np.float64(nan), 'ProfitFactor': inf, 'MaxDrawdown': np.float64(nan), 'Coin_p_value': np.float64(-0.049196304443483406)}"
334,DePIN,"('HOTUSDT', 'THETAUSDT')","{'totalReturn': np.float64(307.708685295796), 'totalProfitfee': np.float64(297.78756907830234), 'AnnualizedReturn': np.float64(1789.1763409642856), 'Win Rate': 0.5, 'SharpeRatio': np.float64(0.006059366065832722), 'SortinoRatio': np.float64(0.009082830781109783), 'ProfitFactor': np.float64(1.017226864833326), 'MaxDrawdown': np.float64(-0.0), 'Coin_p_value': np.float64(-0.0499736678617476)}"
