TodayBalance,YesBalance,buy,date,name,Return,sell
355185,355469,22017,2017-07-18,ShortSale,691,22424
145086108000,145741874000,7115814000,2017-07-19,MarginPurchaseMoney,181081000,7590499000
364335,355185,15420,2017-07-19,ShortSale,2842,27412
8634614,8663386,301177,2017-07-19,MarginPurchase,9258,320691
145261606000,145086124000,6654280000,2017-07-20,MarginPurchaseMoney,81500000,6397298000
8641069,8634617,324917,2017-07-20,MarginPurchase,4804,313661
370435,364335,22161,2017-07-20,ShortSale,3109,31370
375071,370435,21556,2017-07-21,ShortSale,1308,27500
8654450,8641068,241558,2017-07-21,MarginPurchase,7827,220349
145827934000,145261605000,5431715000,2017-07-21,MarginPurchaseMoney,127057000,4738329000
146190920000,145827783000,4708698000,2017-07-24,MarginPurchaseMoney,80275000,4265286000
8670367,8654449,214417,2017-07-24,MarginPurchase,5216,193284
373094,375071,22270,2017-07-24,ShortSale,3569,23862
378206,373094,19020,2017-07-25,ShortSale,1818,25950
146139006000,146190920000,5943288000,2017-07-25,MarginPurchaseMoney,96517000,5898685000
8660770,8670366,245508,2017-07-25,MarginPurchase,6406,248698
395051,378206,22988,2017-07-26,ShortSale,6427,46260
8679407,8660770,339793,2017-07-26,MarginPurchase,5627,315529
146349961000,146139006000,7064987000,2017-07-26,MarginPurchaseMoney,165696000,6688336000
406111,395051,19662,2017-07-27,ShortSale,1480,32202
8691693,8679406,327823,2017-07-27,MarginPurchase,4843,310693
146883245000,146349319000,7012241000,2017-07-27,MarginPurchaseMoney,110035000,6368280000
393571,406111,26579,2017-07-28,ShortSale,8141,22180
146778519000,146882981000,5942434000,2017-07-28,MarginPurchaseMoney,127507000,5919389000
8672056,8691692,249179,2017-07-28,MarginPurchase,9961,258854
8683326,8672056,230576,2017-07-31,MarginPurchase,2579,216727
147046370000,146778519000,5167367000,2017-07-31,MarginPurchaseMoney,53645000,4845871000
398130,393571,17838,2017-07-31,ShortSale,6181,28578
402539,398130,21609,2017-08-01,ShortSale,3276,29294
147765699000,147046383000,6768278000,2017-08-01,MarginPurchaseMoney,100074000,5948888000
8710924,8683326,311279,2017-08-01,MarginPurchase,6588,277093
147830801000,147765618000,7684592000,2017-08-02,MarginPurchaseMoney,87350000,7532059000
410922,402539,20987,2017-08-02,ShortSale,2298,31668
8705314,8709953,323691,2017-08-02,MarginPurchase,7197,321133
8726995,8705313,282444,2017-08-03,MarginPurchase,5961,254800
411690,410907,22626,2017-08-03,ShortSale,2433,25842
148827264000,147830357000,7076960000,2017-08-03,MarginPurchaseMoney,123088000,5956965000
415555,411690,22023,2017-08-04,ShortSale,4988,30876
149680282000,148826655000,7655895000,2017-08-04,MarginPurchaseMoney,91209000,6711059000
8761587,8726996,330825,2017-08-04,MarginPurchase,4493,291742
403611,415555,38366,2017-08-07,ShortSale,6279,32701
150714260000,149543782000,9355336000,2017-08-07,MarginPurchaseMoney,56998000,8127860000
8798264,8759038,380561,2017-08-07,MarginPurchase,3695,337640
150703491000,150708339000,9132102000,2017-08-08,MarginPurchaseMoney,99697000,9037253000
8812417,8798263,373579,2017-08-08,MarginPurchase,5326,354099
388834,403611,30789,2017-08-08,ShortSale,9069,25081
150360650000,150703482000,6683659000,2017-08-09,MarginPurchaseMoney,118466000,6908025000
8763985,8812414,291717,2017-08-09,MarginPurchase,5559,334587
372273,388834,24198,2017-08-09,ShortSale,17997,25634
147902999000,150360642000,7597173000,2017-08-10,MarginPurchaseMoney,117079000,9937737000
8647444,8763985,351526,2017-08-10,MarginPurchase,5561,462506
344462,372273,45700,2017-08-10,ShortSale,10862,28751
8627407,8647444,286537,2017-08-11,MarginPurchase,4912,301662
353712,344432,28456,2017-08-11,ShortSale,5487,43223
147875311000,147902778000,5948352000,2017-08-11,MarginPurchaseMoney,95834000,5879985000
146215852000,147876631000,5970224000,2017-08-14,MarginPurchaseMoney,184709000,7446294000
8556843,8627395,305375,2017-08-14,MarginPurchase,10148,365779
355062,353711,34908,2017-08-14,ShortSale,3218,39477
8548698,8556843,275749,2017-08-15,MarginPurchase,7915,275979
356401,355062,31151,2017-08-15,ShortSale,7259,39749
145874626000,146214470000,5393330000,2017-08-15,MarginPurchaseMoney,153164000,5580010000
8586932,8548692,290193,2017-08-16,MarginPurchase,7932,244021
146670324000,145874306000,5424740000,2017-08-16,MarginPurchaseMoney,134210000,4494512000
366793,356401,23466,2017-08-16,ShortSale,3185,37043
381447,366793,18566,2017-08-17,ShortSale,1507,34727
8618023,8586928,348797,2017-08-17,MarginPurchase,9576,308126
147351552000,146669723000,6737767000,2017-08-17,MarginPurchaseMoney,152061000,5903877000
390908,381447,23666,2017-08-18,ShortSale,562,33689
147875160000,147490540000,5399933000,2017-08-18,MarginPurchaseMoney,177055000,4838258000
8615546,8619659,275581,2017-08-18,MarginPurchase,10138,269556
8637831,8615541,304719,2017-08-21,MarginPurchase,4185,278244
148442613000,147874816000,6094516000,2017-08-21,MarginPurchaseMoney,94184000,5432535000
401873,390908,21036,2017-08-21,ShortSale,2661,34662
410747,401873,26326,2017-08-22,ShortSale,1248,36448
8661624,8637831,360171,2017-08-22,MarginPurchase,8034,328344
149220025000,148442474000,7859010000,2017-08-22,MarginPurchaseMoney,170629000,6910830000
8657811,8661621,341273,2017-08-23,MarginPurchase,5178,339905
413155,410747,25861,2017-08-23,ShortSale,3121,31390
149307279000,149219957000,8029190000,2017-08-23,MarginPurchaseMoney,107112000,7834756000
149474291000,149281899000,7814734000,2017-08-24,MarginPurchaseMoney,177715000,7444627000
417099,413155,25210,2017-08-24,ShortSale,2951,32105
8681410,8656225,377790,2017-08-24,MarginPurchase,6291,346314
438308,417099,23291,2017-08-25,ShortSale,980,45480
8681517,8681408,410906,2017-08-25,MarginPurchase,8106,402691
150053568000,149473615000,8551788000,2017-08-25,MarginPurchaseMoney,172453000,7799382000
8697802,8680128,440454,2017-08-28,MarginPurchase,4975,417806
151034219000,150043693000,8914084000,2017-08-28,MarginPurchaseMoney,115303000,7808255000
446442,438313,23825,2017-08-28,ShortSale,1663,33617
465450,446445,27031,2017-08-29,ShortSale,1748,47784
8776521,8690794,425855,2017-08-29,MarginPurchase,7610,332518
152436798000,150909296000,7843010000,2017-08-29,MarginPurchaseMoney,92998000,6222510000
153827491000,152433219000,8821367000,2017-08-30,MarginPurchaseMoney,162859000,7264236000
8837246,8776521,437955,2017-08-30,MarginPurchase,8104,369125
482307,465450,19421,2017-08-30,ShortSale,1796,38074
8915148,8837258,408542,2017-08-31,MarginPurchase,3888,326764
500666,482307,18837,2017-08-31,ShortSale,1254,38450
155092598000,153824967000,8288267000,2017-08-31,MarginPurchaseMoney,83032000,6937604000
156107144000,155092598000,8020493000,2017-09-01,MarginPurchaseMoney,172914000,6833033000
518641,500666,33008,2017-09-01,ShortSale,1458,52441
8942967,8915148,409367,2017-09-01,MarginPurchase,10805,370744
156230523000,156107143000,7637447000,2017-09-04,MarginPurchaseMoney,162025000,7352042000
513672,518641,30073,2017-09-04,ShortSale,10445,35549
8931446,8942966,371671,2017-09-04,MarginPurchase,8441,374750
8968937,8932400,407541,2017-09-05,MarginPurchase,4718,366285
517132,513662,23642,2017-09-05,ShortSale,10310,37422
157469872000,156251132000,8318323000,2017-09-05,MarginPurchaseMoney,108039000,6991544000
8957746,8968936,402488,2017-09-06,MarginPurchase,8042,405636
157408063000,157470034000,8228542000,2017-09-06,MarginPurchaseMoney,133568000,8156945000
501130,517132,30771,2017-09-06,ShortSale,17057,31826
8975016,8953396,465998,2017-09-07,MarginPurchase,5968,438410
157560991000,157267774000,9158357000,2017-09-07,MarginPurchaseMoney,142226000,8722914000
479789,501130,33233,2017-09-07,ShortSale,23943,35835
159870544000,158378956000,8208058000,2017-09-08,MarginPurchaseMoney,172762000,6543708000
496844,482616,21887,2017-09-08,ShortSale,3276,39391
9041406,8993322,406813,2017-09-08,MarginPurchase,10163,348566
501785,496848,30294,2017-09-11,ShortSale,1943,37174
161078652000,159870600000,10229299000,2017-09-11,MarginPurchaseMoney,107614000,8913633000
9107127,9041392,483206,2017-09-11,MarginPurchase,4332,413139
502492,501784,26225,2017-09-12,ShortSale,4836,31769
162147860000,161046413000,8852463000,2017-09-12,MarginPurchaseMoney,116289000,7634727000
9133412,9101990,425959,2017-09-12,MarginPurchase,5325,389212
9120869,9133406,366595,2017-09-13,MarginPurchase,18324,360808
516950,502492,29040,2017-09-13,ShortSale,3040,46538
162585711000,162147068000,8639948000,2017-09-13,MarginPurchaseMoney,204154000,7997150000
9127601,9106106,323792,2017-09-14,MarginPurchase,9847,292450
163344206000,162431989000,7390004000,2017-09-14,MarginPurchaseMoney,124306000,6353481000
530902,516950,20775,2017-09-14,ShortSale,5721,40448
163599049000,163336516000,8082627000,2017-09-15,MarginPurchaseMoney,149797000,7670297000
9104107,9127602,365728,2017-09-15,MarginPurchase,10339,378884
539613,530902,28739,2017-09-15,ShortSale,3214,40664
9171746,9104107,496221,2017-09-18,MarginPurchase,5129,423453
556428,539613,28873,2017-09-18,ShortSale,6298,51986
164622171000,163599317000,8996010000,2017-09-18,MarginPurchaseMoney,117155000,7856001000
543546,556428,30890,2017-09-19,ShortSale,9110,27118
164640279000,164583742000,8310307000,2017-09-19,MarginPurchaseMoney,102905000,8150865000
9183413,9159426,413338,2017-09-19,MarginPurchase,4483,384868
536966,543546,32506,2017-09-20,ShortSale,3157,29083
164934249000,164627753000,7324954000,2017-09-20,MarginPurchaseMoney,93843000,6924615000
9186423,9183411,329250,2017-09-20,MarginPurchase,4853,321385
527648,536966,35855,2017-09-21,ShortSale,8333,34870
165949624000,164934355000,7031426000,2017-09-21,MarginPurchaseMoney,148313000,5867844000
9228181,9186419,310150,2017-09-21,MarginPurchase,6735,261653
516094,527646,33899,2017-09-22,ShortSale,7617,29964
164775470000,165603070000,6909763000,2017-09-22,MarginPurchaseMoney,128748000,7608615000
9135070,9196528,297830,2017-09-22,MarginPurchase,5550,353738
163837479000,164898073000,6753150000,2017-09-25,MarginPurchaseMoney,186602000,7627142000
501902,516094,45782,2017-09-25,ShortSale,2495,34085
9078352,9145179,299972,2017-09-25,MarginPurchase,9141,357658
488501,501892,41305,2017-09-26,ShortSale,8663,36577
162269468000,163836915000,5637128000,2017-09-26,MarginPurchaseMoney,141002000,7063573000
8997960,9078331,262719,2017-09-26,MarginPurchase,6977,336113
9002280,8997949,231133,2017-09-27,MarginPurchase,5224,221578
162583553000,162268649000,5594815000,2017-09-27,MarginPurchaseMoney,116747000,5163164000
502658,488496,23112,2017-09-27,ShortSale,5587,42861
9024432,9004165,264069,2017-09-28,MarginPurchase,6790,237012
163450560000,162602340000,5741945000,2017-09-28,MarginPurchaseMoney,136204000,4757521000
495422,502658,22119,2017-09-28,ShortSale,15585,30468
8985641,9023718,209657,2017-09-29,MarginPurchase,6394,241340
162570387000,163440389000,4762105000,2017-09-29,MarginPurchaseMoney,128639000,5503468000
507930,495423,32583,2017-09-29,ShortSale,1308,46398
8996201,8985638,189984,2017-09-30,MarginPurchase,3567,175853
162795440000,162570133000,4599084000,2017-09-30,MarginPurchaseMoney,76544000,4297233000
518887,507910,16376,2017-09-30,ShortSale,1149,28502
526378,518887,20290,2017-10-02,ShortSale,1551,29332
163434622000,162992385000,6228632000,2017-10-02,MarginPurchaseMoney,114747000,5671648000
9029577,9008898,250628,2017-10-02,MarginPurchase,7655,222294
164134628000,163434701000,6520968000,2017-10-03,MarginPurchaseMoney,81889000,5739152000
9040712,9029566,254787,2017-10-03,MarginPurchase,4902,238739
528506,526378,25162,2017-10-03,ShortSale,1485,28775
531256,528506,19766,2017-10-05,ShortSale,6696,29212
164714573000,164080318000,7177622000,2017-10-05,MarginPurchaseMoney,111200000,6432167000
9056214,9036341,282786,2017-10-05,MarginPurchase,8092,254822
520965,531256,18712,2017-10-06,ShortSale,18079,26500
9075341,9084493,270295,2017-10-06,MarginPurchase,8110,271337
165051020000,165096983000,6989859000,2017-10-06,MarginPurchaseMoney,146322000,6889500000
509173,520964,33948,2017-10-11,ShortSale,6390,28547
9083410,9076001,345419,2017-10-11,MarginPurchase,6514,331496
165338103000,165070892000,8204412000,2017-10-11,MarginPurchaseMoney,85226000,7851975000
510908,509173,20390,2017-10-12,ShortSale,7077,29202
165733989000,165338102000,6983048000,2017-10-12,MarginPurchaseMoney,161157000,6426004000
9108412,9083400,289302,2017-10-12,MarginPurchase,8638,255651
166063591000,165733902000,7187824000,2017-10-13,MarginPurchaseMoney,153707000,6704428000
523435,510908,17263,2017-10-13,ShortSale,1820,31610
9104564,9108409,288646,2017-10-13,MarginPurchase,8098,284393
9129087,9105260,345219,2017-10-16,MarginPurchase,10698,310694
166767950000,166082149000,8224295000,2017-10-16,MarginPurchaseMoney,150715000,7387779000
522926,523499,18728,2017-10-16,ShortSale,8906,27061
9105253,9129084,309001,2017-10-17,MarginPurchase,5004,327828
166388010000,166768050000,7364496000,2017-10-17,MarginPurchaseMoney,81945000,7662591000
512810,522926,24494,2017-10-17,ShortSale,17652,32030
9104937,9105251,309391,2017-10-18,MarginPurchase,7562,302143
165801968000,166388182000,7445068000,2017-10-18,MarginPurchaseMoney,100602000,7930680000
511617,512810,31646,2017-10-18,ShortSale,2574,33027
9068776,9097005,303343,2017-10-19,MarginPurchase,3440,328132
165510650000,165697004000,7147744000,2017-10-19,MarginPurchaseMoney,58875000,7275223000
522723,511617,19887,2017-10-19,ShortSale,2929,33922
9069980,9072614,263131,2017-10-20,MarginPurchase,7354,258411
165631191000,165562343000,6631234000,2017-10-20,MarginPurchaseMoney,131138000,6431248000
518262,522723,30028,2017-10-20,ShortSale,2850,28417
514107,518261,26118,2017-10-23,ShortSale,5897,27861
166245332000,165631173000,7067717000,2017-10-23,MarginPurchaseMoney,101223000,6352335000
9099659,9069977,303765,2017-10-23,MarginPurchase,6728,267355
9103334,9099679,304719,2017-10-24,MarginPurchase,4957,296107
518714,514107,24206,2017-10-24,ShortSale,3542,32355
166556810000,166246950000,6724280000,2017-10-24,MarginPurchaseMoney,108043000,6306377000
9101742,9104158,352736,2017-10-25,MarginPurchase,4860,350292
526244,518714,30094,2017-10-25,ShortSale,1275,38899
166876292000,166570851000,7956807000,2017-10-25,MarginPurchaseMoney,85335000,7566031000
532570,526244,20038,2017-10-26,ShortSale,2266,28630
166873547000,166728953000,6665782000,2017-10-26,MarginPurchaseMoney,147296000,6373892000
9090132,9092152,291746,2017-10-26,MarginPurchase,8281,285485
164919399000,166869760000,8718145000,2017-10-27,MarginPurchaseMoney,147348000,10521158000
9017583,9090129,378522,2017-10-27,MarginPurchase,7071,443997
524453,532570,37284,2017-10-27,ShortSale,3289,32456
164667398000,165012545000,6882511000,2017-10-30,MarginPurchaseMoney,95439000,7132219000
9016575,9021274,310067,2017-10-30,MarginPurchase,6149,308617
522229,524418,34619,2017-10-30,ShortSale,4140,36570
527682,522212,24429,2017-10-31,ShortSale,3387,33286
166087535000,164666373000,7295161000,2017-10-31,MarginPurchaseMoney,79387000,5794612000
9050704,9016552,279210,2017-10-31,MarginPurchase,4321,240737
9086012,9050844,362946,2017-11-01,MarginPurchase,5547,322231
530693,527607,29730,2017-11-01,ShortSale,5080,37896
166764260000,166087281000,8658770000,2017-11-01,MarginPurchaseMoney,85737000,7896054000
9098471,9086012,342011,2017-11-02,MarginPurchase,6211,323341
528959,530683,26928,2017-11-02,ShortSale,6539,31743
167303816000,166764231000,7451522000,2017-11-02,MarginPurchaseMoney,103798000,6808139000
9107295,9098470,294235,2017-11-03,MarginPurchase,4893,280517
531652,528959,23730,2017-11-03,ShortSale,3195,29618
167560667000,167303816000,7308488000,2017-11-03,MarginPurchaseMoney,115471000,6936166000
168150783000,167560686000,7179483000,2017-11-06,MarginPurchaseMoney,72977000,6516409000
9126081,9107294,295438,2017-11-06,MarginPurchase,3527,273124
542353,531652,23799,2017-11-06,ShortSale,5074,39574
167922599000,168303749000,7633537000,2017-11-07,MarginPurchaseMoney,78614000,7936073000
9125689,9133572,347170,2017-11-07,MarginPurchase,6795,348258
586417,542353,26559,2017-11-07,ShortSale,6723,77346
168552649000,167922582000,7539451000,2017-11-08,MarginPurchaseMoney,98449000,6810935000
592572,586416,28784,2017-11-08,ShortSale,7980,42920
9145673,9125686,340200,2017-11-08,MarginPurchase,4604,315609
576474,592572,53451,2017-11-09,ShortSale,5864,43217
167827633000,168552392000,8868429000,2017-11-09,MarginPurchaseMoney,129157000,9464031000
9120859,9145668,379275,2017-11-09,MarginPurchase,4744,399340
168300872000,167827546000,6677137000,2017-11-10,MarginPurchaseMoney,132859000,6070952000
9145396,9120857,303451,2017-11-10,MarginPurchase,5201,273711
577912,576469,41580,2017-11-10,ShortSale,2460,45483
9152336,9145395,360435,2017-11-13,MarginPurchase,4087,349407
581838,577912,39150,2017-11-13,ShortSale,3303,46379
167924065000,168300727000,7244799000,2017-11-13,MarginPurchaseMoney,105235000,7516226000
9124389,9152336,305673,2017-11-14,MarginPurchase,4284,329336
579195,581840,37814,2017-11-14,ShortSale,5967,41136
167235513000,167923117000,6478650000,2017-11-14,MarginPurchaseMoney,113537000,7052717000
167763071000,167236684000,5859364000,2017-11-15,MarginPurchaseMoney,98168000,5234809000
9136832,9124388,260335,2017-11-15,MarginPurchase,4483,243408
572007,579195,33962,2017-11-15,ShortSale,5695,32469
575499,572007,25657,2017-11-16,ShortSale,4177,33326
168011654000,167763116000,5556087000,2017-11-16,MarginPurchaseMoney,131084000,5176465000
9142571,9136831,263507,2017-11-16,MarginPurchase,8221,249546
591507,575495,26339,2017-11-17,ShortSale,2843,45194
167665702000,168011713000,6962670000,2017-11-17,MarginPurchaseMoney,110877000,7197804000
9126219,9142571,331510,2017-11-17,MarginPurchase,5764,342098
597093,591507,24226,2017-11-20,ShortSale,3342,33154
9115470,9126217,324282,2017-11-20,MarginPurchase,4197,330832
167847142000,167736774000,6591030000,2017-11-20,MarginPurchaseMoney,146876000,6333786000
9142330,9115470,426280,2017-11-21,MarginPurchase,5541,393880
606258,597093,36987,2017-11-21,ShortSale,1772,47924
168417830000,167846970000,8047079000,2017-11-21,MarginPurchaseMoney,110702000,7365517000
169259359000,168418082000,10539503000,2017-11-22,MarginPurchaseMoney,165885000,9532341000
600744,606258,34194,2017-11-22,ShortSale,8813,37493
9210389,9142329,530984,2017-11-22,MarginPurchase,7394,455530
170770283000,169259310000,8812558000,2017-11-23,MarginPurchaseMoney,168587000,7132998000
607445,600744,27858,2017-11-23,ShortSale,3688,38247
9287804,9210386,416315,2017-11-23,MarginPurchase,9426,329471
9365452,9287801,461554,2017-11-24,MarginPurchase,8155,375748
172346917000,170770289000,9037214000,2017-11-24,MarginPurchaseMoney,112359000,7348227000
609239,607445,33000,2017-11-24,ShortSale,3534,38328
9366647,9365452,388233,2017-11-27,MarginPurchase,6637,380401
172836934000,172346917000,8720796000,2017-11-27,MarginPurchaseMoney,126818000,8103961000
608856,609239,29588,2017-11-27,ShortSale,2743,31948
9400270,9366645,382572,2017-11-28,MarginPurchase,9709,339238
616628,608856,27819,2017-11-28,ShortSale,4515,40106
173391589000,172836923000,7605266000,2017-11-28,MarginPurchaseMoney,241633000,6808967000
636577,616628,26085,2017-11-29,ShortSale,7102,53136
174375457000,173391589000,8636273000,2017-11-29,MarginPurchaseMoney,98348000,7554057000
9443736,9400267,438042,2017-11-29,MarginPurchase,4318,390255
9445886,9443735,452034,2017-11-30,MarginPurchase,7802,442081
174570866000,174375425000,8969893000,2017-11-30,MarginPurchaseMoney,161561000,8612891000
615496,636577,51671,2017-11-30,ShortSale,30689,61279
589945,615312,61295,2017-12-01,ShortSale,2179,38107
174871221000,174570876000,9656587000,2017-12-01,MarginPurchaseMoney,135306000,9220936000
9460225,9445886,468359,2017-12-01,MarginPurchase,5728,448292
175541738000,174870257000,7255215000,2017-12-04,MarginPurchaseMoney,144379000,6439355000
601298,589945,35476,2017-12-04,ShortSale,1746,48575
9505718,9460205,357698,2017-12-04,MarginPurchase,5713,306472
9460833,9505736,347934,2017-12-05,MarginPurchase,3293,389544
593164,601304,49401,2017-12-05,ShortSale,4393,45654
174359436000,175542607000,6714597000,2017-12-05,MarginPurchaseMoney,94347000,7803421000
9393499,9460831,318320,2017-12-06,MarginPurchase,6126,379526
579806,593164,54111,2017-12-06,ShortSale,4527,45280
173451550000,174358869000,7523059000,2017-12-06,MarginPurchaseMoney,207834000,8222544000
530032,579802,82031,2017-12-07,ShortSale,26674,58935
172673236000,173451148000,6318757000,2017-12-07,MarginPurchaseMoney,229190000,6867479000
9395044,9393498,325679,2017-12-07,MarginPurchase,6778,317355
9364372,9395046,273387,2017-12-08,MarginPurchase,6998,297063
533717,530032,51207,2017-12-08,ShortSale,5345,60237
171622754000,172672921000,5586448000,2017-12-08,MarginPurchaseMoney,297047000,6339568000
9391160,9364372,321101,2017-12-11,MarginPurchase,9201,285112
535823,533707,27877,2017-12-11,ShortSale,11027,41020
172044970000,171620547000,7032214000,2017-12-11,MarginPurchaseMoney,193786000,6414005000
172094252000,172044819000,5764039000,2017-12-12,MarginPurchaseMoney,94344000,5620262000
543809,535822,28658,2017-12-12,ShortSale,4702,41347
9405946,9391157,275400,2017-12-12,MarginPurchase,4000,256611
172360170000,172094120000,5367094000,2017-12-13,MarginPurchaseMoney,249061000,4851983000
9424844,9405945,276598,2017-12-13,MarginPurchase,9424,248275
561513,543809,23198,2017-12-13,ShortSale,5021,45923
9437448,9424843,295035,2017-12-14,MarginPurchase,6537,275893
565102,561513,25979,2017-12-14,ShortSale,12567,42135
172558779000,172358186000,6293705000,2017-12-14,MarginPurchaseMoney,180054000,5913058000
172763720000,172558779000,5112306000,2017-12-15,MarginPurchaseMoney,156370000,4750995000
569773,565102,31076,2017-12-15,ShortSale,3221,38968
9451477,9437447,249318,2017-12-15,MarginPurchase,7002,228286
172872121000,172763233000,5320383000,2017-12-18,MarginPurchaseMoney,120739000,5090756000
9461135,9451477,243192,2017-12-18,MarginPurchase,6755,226779
566156,569773,31898,2017-12-18,ShortSale,2366,30647
172726332000,172872112000,5376382000,2017-12-19,MarginPurchaseMoney,69490000,5452672000
567530,566156,28320,2017-12-19,ShortSale,4907,34601
9466383,9461134,251501,2017-12-19,MarginPurchase,3333,242919
9469887,9466382,259600,2017-12-20,MarginPurchase,7301,248794
559113,567527,41632,2017-12-20,ShortSale,6742,39960
172901420000,172726317000,5353459000,2017-12-20,MarginPurchaseMoney,116174000,5062182000
556432,559113,38467,2017-12-21,ShortSale,2324,38110
9495656,9469886,296598,2017-12-21,MarginPurchase,6166,264662
173422246000,172901183000,5937628000,2017-12-21,MarginPurchaseMoney,101542000,5315023000
173799581000,173421712000,5341727000,2017-12-22,MarginPurchaseMoney,132299000,4831559000
9515659,9495651,272174,2017-12-22,MarginPurchase,6851,245315
547773,556432,39105,2017-12-22,ShortSale,5160,35606
173923866000,173793889000,5913630000,2017-12-25,MarginPurchaseMoney,127751000,5655902000
545840,547675,35705,2017-12-25,ShortSale,3548,37418
9515307,9515234,285822,2017-12-25,MarginPurchase,6314,279435
535837,545843,50532,2017-12-26,ShortSale,1593,42119
172950215000,173923428000,6093039000,2017-12-26,MarginPurchaseMoney,192955000,6873297000
9488268,9515301,284597,2017-12-26,MarginPurchase,10235,301395
172732439000,172947810000,5134003000,2017-12-27,MarginPurchaseMoney,171412000,5177962000
550304,535837,27508,2017-12-27,ShortSale,2374,44349
9492128,9488127,266024,2017-12-27,MarginPurchase,7159,254864
549659,550299,33189,2017-12-28,ShortSale,9490,42039
172933376000,172732446000,5892655000,2017-12-28,MarginPurchaseMoney,114469000,5577256000
9516267,9492128,301754,2017-12-28,MarginPurchase,5474,272141
172997211000,173003727000,5890919000,2017-12-29,MarginPurchaseMoney,220413000,5677022000
9527551,9516267,309240,2017-12-29,MarginPurchase,8815,289141
548977,549659,30732,2017-12-29,ShortSale,2790,32840
9550051,9527548,316121,2018-01-02,MarginPurchase,4527,289091
173231611000,172997211000,5987365000,2018-01-02,MarginPurchaseMoney,108781000,5644184000
554284,548976,26944,2018-01-02,ShortSale,7641,39893
9526953,9550049,381064,2018-01-03,MarginPurchase,4460,399700
555288,554284,28874,2018-01-03,ShortSale,2624,32502
173292462000,173181100000,8038142000,2018-01-03,MarginPurchaseMoney,63250000,7863530000
9584981,9526953,398820,2018-01-04,MarginPurchase,4222,336570
568668,555288,22169,2018-01-04,ShortSale,1558,37107
174476811000,173292462000,8501301000,2018-01-04,MarginPurchaseMoney,64885000,7252066000
576759,568668,25963,2018-01-05,ShortSale,1290,35344
9592757,9584980,369980,2018-01-05,MarginPurchase,6123,356080
174968827000,174476468000,7934134000,2018-01-05,MarginPurchaseMoney,119171000,7322604000
575506,576759,38807,2018-01-08,ShortSale,2252,39806
9592419,9592757,392746,2018-01-08,MarginPurchase,3265,389819
174872051000,174968827000,7777739000,2018-01-08,MarginPurchaseMoney,63759000,7810756000
9593338,9592419,351669,2018-01-09,MarginPurchase,4662,346088
575491,575506,33144,2018-01-09,ShortSale,3685,36814
174861320000,174872203000,7009139000,2018-01-09,MarginPurchaseMoney,97702000,6922320000
581630,575490,36665,2018-01-10,ShortSale,4461,47266
174871501000,174861382000,7275829000,2018-01-10,MarginPurchaseMoney,124726000,7140984000
9597143,9593338,392399,2018-01-10,MarginPurchase,7733,380861
584207,581630,32433,2018-01-11,ShortSale,2867,37877
174679951000,174871348000,5683836000,2018-01-11,MarginPurchaseMoney,139490000,5735743000
9572630,9597077,303111,2018-01-11,MarginPurchase,11096,316462
592125,584207,28503,2018-01-12,ShortSale,2382,38803
9546614,9572629,348524,2018-01-12,MarginPurchase,15891,358648
174371320000,174679942000,6861045000,2018-01-12,MarginPurchaseMoney,240265000,6929402000
593929,592125,30776,2018-01-15,ShortSale,4090,36670
174270574000,174371320000,7189434000,2018-01-15,MarginPurchaseMoney,153475000,7136705000
9523187,9546613,351545,2018-01-15,MarginPurchase,7024,367947
593450,593929,32345,2018-01-16,ShortSale,3022,34888
174918265000,174270634000,7459545000,2018-01-16,MarginPurchaseMoney,115090000,6696824000
9537290,9523187,364473,2018-01-16,MarginPurchase,5236,345134
9510878,9537290,407809,2018-01-17,MarginPurchase,8894,425327
174899284000,174918265000,7773491000,2018-01-17,MarginPurchaseMoney,123823000,7668649000
595740,593450,30332,2018-01-17,ShortSale,3797,36419
9517153,9510879,392525,2018-01-18,MarginPurchase,7754,378497
600168,595738,30531,2018-01-18,ShortSale,1683,36644
175345350000,174899326000,8180188000,2018-01-18,MarginPurchaseMoney,190465000,7543699000
175183976000,175345350000,7018118000,2018-01-19,MarginPurchaseMoney,169293000,7010199000
608201,600168,27501,2018-01-19,ShortSale,2614,38148
9487519,9517153,320529,2018-01-19,MarginPurchase,9540,340623
9475167,9487558,376800,2018-01-22,MarginPurchase,11145,378046
175448938000,175184102000,7955181000,2018-01-22,MarginPurchaseMoney,192336000,7498009000
607429,608201,34021,2018-01-22,ShortSale,3353,36602
592526,607429,38387,2018-01-23,ShortSale,7615,31099
175017923000,175448878000,8402112000,2018-01-23,MarginPurchaseMoney,118884000,8714183000
9442137,9475167,396016,2018-01-23,MarginPurchase,6821,422225
593391,592526,30435,2018-01-24,ShortSale,9314,40614
175823013000,175017978000,7806581000,2018-01-24,MarginPurchaseMoney,127383000,6874163000
9452161,9442137,358142,2018-01-24,MarginPurchase,7704,340414
9450785,9452160,404711,2018-01-25,MarginPurchase,4875,401211
582936,593391,44291,2018-01-25,ShortSale,4516,38352
176626827000,175822999000,8723877000,2018-01-25,MarginPurchaseMoney,99370000,7820679000
581499,582935,36644,2018-01-26,ShortSale,2287,37495
176897579000,176626827000,7045735000,2018-01-26,MarginPurchaseMoney,171424000,6603559000
9434411,9450785,307585,2018-01-26,MarginPurchase,8642,315317
570997,581499,36427,2018-01-29,ShortSale,4016,29941
