,futures_id,contract_date,monthly_group,Open,High,Low,Close,spread,spread_per,Volume,settlement_price,open_interest,trading_session,futures_id_a,contract_date_a,monthly_group_a,Open_a,High_a,Low_a,Close_a,spread_a,spread_per_a,Volume_a,settlement_price_a,open_interest_a,trading_session_a,daily_ret,cum_daily_ret,daily_pnl,cum_daily_pnl,daily_ret_a,cum_daily_ret_a,daily_pnl_a,cum_daily_pnl_a,Foreign_Opt_Signal,Dealer_Opt_Signal,Foreign_Opt_Signal_a,MOVE_open,MOVE_high,MOVE_low,MOVE_close,SOX_open,SOX_high,SOX_low,SOX_close,SOX_ind,MOVE_ind,MOVE_vol,3_ma,divergence,3_ma_v2,divergence_v2,gap,gap_v2,pos_night,pos_day,strat_ret,benchmark_ret,cum_strat,cum_bnh
2026-04-24,TX,202605,2026-05-20,38299.0,39244.0,38268.0,39224.0,1373.0,3.63,87114.0,39222.0,79817.0,position,TX,202605,2026-05-20,37920.0,38434.0,37643.0,38047.0,196.0,0.52,66531.0,0.0,0.0,after_market,0.024152066633593483,0.14836119111651302,948.0,3850.0,0.0033491561181435703,0.9061947274643543,379.0,16485.0,0.024752366467806465,0.011043190183707061,0.0013545766244006843,69.8789,69.8789,67.6962,67.6962,9984.7254,10206.1828,9923.4276,10078.5723,0.009388137055231338,-0.031235465927483053,0.012855096459732263,38232.333333333336,-0.004847554861940662,38435.0,-0.004416055516126449,0.004541254125412619,0.011194719471947279,0.0,1.0,948.0,948.0,1860.0,635.0
2026-04-27,TX,202605,2026-05-20,39999.0,40458.0,39837.0,39888.0,666.0,1.7,80194.0,39921.0,79918.0,position,TX,202605,2026-05-20,39247.0,39875.0,39130.0,39766.0,544.0,1.39,57240.0,0.0,0.0,after_market,-0.0027750693767344403,0.14558612173977858,-137.0,3739.0,0.0132239406833643,0.9194186681477186,752.0,17004.0,-0.03752779672822917,0.02721188170231265,-0.006505557289616893,67.6962,67.6962,66.9665,66.9665,10463.814,10564.0141,10270.9595,10513.6638,0.009399046667823319,-0.01077903929614965,0.032242577869954214,38853.0,0.023498828919259696,38995.666666666664,0.020528164433459173,0.013818070569039387,0.019758311238017523,0.0,1.0,-137.0,-137.0,1723.0,498.0
2026-04-28,TX,202605,2026-05-20,39820.0,40347.0,39661.0,39749.0,-172.0,-0.43,63337.0,39733.0,79804.0,position,TX,202605,2026-05-20,39862.0,40050.0,39485.0,39719.0,-202.0,-0.51,42663.0,0.0,0.0,after_market,-0.0017830236062280624,0.14380309813355052,-185.0,3668.0,-0.0035873764487481807,0.9158312916989704,-42.0,16861.0,-0.030664300341296927,0.03156916397409659,-0.010414768990030127,66.9665,68.4218,66.9665,68.4218,10533.3211,10536.8576,10251.7321,10408.038,0.00476401816775418,0.021731761403089633,0.010896493022630738,39177.333333333336,0.013826021849368653,39620.333333333336,0.022882884423055527,-0.004236863217007669,-0.0017047733654231845,0.0,-1.0,185.0,-185.0,1908.0,313.0
2026-04-29,TX,202605,2026-05-20,39698.0,39790.0,39123.0,39490.0,-243.0,-0.61,59705.0,39479.0,79818.0,position,TX,202605,2026-05-20,39635.0,39854.0,39182.0,39461.0,-272.0,-0.68,55589.0,0.0,0.0,after_market,-0.005239558667943012,0.1385635394656075,-218.0,3460.0,-0.004390059291030646,0.9114412324079397,63.0,16687.0,-0.003753521653494228,-0.038984515577338265,-0.020155762853604133,68.4218,68.6787,68.4218,68.6787,9979.1713,10184.9883,9865.3749,10035.5781,-0.011893979003450128,0.0037546512953474664,0.021731761403089633,39648.666666666664,-0.004733240293914864,39709.0,0.0032474907665256403,-0.0072454652947243625,-0.001283051145940739,0.0,-1.0,218.0,-218.0,2126.0,95.0
2026-04-30,TX,202605,2026-05-20,39698.0,39937.0,39265.0,39360.0,-119.0,-0.3,70719.0,39342.0,79725.0,position,TX,202605,2026-05-20,39480.0,39649.0,39166.0,39337.0,-142.0,-0.36,48696.0,0.0,0.0,after_market,-0.008514282835407339,0.13004925663020017,-320.0,3122.0,-0.0036220871327253823,0.9078191452752143,218.0,16544.0,0.007353810832434689,0.03479148025740162,-0.004001908482958086,68.6787,74.3273,68.6787,74.3273,10192.3313,10272.9499,10113.2115,10271.2983,0.005652453325458051,0.08224675190415631,0.0037546512953474664,39505.666666666664,-0.004269429702068006,39533.0,-0.005515122516306148,-0.0038743985819195137,0.0052671562420865126,0.0,-1.0,320.0,-320.0,2446.0,-225.0
2026-05-04,TX,202605,2026-05-20,40440.0,41074.0,40167.0,41031.0,1689.0,4.29,63214.0,41056.0,82619.0,position,TX,202605,2026-05-20,39378.0,40234.0,39376.0,40103.0,761.0,1.93,56389.0,0.0,0.0,after_market,0.014614243323442189,0.14466349995364236,555.0,3713.0,0.018411295647315695,0.92623044092253,1062.0,17269.0,0.003196601733459195,0.03881032330729112,0.006596193966911228,74.3273,74.3273,72.0683,72.0683,10388.8177,10624.2118,10364.396,10595.341,0.011153492608083182,-0.03039260137257782,,,,,,,,0.0,1.0,555.0,555.0,3001.0,330.0
2026-05-05,TX,202605,2026-05-20,40936.0,41097.0,40798.0,41035.0,-21.0,-0.05,41739.0,41034.0,83828.0,position,TX,202605,2026-05-20,40995.0,41185.0,40541.0,40788.0,-268.0,-0.65,58129.0,0.0,0.0,after_market,0.002418409224154816,0.14708190917779718,141.0,3812.0,-0.005049396267837514,0.9211810446546925,-59.0,17062.0,-0.02870186777882239,-0.030582292998611278,-0.006485694553949822,70.4133,77.863,70.4133,77.863,10656.071,10690.4711,10430.2095,10534.6578,0.01987938434996317,0.10579961456145348,0.03134526553283479,,,,,-0.0059223513928493565,-0.0023153225609904293,0.0,-1.0,-141.0,141.0,2860.0,471.0
2026-05-06,TX,202605,2026-05-20,41650.0,42005.0,41038.0,41503.0,469.0,1.14,83758.0,41514.0,84612.0,position,TX,202605,2026-05-20,41077.0,41569.0,40961.0,41555.0,521.0,1.27,45799.0,0.0,0.0,after_market,-0.003529411764705892,0.14355249741309128,-205.0,3665.0,0.011636682328310277,0.9328177269830028,573.0,17540.0,-0.004593080307682568,0.010348245166952935,0.007688775423809007,77.863,77.863,76.7767,76.7767,10759.2107,11058.157,10718.4859,10980.5778,-0.01139380546544777,-0.013951427507288394,0.10579961456145348,40815.333333333336,0.018122274308674857,41189.666666666664,,0.012672109175094537,0.01498720604362136,0.0,1.0,-205.0,-205.0,2655.0,266.0
2026-05-07,TX,202605,2026-05-20,42329.0,42468.0,42005.0,42340.0,826.0,1.99,59558.0,42352.0,86565.0,position,TX,202605,2026-05-20,41445.0,42327.0,41410.0,42320.0,806.0,1.94,56177.0,0.0,0.0,after_market,0.0002598691204611647,0.14381236653355245,93.0,3676.0,0.021112317529255575,0.9539300445122584,884.0,18415.0,-0.01918926491635934,0.030280979242691852,-0.004662084552058965,76.7767,76.7767,70.6343,70.6343,11243.8246,11477.3844,11062.9527,11472.7547,0.020574659812173657,-0.08000343854320402,0.014148823796802823,41554.333333333336,0.018425675621475346,41626.0,0.007607085919607792,0.019685323952485456,0.019902175746331574,0.0,1.0,93.0,93.0,2748.0,359.0
2026-05-08,TX,202605,2026-05-20,42120.0,42343.0,41539.0,41937.0,-415.0,-0.98,66370.0,41931.0,89587.0,position,TX,202605,2026-05-20,42422.0,42554.0,41751.0,41941.0,-411.0,-0.97,54697.0,0.0,0.0,after_market,-0.004344729344729292,0.13946763718882316,-126.0,3493.0,-0.011338456461270074,0.9425915880509883,-302.0,17934.0,-0.01877747003507467,-0.014501497940518469,-0.009553692306686113,70.6343,72.2378,70.6343,72.2378,11332.186,11404.3715,11075.1313,11160.9932,0.020360518608588007,0.02270143542160108,0.08696058430535891,41938.666666666664,5.563680295028739e-05,41926.666666666664,0.017152741075289413,-0.009423712801133632,-0.0051960321209257865,0.0,-1.0,126.0,-126.0,2874.0,233.0
2026-05-11,TX,202605,2026-05-20,42230.0,42258.0,41802.0,41945.0,14.0,0.03,46800.0,41969.0,89581.0,position,TX,202605,2026-05-20,41994.0,42300.0,41668.0,42292.0,361.0,0.86,41908.0,0.0,0.0,after_market,-0.006748756807956391,0.13271888038086677,-261.0,3208.0,0.007096251845501778,0.9496878398964901,236.0,18232.0,-0.0013469974901430361,-0.010996419432383477,0.004150556689220635,72.2378,72.2378,67.2527,67.2527,11408.0056,11776.7357,11388.4205,11775.4998,-0.015106776397775246,-0.0690095767036093,0.02270143542160108,42184.333333333336,0.0025522903447567913,42074.0,0.00024646207664180686,0.008465078570236262,0.00698667048191326,0.0,1.0,-261.0,-261.0,2613.0,-28.0
2026-05-12,TX,202605,2026-05-20,42200.0,42363.0,41607.0,41695.0,-274.0,-0.65,72568.0,41704.0,87671.0,position,TX,202605,2026-05-20,41969.0,42367.0,41751.0,42278.0,309.0,0.74,46025.0,0.0,0.0,after_market,-0.01196682464454979,0.12075205573631698,-600.0,2703.0,0.00736257714027011,0.9570504170367602,231.0,18541.0,-0.0203799019250064,0.04634439091031386,0.00042105176887843486,67.2527,70.735,67.2527,70.735,11875.2858,12108.6674,11822.4901,12081.0416,0.032213711395793876,0.051779333766525326,0.07412490502240043,42170.333333333336,0.0025531376718228582,41859.0,-0.003066026524694565,0.007938967695792165,0.00607938967695798,0.0,1.0,-600.0,-600.0,2013.0,-628.0
2026-05-13,TX,202605,2026-05-20,41238.0,41604.0,40984.0,41469.0,-235.0,-0.56,73412.0,41448.0,86783.0,position,TX,202605,2026-05-20,41600.0,41700.0,40740.0,41136.0,-568.0,-1.36,73828.0,0.0,0.0,after_market,0.00560162956496435,0.12635368530128133,261.0,2934.0,-0.01115384615384618,0.945896570882914,-362.0,18077.0,0.0021298573193343586,-0.02532179700605346,-0.005101292245533081,70.735,71.6779,70.735,71.6779,11741.4719,11919.0027,11263.5789,11717.2581,0.01732638720998203,0.013330034636318544,0.051779333766525326,41902.0,-0.01828075032218035,41703.0,-0.003917914904799424,-0.01340688331934281,-0.010960546828156836,0.0,-1.0,-261.0,261.0,1752.0,-367.0
2026-05-14,TX,202605,2026-05-20,41948.0,42238.0,41497.0,41602.0,154.0,0.37,73073.0,41636.0,83666.0,position,TX,202605,2026-05-20,41499.0,41835.0,41204.0,41756.0,308.0,0.74,52114.0,0.0,0.0,after_market,-0.00824830742824445,0.11810537787303688,-194.0,2588.0,0.0061929203113328946,0.9520894911942469,449.0,18334.0,-0.009616318405757211,0.007824517726469263,-0.0003987907634913488,71.6779,71.6779,70.236,70.236,11988.7531,12106.5547,11739.1651,12017.9826,-0.0020622457053277587,-0.02011638175783592,0.013330034636318544,41723.333333333336,0.0007829352081170082,41588.666666666664,-0.0056111071145961144,0.006920832429043289,0.011550796980877243,0.0,1.0,-194.0,-194.0,1558.0,-561.0
2026-05-15,TX,202605,2026-05-20,42282.0,42454.0,40976.0,41012.0,-624.0,-1.5,100977.0,40998.0,75507.0,position,TX,202605,2026-05-20,41754.0,42377.0,41713.0,42359.0,723.0,1.74,52326.0,0.0,0.0,after_market,-0.030036422118159045,0.08806895575487783,-1128.0,1318.0,0.014489629736073262,0.9665791209303202,528.0,18939.0,-0.021406427807274375,-0.00425722457112328,0.001758358321604145,70.236,70.236,69.6277,69.6277,11950.142,12141.5404,11892.4064,12073.7792,0.0024380767337679465,-0.008660800728970908,0.020529358163904332,41750.333333333336,0.01457872591835585,41361.0,0.00032060016350610177,0.018196240565357513,0.016345368011153383,0.0,1.0,-1128.0,-1128.0,430.0,-1689.0
2026-05-18,TX,202605,2026-05-20,40200.0,40990.0,40169.0,40807.0,-191.0,-0.47,99781.0,40797.0,42895.0,position,TX,202605,2026-05-20,41154.0,41223.0,40448.0,40511.0,-487.0,-1.19,71082.0,0.0,0.0,after_market,0.0150995024875622,0.10316845824244003,762.0,1925.0,-0.015624240657044264,0.9509548802732759,-954.0,18296.0,0.007620916466337247,-0.0482558729667576,-0.0040905747133160855,69.6277,79.8711,69.6277,79.8711,11672.5425,11810.6663,11522.2707,11588.4632,0.010346086264079624,0.14711673658615743,0.008736465515879477,41542.0,-0.024818256222618018,41140.333333333336,-0.00843790043761028,-0.012215936798985694,-0.019799083195162437,0.0,-1.0,-762.0,762.0,-332.0,-927.0
2026-05-19,TX,202605,2026-05-20,40890.0,40931.0,40188.0,40248.0,-549.0,-1.35,86112.0,40240.0,17052.0,position,TX,202605,2026-05-20,40962.0,41450.0,40524.0,40878.0,81.0,0.2,65991.0,0.0,0.0,after_market,-0.015700660308143766,0.08746779793429627,-541.0,1283.0,-0.0020506811190860175,0.9489041991541899,-72.0,18212.0,-0.002241077168371639,-0.021836335472083777,-0.0003978432706904675,79.8711,86.0733,79.8711,86.0733,11825.8803,11825.8803,11097.7583,11302.5162,-0.007203169318081293,0.07765261778039867,0.14711673658615743,41249.333333333336,-0.009002165691566755,40689.0,-0.008102348870937748,0.0017398975665938732,0.0020339647609479705,0.0,0.0,-0.0,-541.0,-332.0,-1468.0
2026-05-20,TX,202605,2026-05-20,40051.0,40405.0,39881.0,40078.0,-162.0,-0.4,35358.0,0.0,10497.0,position,TX,202605,2026-05-20,40349.0,40545.0,39735.0,40140.0,-100.0,-0.25,54823.0,0.0,0.0,after_market,0.0006741404708996424,0.08814193840519591,219.0,1310.0,-0.005179806190983682,0.9437243929632062,-298.0,18003.0,-0.0144054262501383,-0.010337668654189109,0.0023631980449786995,86.0733,86.0733,85.3218,85.3218,11053.9942,11513.9922,10895.7478,11305.4955,-0.04425582592781707,-0.008730930497610867,0.07765261778039867,40509.666666666664,-0.009125393938895221,40377.666666666664,-0.010838310108383098,-0.0026833631484793896,-0.00489465315046711,0.0,1.0,219.0,219.0,-113.0,-1249.0
2026-05-21,TX,202606,2026-06-17,40967.0,41666.0,40957.0,41473.0,1349.0,3.36,54092.0,41503.0,81626.0,position,TX,202606,2026-06-17,40270.0,41098.0,40221.0,40990.0,866.0,2.16,49228.0,0.0,0.0,after_market,0.012351404789220588,0.1004933431944165,346.0,1816.0,0.01787931462627257,0.9616037075894788,697.0,18723.0,0.013822379216861023,-0.060395179968548,0.004596812210662606,85.3218,85.3218,81.5348,81.5348,11580.082,11818.392,11528.1315,11813.2862,0.02275207453971717,-0.04438490514733617,0.008807831058416538,40669.333333333336,0.007884728870237945,40599.666666666664,-0.007421594445774393,0.02275562652826979,0.022181745596087543,0.0,1.0,346.0,346.0,233.0,-903.0
2026-05-22,TX,202606,2026-06-17,42196.0,42502.0,41790.0,42442.0,939.0,2.26,57547.0,42455.0,82109.0,position,TX,202606,2026-06-17,41313.0,41970.0,41205.0,41791.0,288.0,0.69,61852.0,0.0,0.0,after_market,0.0058299364868708015,0.1063232796812873,216.0,2062.0,0.011570207924866294,0.9731739155143451,883.0,19201.0,0.011517480119788173,0.010254520850767754,0.003761187526159174,81.5348,81.5348,79.7179,79.7179,11826.0876,12003.0087,11739.8106,11964.0851,0.020138389348192787,-0.022283736514960517,0.04644642533004295,40973.666666666664,0.01994777133280734,41331.0,0.02151084984277385,0.0076676391869408,0.01743302871747887,0.0,1.0,216.0,216.0,449.0,-687.0
2026-05-25,TX,202606,2026-06-17,43195.0,44050.0,43004.0,43877.0,1422.0,3.35,58040.0,43870.0,86161.0,position,TX,202606,2026-06-17,42412.0,42817.0,42330.0,42634.0,179.0,0.42,41417.0,0.0,0.0,after_market,0.015788864451904194,0.12211214413319149,675.0,2744.0,0.005234367631802295,0.9784082831461474,783.0,19423.0,0.0005918593122944413,-0.01591732399384952,0.008583277584912431,79.7179,79.7179,78.4304,78.4304,,,,,0.011668905615074276,-0.016150701410849955,0.022791618946309544,41805.0,0.019830163855998117,42597.333333333336,0.026880549708451218,0.004523820743603135,0.017741859478818123,0.0,1.0,675.0,675.0,1124.0,-12.0
2026-05-26,TX,202606,2026-06-17,44274.0,44280.0,43619.0,43893.0,23.0,0.05,57331.0,43864.0,87668.0,position,TX,202606,2026-06-17,43870.0,44399.0,43806.0,44389.0,519.0,1.18,24420.0,0.0,0.0,after_market,-0.008605502100555662,0.11350664203263583,-327.0,2363.0,0.011830408023706385,0.9902386911698537,404.0,19942.0,-0.04402244696754214,0.0239625342596361,-0.017034515552875135,,,,,12070.1666,12304.5232,12069.0407,12202.5432,0.011668905615074276,,0.016415828556274104,42938.0,0.03379291070846335,43404.0,0.030041004131714066,0.011668983750028561,0.009048020603049434,0.0,-1.0,327.0,-327.0,1451.0,-339.0
2026-05-27,TX,202606,2026-06-17,44490.0,45299.0,44336.0,44798.0,934.0,2.13,83854.0,44794.0,88791.0,position,TX,202606,2026-06-17,43947.0,44500.0,43787.0,44438.0,574.0,1.31,42235.0,0.0,0.0,after_market,0.006922904023376031,0.12042954605601186,172.0,2671.0,0.011172548751905653,1.0014112399217594,543.0,20433.0,-0.02647719643595553,0.07612257041836211,0.0039401368123068645,78.4304,78.4304,74.9506,74.9506,12616.6306,12932.8062,12548.2403,12876.9065,0.010967255414684907,-0.04436800016320219,,43820.333333333336,0.01409543514806666,44189.333333333336,0.01126624274260446,0.012416558448955506,0.013601257603718109,0.0,1.0,172.0,172.0,1623.0,-167.0
2026-05-28,TX,202606,2026-06-17,45174.0,45348.0,43458.0,43842.0,-952.0,-2.13,98081.0,43839.0,92824.0,position,TX,202606,2026-06-17,44662.0,45632.0,44606.0,45239.0,445.0,0.99,78853.0,0.0,0.0,after_market,-0.029485987514942247,0.09094355854106961,-1210.0,1339.0,0.012919260221217144,1.0143305001429765,512.0,21010.0,-0.0341533509160918,-0.04473146377527254,-0.000657690031542277,74.9506,74.9506,70.8964,70.8964,13029.7869,13037.907,12452.3598,12702.1886,0.02062958869541598,-0.05409162835254144,0.04642791385259115,44688.666666666664,0.012314830009100053,44177.666666666664,0.013774063122321989,0.009844189472744347,0.008393231840707172,0.0,1.0,-1210.0,-1210.0,413.0,-1377.0
2026-05-29,TX,202606,2026-06-17,44655.0,45471.0,44655.0,45285.0,1446.0,3.3,66493.0,45315.0,91961.0,position,TX,202606,2026-06-17,43964.0,44894.0,43946.0,44789.0,950.0,2.17,60558.0,0.0,0.0,after_market,0.014108162579778316,0.10505172112084793,708.0,1969.0,0.018765353471021706,1.0330958536139982,691.0,21835.0,0.018002461561070597,0.04248868005250762,0.00861152151010205,70.8964,70.8964,69.7379,69.7379,12748.5914,12961.1896,12528.6882,12829.1434,-0.02514226076866999,-0.01634074508719774,0.05718485000648821,44822.0,-0.0007362455936816836,44641.666666666664,-0.007598107641115792,0.021600291957483586,0.018543862050089066,0.0,1.0,708.0,708.0,1121.0,-669.0
2026-06-01,TX,202606,2026-06-17,45483.0,46465.0,45405.0,46035.0,720.0,1.59,75635.0,46041.0,94962.0,position,TX,202606,2026-06-17,45363.0,45592.0,44858.0,45069.0,-246.0,-0.54,54773.0,0.0,0.0,after_market,0.012136402611964803,0.11718812373281273,597.0,2521.0,-0.006481052840420554,1.0266148007735776,120.0,21541.0,-0.0010771477829195973,0.014067213394979693,0.0030041581718438038,69.7379,70.2228,69.7379,70.2228,12973.7673,13115.2765,12737.1912,12829.3823,0.0063185019797560305,0.0069531775404767515,0.0166122008262366,45032.333333333336,0.0008142297756426053,45054.0,0.014411050961359084,-0.0047697913216296906,0.004372308711493966,0.0,1.0,597.0,597.0,1718.0,-72.0
2026-06-02,TX,202606,2026-06-17,46145.0,46228.0,45333.0,46087.0,46.0,0.1,73548.0,46103.0,96365.0,position,TX,202606,2026-06-17,46080.0,46746.0,45745.0,46546.0,505.0,1.1,60755.0,0.0,0.0,after_market,-0.0012569075739516933,0.11593121615886104,100.0,2463.0,0.010112847222222276,1.0367276479957999,65.0,22007.0,-0.007319624014491324,-0.028969604421792684,-0.000552195520694288,70.2228,73.3327,70.2228,73.3327,12706.6174,13088.0088,12631.0248,12965.6495,-0.011128995661884633,0.04428618625289782,0.0069531775404767515,45468.0,0.02370898214128614,45802.333333333336,0.021773871354374696,0.011100249809927298,0.002389486260454099,0.0,1.0,100.0,100.0,1818.0,28.0
2026-06-03,TX,202606,2026-06-17,46718.0,46994.0,46550.0,46868.0,765.0,1.66,56092.0,46857.0,96784.0,position,TX,202606,2026-06-17,46245.0,46784.0,46178.0,46686.0,583.0,1.26,43443.0,0.0,0.0,after_market,0.0032107538850121298,0.11914197004387317,72.0,2613.0,0.00953616607200769,1.0462638140678076,473.0,22448.0,0.002816208571604255,0.07190881554395642,0.0038938763033163856,73.3327,73.4328,73.3327,73.4328,13242.7042,13733.7243,13202.178,13726.2696,0.02038560632194697,0.0013650117887380464,0.04428618625289782,46100.333333333336,0.012704174228675091,46330.0,0.006215112767180564,0.012997157549851313,0.013691496517456159,0.0,1.0,72.0,72.0,1890.0,100.0
2026-06-04,TX,202606,2026-06-17,46505.0,46587.0,46140.0,46294.0,-563.0,-1.2,59484.0,46310.0,98581.0,position,TX,202606,2026-06-17,46790.0,46989.0,46337.0,46537.0,-320.0,-0.68,52774.0,0.0,0.0,after_market,-0.004537146543382442,0.11460482350049073,-133.0,2402.0,-0.005407138277409684,1.0408566757903979,-285.0,22195.0,-0.01745360864186509,-0.06324582283391861,-0.007343056042381191,73.4328,73.5773,73.4328,73.5773,13971.1484,13998.1402,13554.3698,13916.9574,0.036515608345310646,0.001967785512740905,0.0013650117887380464,46589.666666666664,-0.0011304366490423323,46416.333333333336,0.011612346211957725,-0.007062387983272189,-0.007745156610053816,0.0,-1.0,133.0,-133.0,2023.0,-33.0
2026-06-05,TX,202606,2026-06-17,45668.0,45785.0,44655.0,45211.0,-1099.0,-2.37,97457.0,45226.0,96005.0,position,TX,202606,2026-06-17,46372.0,46550.0,45476.0,46342.0,32.0,0.07,73586.0,0.0,0.0,after_market,-0.010007007094683384,0.10459781640580734,-567.0,1945.0,-0.0006469421202449643,1.040209733670153,-704.0,22165.0,0.0027019435042059826,-0.03216286924233465,0.005099546605605906,73.5773,73.5773,71.1647,71.1647,13243.6547,13819.6218,13041.2746,13617.495,-0.0038787792133108123,-0.032790004525852345,0.001967785512740905,46521.666666666664,-0.0038619997850463106,46124.333333333336,-0.00263556650317065,0.0010368514278307206,-0.01352227070462697,0.0,1.0,-567.0,-567.0,1456.0,-600.0
2026-06-08,TX,202606,2026-06-17,42344.0,43655.0,42225.0,43080.0,-2146.0,-4.75,108149.0,43083.0,91436.0,position,TX,202606,2026-06-17,45101.0,45311.0,40779.0,42220.0,-3006.0,-6.65,107378.0,0.0,0.0,after_market,0.017381447194407817,0.12197926360021516,944.0,2681.0,-0.06387884969291147,0.9763308839772415,-2757.0,19284.0,-0.007652985249256506,-0.0129609961957102,-0.044506145889596595,71.1647,75.1985,71.1647,75.1985,13062.5533,13111.4374,12217.3164,12220.7599,0.028227880329740218,0.056682596849280564,0.033901639436406006,45033.0,-0.06246530322208155,44861.666666666664,-0.01980155088059088,-0.0661564663466856,-0.06341377098493728,0.0,-1.0,-944.0,944.0,512.0,344.0
2026-06-09,TX,202606,2026-06-17,43661.0,44750.0,43552.0,44665.0,1582.0,3.67,73328.0,44677.0,86704.0,position,TX,202606,2026-06-17,43288.0,44288.0,43215.0,43999.0,916.0,2.13,73636.0,0.0,0.0,after_market,0.022995350541673343,0.1449746141418885,1039.0,3685.0,0.01642487525411207,0.9927557592313536,373.0,19995.0,0.0015870078959283845,0.07676452956548563,0.0034214834341446043,75.1985,76.9802,75.1985,76.9802,12838.8826,13129.0221,12676.7354,12906.6927,-0.06444325092246705,0.023693291754489865,0.056682596849280564,44187.0,-0.004254645031344095,44318.666666666664,-0.0397146784559943,0.021332404828226625,0.013486536675951788,0.0,0.0,0.0,1039.0,512.0,1383.0
2026-06-10,TX,202606,2026-06-17,43839.0,44481.0,43126.0,43422.0,-1255.0,-2.81,94590.0,43367.0,82895.0,position,TX,202606,2026-06-17,44700.0,45073.0,42334.0,43878.0,-799.0,-1.79,121791.0,0.0,0.0,after_market,-0.009512078286457282,0.13546253585543122,-251.0,3268.0,-0.018389261744966467,0.9743664974863872,-861.0,19173.0,-0.02328084415016393,0.016252721661276705,-0.0009731827103327328,76.9802,77.0328,76.9802,77.0328,13142.9862,13264.123,11794.1543,12657.8095,0.005281620068712023,0.0006832925869248996,0.023693291754489865,43365.666666666664,0.01181426166629529,43722.333333333336,0.007814615361473098,-0.01762006045001674,-0.01849322735922987,0.0,1.0,-251.0,-251.0,261.0,1132.0
2026-06-11,TX,202606,2026-06-17,42643.0,43509.0,42050.0,43241.0,-126.0,-0.29,103003.0,43219.0,77902.0,position,TX,202606,2026-06-17,43588.0,43973.0,42460.0,42615.0,-752.0,-1.73,117269.0,0.0,0.0,after_market,0.01402340360668819,0.1494859394621194,732.0,3866.0,-0.02232265761218688,0.9520438398742003,-945.0,18200.0,0.0023341616894272466,-0.033758236219569616,-0.007794979852364696,77.0328,77.0328,73.9463,73.9463,12501.8378,12870.5257,12157.6561,12206.4616,-0.03691525598649714,-0.04006734793490563,0.0006832925869248996,43497.333333333336,-0.020284768414921994,43776.0,-0.0068691057964275215,-0.018585049053475244,-0.017940214637741203,0.0,1.0,732.0,732.0,993.0,1864.0
2026-06-12,TX,202606,2026-06-17,44929.0,44931.0,44045.0,44188.0,969.0,2.24,80412.0,44217.0,71366.0,position,TX,202606,2026-06-17,43375.0,44596.0,43000.0,44382.0,1163.0,2.69,88271.0,0.0,0.0,after_market,-0.016492688464020966,0.13299325099809844,-976.0,3125.0,0.02321613832853031,0.9752599782027306,1554.0,19207.0,-0.017301224208984604,0.06450406021936093,0.021601781093928636,73.9463,73.9463,69.4452,69.4452,12506.646,13194.2798,12475.2308,13171.4389,-0.023626622319479984,-0.060869847443347336,0.0417397489800031,43625.0,0.01735243553008603,43617.0,-0.012221308479532178,0.02638699382530474,0.03903702504567419,0.0,1.0,-976.0,-976.0,17.0,888.0
2026-06-15,TX,202606,2026-06-17,45750.0,45905.0,45340.0,45580.0,1363.0,3.08,93560.0,45597.0,44213.0,position,TX,202606,2026-06-17,43953.0,44808.0,43712.0,44704.0,487.0,1.1,67536.0,0.0,0.0,after_market,-0.003715846994535532,0.1292774040035629,-203.0,2955.0,0.01708643323550163,0.9923464114382322,1797.0,19958.0,-0.004287924908312609,0.035203661106074445,0.0019497066550777315,69.4452,69.4452,69.3565,69.3565,13053.9279,13513.4442,12986.0618,13371.4697,0.053155170458970336,-0.0012772661033448873,0.06481513481133327,43900.333333333336,0.01830661878041928,44336.333333333336,0.013091225898159031,0.011677378473793798,0.03534896351950745,0.0,1.0,-203.0,-203.0,-186.0,685.0
2026-06-16,TX,202606,2026-06-17,46124.0,46198.0,45463.0,45772.0,175.0,0.38,78609.0,45764.0,21508.0,position,TX,202606,2026-06-17,45547.0,46263.0,45546.0,46246.0,649.0,1.42,35755.0,0.0,0.0,after_market,-0.007631601769144014,0.1216458022344189,-289.0,2603.0,0.015346784640042133,1.0076931960782742,577.0,20657.0,0.004420056483437991,0.025131387576121374,-0.0047073334575945935,69.3565,69.3774,69.3565,69.3774,13901.2421,14134.5957,13860.3153,14099.6231,0.02432538332006562,0.0003013416190262852,0.0012788995984516216,45110.666666666664,0.025167735642715794,45180.0,0.028050733409017425,0.014611671785871083,0.011935059236507284,0.0,-1.0,289.0,-289.0,103.0,396.0
2026-06-17,TX,202606,2026-06-17,45345.0,45745.0,45113.0,45668.0,-96.0,-0.21,31546.0,0.0,10304.0,position,TX,202606,2026-06-17,45835.0,45933.0,44926.0,45020.0,-744.0,-1.63,43078.0,0.0,0.0,after_market,0.007123166832065264,0.12876896906648416,753.0,2926.0,-0.017781171593760248,0.989912024484514,-490.0,19842.0,0.010996934382332678,-0.04241961709015239,0.0003693407409827589,69.3774,69.3774,67.2765,67.2765,13968.277,14133.5957,13291.7539,13294.2245,0.014270739159344625,-0.03028219564296153,0.0003013416190262852,45323.333333333336,-0.006692652791056908,45673.333333333336,0.01310314298362103,-0.01642925806169715,-0.009328847330245527,0.0,1.0,753.0,753.0,856.0,1149.0
