,產業別,股票代碼,股票名稱,市場別,更新日期
2008,電子工業,3702,大聯大,twse,2026-01-17
2009,電子通路業,3702,大聯大,twse,2026-01-17
2010,電子通路業,3702A,大聯大甲特,twse,2024-12-04
2011,電子工業,3702A,大聯大甲特,twse,2025-08-21
2012,建材營造,3703,欣陸,twse,2026-01-17
2013,通信網路業,3704,合勤控,twse,2026-01-17
2014,電子工業,3704,合勤控,twse,2026-01-17
2015,生技醫療業,3705,永信,twse,2026-01-17
2016,化學生技醫療,3705,永信,twse,2026-01-17
2017,電腦及週邊設備業,3706,神達,twse,2026-01-17
2018,電子工業,3706,神達,twse,2026-01-17
2019,半導體業,3707,漢磊,tpex,2026-01-17
2020,化學工業,3708,上緯投控,twse,2023-06-30
2021,化學生技醫療,3708,上緯投控,twse,2023-06-30
2022,綠能環保,3708,上緯投控,twse,2026-01-17
2023,電腦及週邊設備業,3709,鑫聯大投控,tpex,2026-01-17
2024,電子零組件業,3710,連展投控,tpex,2026-01-17
2025,電子工業,3711,日月光投控,twse,2026-01-17
2026,半導體業,3711,日月光投控,twse,2026-01-17
2027,電子工業,3712,永崴投控,twse,2026-01-17
2028,電腦及週邊設備業,3712,永崴投控,twse,2026-01-17
2029,綠能環保類,3713,新晶投控,tpex,2026-01-17
2030,光電業,3713,新晶投控,tpex,2023-07-05
2031,光電業,3714,富采,twse,2026-01-17
2032,電子工業,3714,富采,twse,2026-01-17
2033,電子零組件業,3715,定穎投控,twse,2026-01-17
2034,電子工業,3715,定穎投控,twse,2026-01-17
2035,化學生技醫療,3716,中化控股,twse,2026-01-17
2036,生技醫療業,3716,中化控股,twse,2026-01-17
2037,汽車工業,3717,聯嘉投控,twse,2026-01-17
2038,生技醫療業,4102,永日,tpex,2026-01-17
2039,化學生技醫療,4104,佳醫,twse,2026-01-17
2040,生技醫療業,4104,佳醫,twse,2026-01-17
2041,生技醫療業,4105,東洋,tpex,2026-01-17
2042,化學生技醫療,4106,雃博,twse,2026-01-17
2043,生技醫療業,4106,雃博,twse,2026-01-17
2044,生技醫療業,4107,邦特,tpex,2026-01-17
2045,化學生技醫療,4108,懷特,twse,2026-01-17
2046,生技醫療業,4108,懷特,twse,2026-01-17
2047,生技醫療業,4109,加捷生醫,tpex,2026-01-17
2048,生技醫療業,4111,濟生,tpex,2026-01-17
2049,建材營造,4113,聯上,tpex,2026-01-17
2050,生技醫療業,4114,健喬,tpex,2026-01-17
2051,生技醫療業,4115,善德生技,emerging,2026-01-17
2052,生技醫療業,4116,明基醫,tpex,2026-01-17
2053,生技醫療業,4117,普生,emerging,2026-01-17
2054,生技醫療業,4119,旭富,twse,2026-01-17
2055,化學生技醫療,4119,旭富,twse,2026-01-17
2056,生技醫療業,4120,友華,tpex,2026-01-17
2057,生技醫療業,4121,優盛,tpex,2026-01-17
2058,生技醫療業,4123,晟德,tpex,2026-01-17
2059,生技醫療業,4126,太醫,tpex,2026-01-17
2060,生技醫療業,4127,天良,tpex,2026-01-17
2061,生技醫療業,4128,中天,tpex,2026-01-17
2062,生技醫療業,4129,聯合,tpex,2026-01-17
2063,生技醫療業,4129A,聯合甲特,tpex,2023-08-10
2064,生技醫療業,4130,健亞,tpex,2026-01-17
2065,生技醫療業,4131,浩泰,tpex,2026-01-17
2066,生技醫療業,4132,國鼎,emerging,2026-01-17
2067,生技醫療業,4133,亞諾法,twse,2026-01-17
2068,化學生技醫療,4133,亞諾法,twse,2026-01-17
2069,生技醫療業,4137,麗豐-KY,twse,2026-01-17
2070,化學生技醫療,4137,麗豐-KY,twse,2026-01-17
2071,生技醫療業,4138,曜亞,tpex,2026-01-17
2072,生技醫療業,4139,馬光-KY,tpex,2026-01-17
2073,化學生技醫療,4141,龍燈-KY,twse,2025-12-31
2074,生技醫療業,4141,龍燈-KY,twse,2026-01-14
2075,生技醫療業,4142,國光生,twse,2026-01-17
2076,化學生技醫療,4142,國光生,twse,2026-01-17
2077,化學生技醫療,4144,康聯-KY,twse,2025-12-31
2078,生技醫療業,4144,康聯-KY,twse,2026-01-14
2079,生技醫療業,4147,中裕,tpex,2026-01-17
2080,生技醫療業,4148,全宇生技-KY,twse,2026-01-17
2081,化學生技醫療,4148,全宇生技-KY,twse,2026-01-17
2082,生技醫療業,4150,優你康,emerging,2026-01-17
2083,生技醫療業,4152,台微體,tpex,2021-10-02
2084,生技醫療業,4153,鈺緯,tpex,2026-01-17
2085,其他,4154,樂威科-KY,tpex,2026-01-17
2086,生技醫療業,4154,樂威科-KY,tpex,2023-07-05
2087,生技醫療業,4155,訊映,twse,2026-01-17
2088,化學生技醫療,4155,訊映,twse,2026-01-17
2089,生技醫療業,4157,太景*-KY,tpex,2026-01-17
2090,生技醫療業,4160,訊聯基因,tpex,2026-01-17
2091,生技醫療業,4161,聿新科,tpex,2026-01-17
2092,生技醫療業,4162,智擎,tpex,2026-01-17
2093,生技醫療業,4163,鐿鈦,tpex,2026-01-17
2094,生技醫療業,4164,承業醫,twse,2026-01-17
2095,化學生技醫療,4164,承業醫,twse,2026-01-17
2096,生技醫療業,4166,友霖,tpex,2026-01-17
2097,生技醫療業,4167,松瑞藥,tpex,2026-01-17
2098,生技醫療業,4168,醣聯,tpex,2026-01-17
2099,生技醫療業,4169,泰宗,emerging,2026-01-17
2100,生技醫療業,4170,鑫品生醫,emerging,2026-01-17
2101,農業科技業,4171,瑞基,tpex,2026-01-17
2102,生技醫療業,4172,因華,emerging,2026-01-17
2103,生技醫療業,4173,久裕,tpex,2026-01-17
2104,生技醫療業,4174,浩鼎,tpex,2026-01-17
2105,生技醫療業,4175,杏一,tpex,2026-01-17
2106,生技醫療業,4178,永笙-KY,emerging,2026-01-17
2107,生技醫療業,4183,福永生技,tpex,2026-01-17
2108,生技醫療業,4186,尖端醫,emerging,2026-01-17
2109,生技醫療業,4188,安克,tpex,2026-01-17
2110,化學生技醫療,4190,佐登-KY,twse,2026-01-17
2111,生技醫療業,4190,佐登-KY,twse,2026-01-17
2112,生技醫療業,4192,杏國,tpex,2026-01-17
2113,生技醫療業,4194,禾生技,emerging,2026-01-17
2114,生技醫療業,4195,基米,emerging,2026-01-17
2115,生技醫療業,4197,暐世,emerging,2026-01-17
2116,生技醫療業,4198,欣大健康,tpex,2026-01-17
2117,食品工業,4205,中華食,tpex,2026-01-17
2118,食品工業,4207,環泰,tpex,2026-01-17
2119,塑膠工業,4303,信立,tpex,2026-01-17
2120,塑膠工業,4304,勝昱,tpex,2026-01-17
2121,塑膠工業,4305,世坤,tpex,2026-01-17
2122,塑膠工業,4306,炎洲,twse,2026-01-17
2123,紡織纖維,4401,東隆興,tpex,2026-01-17
2124,紡織纖維,4402,郡都開發,tpex,2026-01-17
2125,紡織纖維,4406,新昕纖,tpex,2026-01-17
2126,紡織纖維,4413,飛寶企業,tpex,2026-01-17
2127,紡織纖維,4414,如興,twse,2026-01-17
2128,建材營造,4416,三圓,tpex,2026-01-17
2129,紡織纖維,4417,金洲,tpex,2026-01-17
2130,觀光餐旅,4419,皇家美食,tpex,2026-01-17
2131,紡織纖維,4419,元勝,tpex,2024-06-05
2132,紡織纖維,4420,光明,tpex,2026-01-17
2133,紡織纖維,4426,利勤,twse,2026-01-17
2134,紡織纖維,4429,聚紡,tpex,2022-05-27
2135,其他,4430,耀億,tpex,2026-01-17
2136,其他,4431,敏成健康,emerging,2026-01-17
2137,紡織纖維,4432,銘旺實,tpex,2026-01-17
2138,紡織纖維,4433,興采,tpex,2026-01-17
2139,紡織纖維,4438,廣越,twse,2026-01-17
2140,紡織纖維,4439,冠星-KY,twse,2026-01-17
2141,紡織纖維,4440,宜新實業,twse,2026-01-17
2142,紡織纖維,4441,振大環球,twse,2026-01-17
2143,紡織纖維,4442,竣邦-KY,tpex,2026-01-17
2144,電機機械,4502,健信,tpex,2026-01-17
2145,電機機械,4503,金雨,tpex,2026-01-17
2146,電機機械,4506,崇友,tpex,2026-01-17
2147,電機機械,4510,高鋒,tpex,2026-01-17
2148,電機機械,4513,福裕,tpex,2026-01-17
2149,電機機械,4523,永彰,tpex,2026-01-17
2150,電機機械,4526,東台,twse,2026-01-17
2151,電機機械,4527,方土霖,tpex,2026-01-17
2152,電機機械,4528,江興鍛,tpex,2026-01-17
2153,其他,4529,淳紳,tpex,2026-01-17
2154,觀光餐旅,4530,宏易,tpex,2026-01-17
2155,電機機械,4530,宏易,tpex,2023-07-05
2156,電機機械,4532,瑞智,twse,2026-01-17
2157,電機機械,4533,協易機,tpex,2026-01-17
2158,電機機械,4534,慶騰,tpex,2026-01-17
2159,電機機械,4535,至興,tpex,2026-01-17
2160,運動休閒,4536,拓凱,twse,2026-01-17
2161,其他,4536,拓凱,twse,2023-06-30
2162,光電業,4537,旭東,emerging,2026-01-17
2163,電機機械,4538,大詠城,tpex,2026-01-17
2164,電機機械,4540,全球傳動,twse,2026-01-17
2165,其他,4541,晟田,tpex,2026-01-17
2166,電子零組件業,4542,科嶠,tpex,2026-01-17
2167,電機機械,4543,萬在,tpex,2026-01-17
2168,電機機械,4544,春日,emerging,2026-01-17
2169,電子工業,4545,銘鈺,twse,2026-01-17
2170,電子零組件業,4545,銘鈺,twse,2026-01-17
2171,電機機械,4546,長亨,emerging,2026-01-17
2172,電機機械,4549,桓達,tpex,2026-01-17
2173,電機機械,4550,長佳,tpex,2026-01-17
2174,汽車工業,4551,智伸科,twse,2026-01-17
2175,電機機械,4552,力達-KY,twse,2026-01-17
2176,電機機械,4553,盛復,emerging,2026-01-17
2177,其他電子類,4554,橙的,tpex,2026-01-17
2178,電機機械,4555,氣立,twse,2026-01-17
2179,其他,4556,旭然,tpex,2026-01-17
2180,汽車工業,4557,永新-KY,twse,2026-01-17
2181,電機機械,4558,寶緯,tpex,2026-01-17
2182,運動休閒,4559,久裕興,emerging,2026-01-17
2183,電機機械,4560,強信-KY,twse,2026-01-17
2184,電機機械,4561,健椿,tpex,2026-01-17
2185,電機機械,4562,穎漢,twse,2026-01-17
2186,電機機械,4563,百德,tpex,2026-01-17
2187,電機機械,4564,元翎,twse,2026-01-17
2188,電機機械,4565,宏偉,emerging,2026-01-17
2189,電機機械,4566,時碩工業,twse,2026-01-17
2190,電機機械,4568,科際精密,tpex,2026-01-17
2191,汽車工業,4569,六方科-KY,twse,2026-01-17
2192,電機機械,4570,傑生,emerging,2026-01-17
2193,電機機械,4571,鈞興-KY,twse,2026-01-17
2194,電機機械,4572,駐龍,twse,2026-01-17
2195,電機機械,4573,高明鐵,emerging,2026-01-17
2196,電機機械,4575,銓寶,emerging,2026-01-17
2197,電機機械,4576,大銀微系統,twse,2026-01-17
2198,其他電子類,4577,達航科技,tpex,2026-01-17
2199,電機機械,4578,總格精密,emerging,2024-04-25
2200,電機機械,4580,捷流閥業,tpex,2026-01-17
2201,汽車工業,4581,光隆精密-KY,twse,2026-01-17
2202,綠能環保,4582,聚恆,emerging,2026-01-17
2203,電機機械,4583,台灣精銳,twse,2026-01-17
2204,電機機械,4584,君帆,tpex,2026-01-17
2205,電子工業,4585,達明,twse,2026-01-17
2206,其他電子業,4585,達明,twse,2026-01-17
2207,電機機械,4587,寶元數控,emerging,2026-01-17
2208,其他電子業,4588,玖鼎電力,twse,2026-01-17
2209,電子工業,4588,玖鼎電力,twse,2026-01-17
2210,電機機械,4589,碩陽電機,emerging,2026-01-17
2211,電機機械,4590,富田,emerging,2026-01-17
2212,居家生活類,4609,唐鋒,tpex,2026-01-17
2213,電器電纜,4609,唐鋒,tpex,2023-07-05
2214,居家生活類,4702,中美實,tpex,2026-01-17
2215,化學工業,4702,中美實,tpex,2023-07-05
2216,化學工業,4706,大恭,tpex,2026-01-17
2217,化學工業,4707,磐亞,tpex,2026-01-17
2218,化學工業,4711,永純,tpex,2026-01-17
2219,食品工業,4712,南璋,tpex,2024-02-08
2220,化學工業,4714,永捷,tpex,2026-01-17
2221,化學工業,4716,大立,tpex,2026-01-17
2222,化學工業,4720,德淵,twse,2026-01-17
2223,化學生技醫療,4720,德淵,twse,2026-01-17
2224,化學工業,4721,美琪瑪,tpex,2026-01-17
2225,化學工業,4722,國精化,twse,2026-01-17
2226,化學生技醫療,4722,國精化,twse,2026-01-17
2227,生技醫療業,4724,宣捷幹細胞,emerging,2026-01-17
2228,化學工業,4725,信昌化,twse,2025-12-14
2229,化學生技醫療,4725,信昌化,twse,2025-12-31
2230,生技醫療業,4726,永昕,tpex,2026-01-17
2231,生技醫療業,4728,雙美,tpex,2026-01-17
2232,光電業,4729,熒茂,tpex,2026-01-17
2233,生技醫療業,4732,彥臣,emerging,2026-01-17
2234,化學生技醫療,4733,上緯,twse,2024-12-03
2235,化學工業,4733,上緯,twse,2024-12-03
2236,生技醫療業,4735,豪展,tpex,2026-01-17
2237,化學生技醫療,4736,泰博,twse,2026-01-17
2238,生技醫療業,4736,泰博,twse,2026-01-17
2239,生技醫療業,4737,華廣,twse,2026-01-17
2240,化學生技醫療,4737,華廣,twse,2026-01-17
2241,化學工業,4738,大同精化,emerging,2026-01-17
2242,化學生技醫療,4739,康普,twse,2026-01-17
2243,化學工業,4739,康普,twse,2026-01-17
2244,化學工業,4741,泓瀚,tpex,2026-01-17
2245,生技醫療業,4743,合一,tpex,2026-01-17
2246,生技醫療業,4744,皇將,tpex,2026-01-17
2247,生技醫療業,4745,合富-KY,tpex,2026-01-17
2248,化學生技醫療,4746,台耀,twse,2026-01-17
2249,生技醫療業,4746,台耀,twse,2026-01-17
2250,生技醫療業,4747,強生,tpex,2026-01-17
2251,半導體業,4749,新應材,tpex,2026-01-17
2252,光電業,4749,新應材,emerging,2025-01-15
2253,化學工業,4754,國碳科,tpex,2026-01-17
2254,化學工業,4755,三福化,twse,2026-01-17
2255,化學生技醫療,4755,三福化,twse,2026-01-17
2256,其他電子類,4760,勤凱,tpex,2026-01-17
2257,化學生技醫療,4763,材料*-KY,twse,2026-01-17
2258,化學工業,4763,材料*-KY,twse,2026-01-17
2259,化學工業,4764,雙鍵,twse,2026-01-17
2260,化學生技醫療,4764,雙鍵,twse,2026-01-17
2261,化學工業,4765,磐采,emerging,2026-01-17
2262,化學生技醫療,4766,南寶,twse,2026-01-17
2263,化學工業,4766,南寶,twse,2026-01-17
2264,化學工業,4767,誠泰科技,tpex,2026-01-17
2265,化學工業,4768,晶呈科技,tpex,2026-01-17
2266,化學生技醫療,4770,上品,twse,2026-01-17
2267,化學工業,4770,上品,twse,2026-01-17
2268,生技醫療業,4771,望隼,twse,2026-01-17
2269,化學生技醫療,4771,望隼,twse,2026-01-17
2270,化學工業,4772,台特化,tpex,2026-01-17
2271,化學工業,4773,高福,emerging,2026-01-17
2272,文化創意業,4803,VHQ-KY,tpex,2021-12-18
2273,觀光事業,4804,大略-KY,tpex,2023-06-29
2274,觀光餐旅,4804,大略-KY,tpex,2026-01-17
2275,文化創意業,4806,桂田文創,tpex,2026-01-17
2276,貿易百貨,4807,日成-KY,twse,2026-01-17
2277,通信網路業,4903,聯光通,tpex,2026-01-17
2278,通信網路業,4904,遠傳,twse,2026-01-17
2279,電子工業,4904,遠傳,twse,2026-01-17
2280,通信網路業,4905,台聯電,tpex,2026-01-17
2281,通信網路業,4906,正文,twse,2026-01-17
2282,電子工業,4906,正文,twse,2026-01-17
2283,建材營造,4907,富宇,tpex,2026-01-17
2284,通信網路業,4908,前鼎,tpex,2026-01-17
2285,通信網路業,4909,新復興,tpex,2026-01-17
2286,生技醫療業,4911,德英,tpex,2026-01-17
2287,電子零組件業,4912,聯德控股-KY,twse,2026-01-17
2288,電子工業,4912,聯德控股-KY,twse,2026-01-17
2289,電子工業,4915,致伸,twse,2026-01-17
2290,電子零組件業,4915,致伸,twse,2026-01-17
2291,電子工業,4916,事欣科,twse,2026-01-17
2292,電腦及週邊設備業,4916,事欣科,twse,2026-01-17
2293,電子工業,4919,新唐,twse,2026-01-17
2294,半導體業,4919,新唐,twse,2026-01-17
2295,半導體業,4923,力士,tpex,2026-01-17
2296,電腦及週邊設備業,4924,欣厚-KY,tpex,2026-01-17
2297,半導體業,4925,智微,emerging,2026-01-17
2298,電子零組件業,4927,泰鼎-KY,twse,2026-01-17
2299,電子工業,4927,泰鼎-KY,twse,2026-01-17
2300,電器電纜,4930,燦星網,twse,2026-01-17
2301,電腦及週邊設備業,4931,新盛力,tpex,2026-01-17
2302,光電業,4933,友輝,tpex,2026-01-17
2303,光電業,4934,太極,twse,2026-01-17
2304,電子工業,4934,太極,twse,2026-01-17
2305,電子工業,4935,茂林-KY,twse,2026-01-17
2306,光電業,4935,茂林-KY,twse,2026-01-17
2307,電子工業,4938,和碩,twse,2026-01-17
2308,電腦及週邊設備業,4938,和碩,twse,2026-01-17
2309,電子零組件業,4939,亞電,tpex,2026-01-17
2310,電子工業,4942,嘉彰,twse,2026-01-17
2311,光電業,4942,嘉彰,twse,2026-01-17
2312,電子工業,4943,康控-KY,twse,2026-01-17
2313,電子零組件業,4943,康控-KY,twse,2026-01-17
2314,光電業,4944,兆遠,tpex,2023-10-27
2315,半導體業,4945,陞達科技,tpex,2025-09-04
2316,文化創意業,4946,辣椒,tpex,2026-01-17
2317,光電業,4949,有成精密,twse,2026-01-17
2318,電子工業,4949,有成精密,twse,2026-01-17
2319,鋼鐵工業,4950,金耘國際,tpex,2026-01-17
2320,其他,4950,金耘國際,tpex,2025-06-01
2321,半導體業,4951,精拓科,tpex,2026-01-17
2322,半導體業,4952,凌通,twse,2026-01-17
2323,電子工業,4952,凌通,twse,2026-01-17
2324,資訊服務業,4953,緯軟,tpex,2026-01-17
2325,電子工業,4956,光鋐,twse,2026-01-17
2326,光電業,4956,光鋐,twse,2026-01-17
2327,電子零組件業,4958,臻鼎-KY,twse,2026-01-17
2328,電子工業,4958,臻鼎-KY,twse,2026-01-17
2329,光電業,4960,誠美材,twse,2026-01-17
2330,電子工業,4960,誠美材,twse,2026-01-17
2331,半導體業,4961,天鈺,twse,2026-01-17
2332,電子工業,4961,天鈺,twse,2026-01-17
2333,半導體業,4966,譜瑞-KY,tpex,2026-01-17
2334,半導體業,4967,十銓,twse,2026-01-17
2335,電子工業,4967,十銓,twse,2026-01-17
2336,半導體業,4968,立積,twse,2026-01-17
2337,電子工業,4968,立積,twse,2026-01-17
2338,半導體業,4971,IET-KY,tpex,2026-01-17
2339,光電業,4972,湯石照明,tpex,2026-01-17
2340,半導體業,4973,廣穎,tpex,2026-01-17
2341,電子零組件業,4974,亞泰,tpex,2026-01-17
2342,電子工業,4976,佳凌,twse,2026-01-17
2343,光電業,4976,佳凌,twse,2026-01-17
2344,通信網路業,4977,眾達-KY,twse,2026-01-17
2345,電子工業,4977,眾達-KY,twse,2026-01-17
2346,通信網路業,4979,華星光,tpex,2026-01-17
2347,電子零組件業,4980,佐臻,emerging,2026-01-17
2348,電子工業,4984,科納-KY,twse,2026-01-12
2349,通信網路業,4984,科納-KY,twse,2026-01-05
2350,電腦及週邊設備業,4987,科誠,tpex,2026-01-17
2351,電子零組件業,4989,榮科,twse,2026-01-17
2352,電子工業,4989,榮科,twse,2026-01-17
2353,半導體業,4991,環宇-KY,tpex,2026-01-17
2354,資訊服務業,4994,傳奇,twse,2026-01-17
2355,電子工業,4994,傳奇,twse,2026-01-17
2356,光電業,4995,晶達,tpex,2026-01-17
2357,電子零組件業,4999,鑫禾,twse,2026-01-17
2358,電子工業,4999,鑫禾,twse,2026-01-17
2359,鋼鐵工業,5007,三星,twse,2026-01-17
2360,鋼鐵工業,5009,榮剛,tpex,2026-01-17
2361,鋼鐵工業,5011,久陽,tpex,2026-01-17
2362,鋼鐵工業,5013,強新,tpex,2026-01-17
2363,鋼鐵工業,5014,建錩,tpex,2026-01-17
2364,鋼鐵工業,5015,華祺,tpex,2026-01-17
2365,鋼鐵工業,5016,松和,tpex,2026-01-17
2366,橡膠工業,5102,富強,tpex,2022-07-09
2367,資訊服務業,5201,凱衛,tpex,2026-01-17
2368,資訊服務業,5202,力新,tpex,2026-01-17
2369,資訊服務業,5203,訊連,twse,2026-01-17
2370,電子工業,5203,訊連,twse,2026-01-17
2371,綠能環保類,5205,中茂,tpex,2026-01-17
2372,其他電子類,5205,中茂,tpex,2023-07-05
2373,建材營造,5206,坤悅,tpex,2026-01-17
2374,資訊服務業,5209,新鼎,tpex,2022-06-03
2375,其他,5209,新鼎,tpex,2026-01-17
2376,資訊服務業,5210,寶碩,tpex,2026-01-17
2377,資訊服務業,5211,蒙恬,tpex,2026-01-17
2378,資訊服務業,5212,凌網,tpex,2026-01-17
2379,建材營造,5213,亞昕,tpex,2026-01-17
2380,電子工業,5215,科嘉-KY,twse,2026-01-17
2381,電腦及週邊設備業,5215,科嘉-KY,twse,2026-01-17
2382,光電業,5220,萬達光電,tpex,2026-01-17
2383,半導體業,5222,全訊,twse,2026-01-17
2384,電子工業,5222,全訊,twse,2026-01-17
2385,電腦及週邊設備業,5223,安力-KY,tpex,2026-01-17
2386,其他電子業,5225,東科-KY,twse,2026-01-17
2387,電子工業,5225,東科-KY,twse,2026-01-17
2388,電子零組件業,5227,立凱-KY,tpex,2026-01-17
2389,電子零組件業,5228,鈺鎧,tpex,2026-01-17
2390,光電業,5230,雷笛克光學,tpex,2026-01-17
2391,其他電子業,5233,有量,emerging,2024-08-13
2392,光電業,5234,達興材料,twse,2026-01-17
2393,電子工業,5234,達興材料,twse,2026-01-17
2394,半導體業,5236,凌陽創新,tpex,2026-01-17
2395,光電業,5240,建騰,emerging,2026-01-17
2396,光電業,5243,乙盛-KY,twse,2026-01-17
2397,電子工業,5243,乙盛-KY,twse,2026-01-17
2398,光電業,5244,弘凱,twse,2026-01-17
2399,電子工業,5244,弘凱,twse,2026-01-17
2400,光電業,5245,智晶,tpex,2026-01-17
2401,半導體業,5246,勵威,emerging,2026-01-17
2402,光電業,5248,景傳,emerging,2026-01-17
2403,光電業,5251,天鉞電,tpex,2026-01-17
2404,電子零組件業,5254,欣訊科技,emerging,2026-01-17
2405,電腦及週邊設備業,5258,虹堡,twse,2026-01-17
2406,電子工業,5258,虹堡,twse,2026-01-17
2407,電子工業,5259,奕智博,twse,2026-01-12
2408,光電業,5259,奕智博,twse,2026-01-13
2409,半導體業,5262,立達,emerging,2026-01-17
2410,文化創意業,5263,智崴,tpex,2026-01-17
2411,電子工業,5264,鎧勝-KY,twse,2026-01-12
2412,電腦及週邊設備業,5264,鎧勝-KY,twse,2025-12-24
2413,光電業,5267,龍翩,emerging,2026-01-17
2414,電子工業,5269,祥碩,twse,2026-01-17
2415,半導體業,5269,祥碩,twse,2026-01-17
2416,電子零組件業,5271,紘通,emerging,2026-01-17
2417,半導體業,5272,笙科,tpex,2026-01-17
2418,半導體業,5274,信驊,tpex,2026-01-17
2419,其他,5276,達輝-KY,tpex,2026-01-17
2420,光電業,5277,葳天,emerging,2025-07-24
2421,數位雲端類,5278,尚凡*,tpex,2026-01-17
2422,電子商務業,5278,尚凡,tpex,2023-06-29
2423,半導體業,5280,F-敦泰,twse,2024-12-04
2424,電子工業,5280,F-敦泰,twse,2024-12-04
2425,光電業,5281,大峽谷-KY,tpex,2023-10-27
2426,電器電纜,5283,禾聯碩,twse,2026-01-17
2427,其他,5284,jpp-KY,twse,2026-01-17
2428,半導體業,5285,界霖,twse,2026-01-17
2429,電子工業,5285,界霖,twse,2026-01-17
2430,電子商務業,5287,數字,tpex,2023-06-29
2431,數位雲端類,5287,數字,tpex,2026-01-17
2432,電機機械,5288,豐祥-KY,twse,2026-01-17
2433,電腦及週邊設備業,5289,宜鼎,tpex,2026-01-17
2434,電子零組件業,5291,邑昇,tpex,2026-01-17
2435,綠能環保,5292,華懋,twse,2026-01-17
2436,半導體業,5297,廣化,emerging,2026-01-17
2437,半導體業,5299,杰力,tpex,2026-01-17
2438,觀光事業,5301,寶得利,tpex,2023-06-29
2439,觀光餐旅,5301,寶得利,tpex,2026-01-17
2440,半導體業,5302,太欣,tpex,2026-01-17
2441,電腦及週邊設備業,5304,鼎創達,tpex,2020-11-22
2442,電子工業,5305,敦南,twse,2026-01-12
2443,半導體業,5305,敦南,twse,2025-10-20
2444,運動休閒,5306,桂盟,twse,2026-01-17
2445,其他,5306,桂盟,twse,2023-06-30
2446,電子零組件業,5309,系統電,tpex,2026-01-17
2447,資訊服務業,5310,天剛,tpex,2026-01-17
2448,生技醫療業,5312,寶島科,tpex,2026-01-17
2449,其他,5314,世紀*,tpex,2026-01-17
2450,半導體業,5314,世紀*,tpex,2025-06-01
2451,光電業,5315,光聯,tpex,2026-01-17
2452,電子零組件業,5321,美而快,tpex,2022-06-03
2453,數位雲端類,5321,美而快,tpex,2026-01-17
2454,電子商務業,5321,美而快,tpex,2023-06-29
2455,建材營造,5324,士開,tpex,2026-01-17
2456,電子零組件業,5328,華容,tpex,2026-01-17
2457,電子零組件業,5340,建榮,tpex,2026-01-17
2458,半導體業,5344,立衛,tpex,2026-01-17
2459,電子零組件業,5345,天揚,tpex,2021-06-12
2460,其他,5345,馥鴻,tpex,2026-01-17
2461,半導體業,5347,世界,tpex,2026-01-17
2462,通信網路業,5348,正能量智能,tpex,2025-06-01
2463,運動休閒類,5348,正能量智能,tpex,2026-01-17
2464,電子零組件業,5349,先豐,tpex,2020-10-31
2465,半導體業,5351,鈺創,tpex,2026-01-17
2466,通信網路業,5353,台林,tpex,2026-01-17
2467,電子零組件業,5355,佳總,tpex,2026-01-17
2468,電腦及週邊設備業,5356,協益,tpex,2026-01-17
2469,觀光事業,5364,力麗店,tpex,2023-06-29
2470,觀光餐旅,5364,力麗店,tpex,2026-01-17
2471,光電業,5371,中光電,tpex,2026-01-17
2472,電子零組件業,5381,合正,tpex,2026-01-17
2473,其他電子類,5383,金利,tpex,2024-05-25
2474,電腦及週邊設備業,5386,青雲,tpex,2026-01-17
2475,通信網路業,5388,中磊,twse,2026-01-17
2476,電子工業,5388,中磊,twse,2026-01-17
2477,光電業,5392,能率,tpex,2026-01-17
2478,其他,5398,慕康生醫,tpex,2026-01-17
2479,資訊服務業,5403,中菲,tpex,2026-01-17
2480,資訊服務業,5410,國眾,tpex,2026-01-17
2481,半導體業,5425,台半,tpex,2026-01-17
2482,電腦及週邊設備業,5426,振發,tpex,2026-01-17
2483,綠能環保類,5432,新門,tpex,2026-01-17
2484,光電業,5432,新門,tpex,2024-06-05
2485,電子通路業,5434,崇越,twse,2026-01-17
2486,電子工業,5434,崇越,twse,2026-01-17
2487,電腦及週邊設備業,5438,東友,tpex,2026-01-17
2488,電子零組件業,5439,高技,tpex,2026-01-17
2489,光電業,5443,均豪,tpex,2025-06-01
2490,半導體業,5443,均豪,tpex,2026-01-17
2491,其他,5450,南良,tpex,2026-01-17
2492,電腦及週邊設備業,5450,寶聯通,tpex,2020-06-03
2493,其他電子類,5452,佶優,tpex,2026-01-17
2494,建材營造,5455,昇益,tpex,2026-01-17
2495,電子零組件業,5457,宣德,tpex,2026-01-17
2496,電子零組件業,5460,同協,tpex,2026-01-17
2497,電子零組件業,5464,霖宏,tpex,2026-01-17
2498,電腦及週邊設備業,5465,富驊,tpex,2026-01-17
2499,半導體業,5468,凱鈺,tpex,2026-01-17
2500,電子零組件業,5469,瀚宇博,twse,2026-01-17
2501,電子工業,5469,瀚宇博,twse,2026-01-17
2502,電子工業,5471,松翰,twse,2026-01-17
2503,半導體業,5471,松翰,twse,2026-01-17
2504,電腦及週邊設備業,5474,聰泰,tpex,2026-01-17
2505,電子零組件業,5475,德宏,tpex,2026-01-17
2506,文化創意業,5478,智冠,tpex,2026-01-17
2507,其他,5481,新華,tpex,2026-01-17
2508,電子零組件業,5481,新華,tpex,2020-06-03
2509,半導體業,5483,中美晶,tpex,2026-01-17
2510,電子工業,5484,慧友,twse,2026-01-17
2511,光電業,5484,慧友,twse,2026-01-17
2512,半導體業,5487,通泰,tpex,2026-01-17
