,產業別,股票代碼,股票名稱,市場別,更新日期
892,橡膠工業,2101,南港,twse,2026-01-17
893,橡膠工業,2102,泰豐,twse,2026-01-17
894,橡膠工業,2103,台橡,twse,2026-01-17
895,橡膠工業,2104,國際中橡,twse,2026-01-17
896,橡膠工業,2105,正新,twse,2026-01-17
897,橡膠工業,2106,建大,twse,2026-01-17
898,橡膠工業,2107,厚生,twse,2026-01-17
899,橡膠工業,2108,南帝,twse,2026-01-17
900,橡膠工業,2109,華豐,twse,2026-01-17
901,橡膠工業,2114,鑫永銓,twse,2026-01-17
902,汽車工業,2115,六暉-KY,twse,2026-01-17
903,汽車工業,2201,裕隆,twse,2026-01-17
904,汽車工業,2204,中華,twse,2026-01-17
905,汽車工業,2206,三陽工業,twse,2026-01-17
906,汽車工業,2207,和泰車,twse,2026-01-17
907,航運業,2208,台船,twse,2026-01-17
908,鋼鐵工業,2211,長榮鋼,twse,2026-01-17
909,其他,2221,大甲,tpex,2026-01-17
910,汽車工業,2227,裕日車,twse,2026-01-17
911,汽車工業,2228,劍麟,twse,2026-01-17
912,電機機械,2230,泰茂,tpex,2026-01-17
913,汽車工業,2231,為升,twse,2026-01-17
914,汽車工業,2233,宇隆,twse,2026-01-17
915,電機機械,2235,謚源,tpex,2026-01-17
916,汽車工業,2236,百達-KY,twse,2026-01-17
917,電機機械,2237,華德動能,emerging,2026-01-17
918,汽車工業,2239,英利-KY,twse,2026-01-17
919,電機機械,2241,艾姆勒,twse,2021-06-01
920,汽車工業,2241,艾姆勒,twse,2026-01-17
921,汽車工業,2243,宏旭-KY,twse,2026-01-17
922,電機機械,2245,詠勝昌*,emerging,2026-01-17
923,汽車工業,2247,汎德永業,twse,2026-01-17
924,汽車工業,2248,華勝-KY,twse,2026-01-17
925,電機機械,2248,華勝-KY,emerging,2025-03-12
926,電機機械,2249,湧盛,emerging,2026-01-17
927,汽車工業,2250,IKKA-KY,twse,2026-01-17
928,其他電子業,2252,為昇科,emerging,2026-01-17
929,創新版股票,2254,巨鎧精密-創,twse,2024-12-04
930,創新板股票,2254,巨鎧精密-創,twse,2026-01-17
931,汽車工業,2254,巨鎧精密-創,twse,2026-01-17
932,其他電子業,2255,凱銳光電,emerging,2026-01-17
933,其他電子業,2256,歐特明,emerging,2026-01-17
934,汽車工業,2258,鴻華先進-創,twse,2026-01-17
935,創新版股票,2258,鴻華先進-創,twse,2024-12-04
936,創新板股票,2258,鴻華先進-創,twse,2026-01-17
937,電子工業,2301,光寶科,twse,2026-01-17
938,電腦及週邊設備業,2301,光寶科,twse,2026-01-17
939,半導體業,2302,麗正,twse,2026-01-17
940,電子工業,2302,麗正,twse,2026-01-17
941,電子工業,2303,聯電,twse,2026-01-17
942,半導體業,2303,聯電,twse,2026-01-17
943,電子工業,2305,全友,twse,2026-01-17
944,電腦及週邊設備業,2305,全友,twse,2026-01-17
945,電子工業,2308,台達電,twse,2026-01-17
946,電子零組件業,2308,台達電,twse,2026-01-17
947,半導體業,2311,日月光,twse,2025-10-20
948,電子工業,2311,日月光,twse,2026-01-12
949,其他電子業,2312,金寶,twse,2026-01-17
950,電子工業,2312,金寶,twse,2026-01-17
951,電子工業,2313,華通,twse,2026-01-17
952,電子零組件業,2313,華通,twse,2026-01-17
953,通信網路業,2314,台揚,twse,2026-01-17
954,電子工業,2314,台揚,twse,2026-01-17
955,電腦及週邊設備業,2315,神達,twse,2024-12-04
956,電子工業,2315,神達,twse,2024-12-04
957,電子零組件業,2316,楠梓電,twse,2026-01-17
958,電子工業,2316,楠梓電,twse,2026-01-17
959,其他電子業,2317,鴻海,twse,2026-01-17
960,電子工業,2317,鴻海,twse,2026-01-17
961,通信網路業,2321,東訊,twse,2026-01-17
962,電子工業,2321,東訊,twse,2026-01-17
963,光電業,2323,中環,twse,2026-01-17
964,電子工業,2323,中環,twse,2026-01-17
965,電腦及週邊設備業,2324,仁寶,twse,2026-01-17
966,電子工業,2324,仁寶,twse,2026-01-17
967,半導體業,2325,矽品,twse,2025-10-20
968,電子工業,2325,矽品,twse,2026-01-12
969,電子工業,2327,國巨*,twse,2026-01-17
970,電子零組件業,2327,國巨*,twse,2026-01-17
971,電子零組件業,2328,廣宇,twse,2026-01-17
972,電子工業,2328,廣宇,twse,2026-01-17
973,電子工業,2329,華泰,twse,2026-01-17
974,半導體業,2329,華泰,twse,2026-01-17
975,電子工業,2330,台積電,twse,2026-01-17
976,半導體業,2330,台積電,twse,2026-01-17
977,電腦及週邊設備業,2331,精英,twse,2026-01-17
978,電子工業,2331,精英,twse,2026-01-17
979,電子工業,2332,友訊,twse,2026-01-17
980,通信網路業,2332,友訊,twse,2026-01-17
981,電腦及週邊設備業,2336,致伸,twse,2024-12-04
982,電子工業,2336,致伸,twse,2024-12-04
983,電子工業,2337,旺宏,twse,2026-01-17
984,半導體業,2337,旺宏,twse,2026-01-17
985,半導體業,2338,光罩,twse,2026-01-17
986,電子工業,2338,光罩,twse,2026-01-17
987,光電業,2340,台亞,twse,2022-06-01
988,電子工業,2340,台亞,twse,2026-01-17
989,半導體業,2340,台亞,twse,2026-01-17
990,電腦及週邊設備業,2341,英群,twse,2024-12-04
991,電子工業,2341,英群,twse,2024-12-04
992,電子工業,2342,茂矽,twse,2026-01-17
993,半導體業,2342,茂矽,twse,2026-01-17
994,半導體業,2344,華邦電,twse,2026-01-17
995,電子工業,2344,華邦電,twse,2026-01-17
996,電子工業,2345,智邦,twse,2026-01-17
997,通信網路業,2345,智邦,twse,2026-01-17
998,電子通路業,2347,聯強,twse,2026-01-17
999,電子工業,2347,聯強,twse,2026-01-17
1000,其他,2348,海悅,twse,2026-01-17
1001,其他,2348A,海悅甲特,twse,2026-01-17
1002,電子工業,2349,錸德,twse,2026-01-17
1003,光電業,2349,錸德,twse,2026-01-17
1004,電子工業,2350,環電,twse,2024-12-04
1005,其他電子業,2350,環電,twse,2024-12-04
1006,電子工業,2351,順德,twse,2026-01-17
1007,半導體業,2351,順德,twse,2026-01-17
1008,電腦及週邊設備業,2352,佳世達,twse,2026-01-17
1009,電子工業,2352,佳世達,twse,2026-01-17
1010,電腦及週邊設備業,2353,宏碁,twse,2026-01-17
1011,電子工業,2353,宏碁,twse,2026-01-17
1012,電子工業,2354,鴻準,twse,2026-01-17
1013,其他電子業,2354,鴻準,twse,2026-01-17
1014,電子工業,2355,敬鵬,twse,2026-01-17
1015,電子零組件業,2355,敬鵬,twse,2026-01-17
1016,電腦及週邊設備業,2356,英業達,twse,2026-01-17
1017,電子工業,2356,英業達,twse,2026-01-17
1018,電腦及週邊設備業,2357,華碩,twse,2026-01-17
1019,電子工業,2357,華碩,twse,2026-01-17
1020,其他,2358,廷鑫,twse,2026-01-13
1021,電子工業,2359,所羅門,twse,2026-01-17
1022,其他電子業,2359,所羅門,twse,2026-01-17
1023,電子工業,2360,致茂,twse,2026-01-17
1024,其他電子業,2360,致茂,twse,2026-01-17
1025,電子工業,2361,鴻友,twse,2024-12-04
1026,電腦及週邊設備業,2361,鴻友,twse,2024-12-04
1027,電腦及週邊設備業,2362,藍天,twse,2026-01-17
1028,電子工業,2362,藍天,twse,2026-01-17
1029,半導體業,2363,矽統,twse,2026-01-17
1030,電子工業,2363,矽統,twse,2026-01-17
1031,電腦及週邊設備業,2364,倫飛,twse,2026-01-17
1032,電子工業,2364,倫飛,twse,2026-01-17
1033,電腦及週邊設備業,2365,昆盈,twse,2026-01-17
1034,電子工業,2365,昆盈,twse,2026-01-17
1035,電子零組件業,2367,燿華,twse,2026-01-17
1036,電子工業,2367,燿華,twse,2026-01-17
1037,電子零組件業,2368,金像電,twse,2026-01-17
1038,電子工業,2368,金像電,twse,2026-01-17
1039,電子工業,2369,菱生,twse,2026-01-17
1040,半導體業,2369,菱生,twse,2026-01-17
1041,電機機械,2371,大同,twse,2026-01-17
1042,電子工業,2373,震旦行,twse,2026-01-17
1043,其他電子業,2373,震旦行,twse,2026-01-17
1044,光電業,2374,佳能,twse,2026-01-17
1045,電子工業,2374,佳能,twse,2026-01-17
1046,電子工業,2375,凱美,twse,2026-01-17
1047,電子零組件業,2375,凱美,twse,2026-01-17
1048,電腦及週邊設備業,2376,技嘉,twse,2026-01-17
1049,電子工業,2376,技嘉,twse,2026-01-17
1050,電子工業,2377,微星,twse,2026-01-17
1051,電腦及週邊設備業,2377,微星,twse,2026-01-17
1052,半導體業,2379,瑞昱,twse,2026-01-17
1053,電子工業,2379,瑞昱,twse,2026-01-17
1054,電子工業,2380,虹光,twse,2026-01-17
1055,電腦及週邊設備業,2380,虹光,twse,2026-01-17
1056,電腦及週邊設備業,2381,華宇,twse,2024-12-04
1057,電子工業,2381,華宇,twse,2024-12-04
1058,電腦及週邊設備業,2382,廣達,twse,2026-01-17
1059,電子工業,2382,廣達,twse,2026-01-17
1060,電子零組件業,2383,台光電,twse,2026-01-17
1061,電子工業,2383,台光電,twse,2026-01-17
1062,電子工業,2384,勝華,twse,2024-12-04
1063,光電業,2384,勝華,twse,2024-12-04
1064,電子零組件業,2385,群光,twse,2026-01-17
1065,電子工業,2385,群光,twse,2026-01-17
1066,電子工業,2387,精元,twse,2026-01-17
1067,電腦及週邊設備業,2387,精元,twse,2026-01-17
1068,半導體業,2388,威盛,twse,2026-01-17
1069,電子工業,2388,威盛,twse,2026-01-17
1070,電子工業,2390,云辰,twse,2026-01-17
1071,其他電子業,2390,云辰,twse,2026-01-17
1072,電子工業,2391,合勤,twse,2024-12-04
1073,通信網路業,2391,合勤,twse,2024-12-04
1074,電子零組件業,2392,正崴,twse,2026-01-17
1075,電子工業,2392,正崴,twse,2026-01-17
1076,光電業,2393,億光,twse,2026-01-17
1077,電子工業,2393,億光,twse,2026-01-17
1078,電腦及週邊設備業,2395,研華,twse,2026-01-17
1079,電子工業,2395,研華,twse,2026-01-17
1080,光電業,2396,精碟,twse,2024-12-04
1081,電子工業,2396,精碟,twse,2024-12-04
1082,電子工業,2397,友通,twse,2026-01-17
1083,電腦及週邊設備業,2397,友通,twse,2026-01-17
1084,電子工業,2399,映泰,twse,2026-01-17
1085,電腦及週邊設備業,2399,映泰,twse,2026-01-17
1086,電子工業,2401,凌陽,twse,2026-01-17
1087,半導體業,2401,凌陽,twse,2026-01-17
1088,電子工業,2402,毅嘉,twse,2026-01-17
1089,電子零組件業,2402,毅嘉,twse,2026-01-17
1090,電子通路業,2403,友尚,twse,2024-12-04
1091,電子工業,2403,友尚,twse,2024-12-04
1092,電子工業,2404,漢唐,twse,2026-01-17
1093,其他電子業,2404,漢唐,twse,2026-01-17
1094,電腦及週邊設備業,2405,輔信,twse,2026-01-17
1095,電子工業,2405,輔信,twse,2026-01-17
1096,電子工業,2406,國碩,twse,2026-01-17
1097,光電業,2406,國碩,twse,2026-01-17
1098,半導體業,2408,南亞科,twse,2026-01-17
1099,電子工業,2408,南亞科,twse,2026-01-17
1100,光電業,2409,友達,twse,2026-01-17
1101,電子工業,2409,友達,twse,2026-01-17
1102,電子工業,2411,飛瑞,twse,2024-12-04
1103,其他電子業,2411,飛瑞,twse,2024-12-04
1104,電子工業,2412,中華電,twse,2026-01-17
1105,通信網路業,2412,中華電,twse,2026-01-17
1106,電子零組件業,2413,環科,twse,2026-01-17
1107,電子工業,2413,環科,twse,2026-01-17
1108,電子工業,2414,精技,twse,2026-01-17
1109,電子通路業,2414,精技,twse,2026-01-17
1110,電子工業,2415,錩新,twse,2026-01-17
1111,電子零組件業,2415,錩新,twse,2026-01-17
1112,電子工業,2417,圓剛,twse,2026-01-17
1113,電腦及週邊設備業,2417,圓剛,twse,2026-01-17
1114,電子工業,2418,雅新,twse,2024-12-04
1115,電子工業,2419,仲琦,twse,2026-01-17
1116,通信網路業,2419,仲琦,twse,2026-01-17
1117,電子工業,2420,新巨,twse,2026-01-17
1118,電子零組件業,2420,新巨,twse,2026-01-17
1119,電子工業,2421,建準,twse,2026-01-17
1120,電子零組件業,2421,建準,twse,2026-01-17
1121,電子工業,2423,固緯,twse,2026-01-17
1122,其他電子業,2423,固緯,twse,2026-01-17
1123,電腦及週邊設備業,2424,隴華,twse,2023-06-30
1124,通信網路業,2424,隴華,twse,2026-01-17
1125,電子工業,2424,隴華,twse,2026-01-17
1126,電子工業,2425,承啟,twse,2026-01-17
1127,電腦及週邊設備業,2425,承啟,twse,2026-01-17
1128,光電業,2426,鼎元,twse,2026-01-17
1129,電子工業,2426,鼎元,twse,2026-01-17
1130,資訊服務業,2427,三商電,twse,2026-01-17
1131,電子工業,2427,三商電,twse,2026-01-17
1132,電子工業,2428,興勤,twse,2026-01-17
1133,電子零組件業,2428,興勤,twse,2026-01-17
1134,電子零組件業,2429,銘旺科,twse,2021-06-01
1135,電子工業,2429,銘旺科,twse,2026-01-17
1136,光電業,2429,銘旺科,twse,2026-01-17
1137,電子工業,2430,燦坤,twse,2026-01-17
1138,電子通路業,2430,燦坤,twse,2026-01-17
1139,電子工業,2431,聯昌,twse,2026-01-17
1140,電子零組件業,2431,聯昌,twse,2026-01-17
1141,電腦及週邊設備業,2432,倚天酷碁-創,twse,2026-01-17
1142,通信網路業,2432,倚天,twse,2023-05-30
1143,創新板股票,2432,倚天酷碁-創,twse,2026-01-17
1144,電子工業,2432,倚天酷碁-創,twse,2026-01-17
1145,創新版股票,2432,倚天酷碁-創,twse,2024-12-04
1146,其他電子業,2433,互盛電,twse,2026-01-17
1147,電子工業,2433,互盛電,twse,2026-01-17
1148,半導體業,2434,統懋,twse,2026-01-17
1149,電子工業,2434,統懋,twse,2026-01-17
1150,半導體業,2436,偉詮電,twse,2026-01-17
1151,電子工業,2436,偉詮電,twse,2026-01-17
1152,電子工業,2437,旺詮,twse,2025-05-14
1153,電子零組件業,2437,旺詮,twse,2024-12-04
1154,光電業,2438,翔耀,twse,2026-01-17
1155,電子工業,2438,翔耀,twse,2026-01-17
1156,電子工業,2439,美律,twse,2026-01-17
1157,通信網路業,2439,美律,twse,2026-01-17
1158,電子工業,2440,太空梭,twse,2026-01-17
1159,電子零組件業,2440,太空梭,twse,2026-01-17
1160,半導體業,2441,超豐,twse,2026-01-17
1161,電子工業,2441,超豐,twse,2026-01-17
1162,電子工業,2442,新美齊,twse,2023-06-30
1163,建材營造,2442,新美齊,twse,2026-01-17
1164,電腦及週邊設備業,2442,新美齊,twse,2023-06-30
1165,其他,2443,昶虹,twse,2026-01-13
1166,電子工業,2444,兆勁,twse,2026-01-17
1167,通信網路業,2444,兆勁,twse,2026-01-17
1168,電子工業,2446,全懋,twse,2024-12-04
1169,半導體業,2446,全懋,twse,2024-12-04
1170,資訊服務業,2447,鼎新,twse,2024-12-04
1171,電子工業,2447,鼎新,twse,2024-12-04
1172,光電業,2448,晶電,twse,2026-01-13
1173,電子工業,2448,晶電,twse,2026-01-12
1174,電子工業,2449,京元電子,twse,2026-01-17
1175,半導體業,2449,京元電子,twse,2026-01-17
1176,電子工業,2450,神腦,twse,2026-01-17
1177,通信網路業,2450,神腦,twse,2026-01-17
1178,電子工業,2451,創見,twse,2026-01-17
1179,半導體業,2451,創見,twse,2026-01-17
1180,電子工業,2452,乾坤,twse,2024-12-04
1181,電子零組件業,2452,乾坤,twse,2024-12-04
1182,資訊服務業,2453,凌群,twse,2026-01-17
1183,電子工業,2453,凌群,twse,2026-01-17
1184,半導體業,2454,聯發科,twse,2026-01-17
1185,電子工業,2454,聯發科,twse,2026-01-17
1186,通信網路業,2455,全新,twse,2026-01-17
1187,電子工業,2455,全新,twse,2026-01-17
1188,電子零組件業,2456,奇力新,twse,2026-01-02
1189,電子工業,2456,奇力新,twse,2026-01-12
1190,電子工業,2457,飛宏,twse,2026-01-17
1191,電子零組件業,2457,飛宏,twse,2026-01-17
1192,半導體業,2458,義隆,twse,2026-01-17
1193,電子工業,2458,義隆,twse,2026-01-17
1194,電子通路業,2459,敦吉,twse,2021-06-01
1195,電子工業,2459,敦吉,twse,2026-01-17
1196,其他電子業,2459,敦吉,twse,2026-01-17
1197,電子零組件業,2460,建通,twse,2026-01-17
1198,電子工業,2460,建通,twse,2026-01-17
1199,電子工業,2461,光群雷,twse,2026-01-17
1200,其他電子業,2461,光群雷,twse,2026-01-17
1201,電子工業,2462,良得電,twse,2026-01-17
1202,電子零組件業,2462,良得電,twse,2026-01-17
1203,電腦及週邊設備業,2463,研揚,twse,2024-12-04
1204,電子工業,2463,研揚,twse,2024-12-04
1205,其他電子業,2464,盟立,twse,2026-01-17
1206,電子工業,2464,盟立,twse,2026-01-17
1207,電腦及週邊設備業,2465,麗臺,twse,2026-01-17
1208,電子工業,2465,麗臺,twse,2026-01-17
1209,光電業,2466,冠西電,twse,2026-01-17
1210,電子工業,2466,冠西電,twse,2026-01-17
1211,電子工業,2467,志聖,twse,2026-01-17
1212,電子零組件業,2467,志聖,twse,2026-01-17
1213,電子工業,2468,華經,twse,2026-01-17
1214,資訊服務業,2468,華經,twse,2026-01-17
1215,電子工業,2469,力信,twse,2024-12-04
1216,電子零組件業,2469,力信,twse,2024-12-04
1217,電子工業,2471,資通,twse,2026-01-17
1218,資訊服務業,2471,資通,twse,2026-01-17
1219,電子工業,2472,立隆電,twse,2026-01-17
1220,電子零組件業,2472,立隆電,twse,2026-01-17
1221,電子工業,2473,思源,twse,2024-12-04
1222,半導體業,2473,思源,twse,2024-12-04
1223,其他電子業,2474,可成,twse,2026-01-17
1224,電子工業,2474,可成,twse,2026-01-17
1225,光電業,2475,華映,twse,2026-01-13
1226,電子工業,2475,華映,twse,2026-01-12
1227,電子工業,2476,鉅祥,twse,2026-01-17
1228,電子零組件業,2476,鉅祥,twse,2026-01-17
1229,其他電子業,2477,美隆電,twse,2026-01-17
1230,電子工業,2477,美隆電,twse,2026-01-17
1231,電子零組件業,2478,大毅,twse,2026-01-17
1232,電子工業,2478,大毅,twse,2026-01-17
1233,電子工業,2479,和立,twse,2024-12-04
1234,資訊服務業,2480,敦陽科,twse,2026-01-17
1235,電子工業,2480,敦陽科,twse,2026-01-17
1236,半導體業,2481,強茂,twse,2026-01-17
1237,電子工業,2481,強茂,twse,2026-01-17
1238,電子工業,2482,連宇,twse,2026-01-17
1239,其他電子業,2482,連宇,twse,2026-01-17
1240,電子零組件業,2483,百容,twse,2026-01-17
1241,電子工業,2483,百容,twse,2026-01-17
1242,電子工業,2484,希華,twse,2026-01-17
1243,電子零組件業,2484,希華,twse,2026-01-17
1244,通信網路業,2485,兆赫,twse,2026-01-17
1245,電子工業,2485,兆赫,twse,2026-01-17
1246,光電業,2486,一詮,twse,2026-01-17
1247,電子工業,2486,一詮,twse,2026-01-17
1248,電子工業,2488,漢平,twse,2026-01-17
1249,其他電子業,2488,漢平,twse,2026-01-17
1250,光電業,2489,瑞軒,twse,2026-01-17
1251,電子工業,2489,瑞軒,twse,2026-01-17
1252,光電業,2491,吉祥全,twse,2026-01-17
1253,電子工業,2491,吉祥全,twse,2026-01-17
1254,電子工業,2492,華新科,twse,2026-01-17
1255,電子零組件業,2492,華新科,twse,2026-01-17
1256,電子工業,2493,揚博,twse,2026-01-17
1257,電子零組件業,2493,揚博,twse,2026-01-17
1258,電子工業,2494,廣業科,twse,2024-12-04
1259,通信網路業,2494,廣業科,twse,2024-12-04
1260,其他電子業,2495,普安,twse,2022-06-01
1261,電腦及週邊設備業,2495,普安,twse,2026-01-17
1262,電子工業,2495,普安,twse,2026-01-17
1263,其他,2496,卓越,twse,2026-01-17
1264,汽車工業,2497,怡利電,twse,2026-01-17
1265,電子工業,2498,宏達電,twse,2026-01-17
1266,通信網路業,2498,宏達電,twse,2026-01-17
1267,光電業,2499,東貝,twse,2026-01-13
1268,電子工業,2499,東貝,twse,2026-01-12
1269,建材營造,2501,國建,twse,2026-01-17
1270,建材營造,2504,國產,twse,2026-01-17
1271,建材營造,2505,國揚,twse,2026-01-17
1272,建材營造,2506,太設,twse,2026-01-17
1273,建材營造,2509,全坤建,twse,2026-01-17
1274,建材營造,2511,太子,twse,2026-01-17
1275,其他,2514,龍邦,twse,2026-01-17
1276,建材營造,2515,中工,twse,2026-01-17
1277,建材營造,2516,新建,twse,2026-01-17
1278,建材營造,2520,冠德,twse,2026-01-17
1279,建材營造,2524,京城,twse,2026-01-17
1280,建材營造,2526,大陸,twse,2024-12-04
1281,建材營造,2527,宏璟,twse,2026-01-17
1282,建材營造,2528,皇普,twse,2026-01-17
1283,建材營造,2530,華建,twse,2026-01-17
1284,建材營造,2534,宏盛,twse,2026-01-17
1285,建材營造,2535,達欣工,twse,2026-01-17
1286,建材營造,2536,宏普,twse,2026-01-17
1287,建材營造,2537,聯上發,twse,2026-01-17
1288,建材營造,2538,基泰,twse,2026-01-17
1289,建材營造,2539,櫻花建,twse,2026-01-17
1290,建材營造,2540,愛山林,twse,2026-01-17
1291,建材營造,2542,興富發,twse,2026-01-17
1292,建材營造,2543,皇昌,twse,2026-01-17
1293,建材營造,2545,皇翔,twse,2026-01-17
1294,建材營造,2546,根基,twse,2026-01-17
1295,建材營造,2547,日勝生,twse,2026-01-17
1296,建材營造,2548,華固,twse,2026-01-17
1297,建材營造,2596,綠意,tpex,2026-01-17
1298,建材營造,2597,潤弘,twse,2026-01-17
1299,貿易百貨,2601,益航,twse,2026-01-17
1300,航運業,2603,長榮,twse,2026-01-17
1301,航運業,2605,新興,twse,2026-01-17
1302,航運業,2606,裕民,twse,2026-01-17
1303,航運業,2607,榮運,twse,2026-01-17
1304,航運業,2608,嘉里大榮,twse,2026-01-17
1305,航運業,2609,陽明,twse,2026-01-17
1306,航運業,2610,華航,twse,2026-01-17
1307,航運業,2611,志信,twse,2026-01-17
1308,航運業,2612,中航,twse,2026-01-17
1309,航運業,2613,中櫃,twse,2026-01-17
1310,貿易百貨,2614,東森,twse,2021-06-01
1311,其他,2614,東森,twse,2026-01-17
1312,航運業,2615,萬海,twse,2026-01-17
1313,油電燃氣業,2616,山隆,twse,2026-01-17
1314,航運業,2617,台航,twse,2026-01-17
1315,航運業,2618,長榮航,twse,2026-01-17
1316,航運業,2630,亞航,twse,2026-01-17
1317,航運業,2633,台灣高鐵,twse,2026-01-17
1318,航運業,2634,漢翔,twse,2026-01-17
1319,航運業,2636,台驊控股,twse,2026-01-17
1320,航運業,2637,慧洋-KY,twse,2026-01-17
1321,其他,2640,大車隊,tpex,2023-07-05
1322,數位雲端類,2640,大車隊,tpex,2026-01-17
1323,航運業,2641,正德,tpex,2026-01-17
1324,航運業,2642,宅配通,twse,2026-01-17
1325,航運業,2643,捷迅,tpex,2026-01-17
1326,航運業,2644,中信造船,emerging,2026-01-17
1327,航運業,2645,長榮航太,twse,2026-01-17
1328,航運業,2646,星宇航空,twse,2026-01-17
1329,觀光餐旅,2701,萬企,twse,2026-01-17
1330,觀光事業,2701,萬企,twse,2023-06-29
1331,觀光餐旅,2702,華園,twse,2026-01-17
1332,觀光事業,2702,華園,twse,2023-06-29
1333,觀光餐旅,2704,國賓,twse,2026-01-17
1334,觀光事業,2704,國賓,twse,2023-06-29
1335,觀光事業,2705,六福,twse,2023-06-29
1336,觀光餐旅,2705,六福,twse,2026-01-17
1337,觀光餐旅,2706,第一店,twse,2026-01-17
1338,觀光事業,2706,第一店,twse,2023-06-29
1339,觀光事業,2707,晶華,twse,2023-06-29
1340,觀光餐旅,2707,晶華,twse,2026-01-17
1341,觀光事業,2712,遠雄來,twse,2023-06-29
1342,觀光餐旅,2712,遠雄來,twse,2026-01-17
1343,觀光事業,2718,晶悅,tpex,2023-06-29
1344,觀光餐旅,2718,晶悅,tpex,2023-07-05
1345,建材營造,2718,全心投控,tpex,2026-01-17
1346,觀光餐旅,2719,燦星旅,tpex,2026-01-17
1347,觀光事業,2719,燦星旅,tpex,2023-06-29
1348,觀光事業,2722,夏都,twse,2023-06-29
1349,觀光餐旅,2722,夏都,twse,2026-01-17
1350,觀光餐旅,2723,美食-KY,twse,2026-01-17
1351,觀光事業,2723,美食-KY,twse,2023-06-29
1352,觀光事業,2724,富驛-KY,tpex,2023-06-29
1353,其他,2724,藝舍-KY,tpex,2026-01-17
1354,觀光餐旅,2724,藝舍-KY,tpex,2025-06-01
1355,觀光事業,2726,雅茗-KY,tpex,2023-06-29
1356,觀光餐旅,2726,雅茗-KY,tpex,2026-01-17
1357,觀光事業,2727,王品,twse,2023-06-29
1358,觀光餐旅,2727,王品,twse,2026-01-17
1359,觀光事業,2729,瓦城,tpex,2023-06-29
1360,觀光餐旅,2729,瓦城,tpex,2026-01-17
1361,觀光事業,2731,雄獅,twse,2023-06-29
1362,觀光餐旅,2731,雄獅,twse,2026-01-17
1363,觀光餐旅,2732,六角,tpex,2026-01-17
1364,觀光事業,2732,六角,tpex,2023-06-29
1365,觀光餐旅,2733,維格餅家,emerging,2026-01-17
1366,觀光事業,2734,易飛網,tpex,2023-06-29
1367,觀光餐旅,2734,易飛網,tpex,2026-01-17
1368,觀光事業,2736,富野,tpex,2023-06-29
1369,觀光餐旅,2736,富野,tpex,2026-01-17
1370,觀光事業,2739,寒舍,twse,2023-06-29
1371,觀光餐旅,2739,寒舍,twse,2026-01-17
1372,觀光事業,2740,天蔥,tpex,2023-06-29
1373,觀光餐旅,2740,天蔥,tpex,2026-01-17
1374,觀光餐旅,2741,老四川,emerging,2026-01-17
1375,觀光餐旅,2743,山富,tpex,2026-01-17
1376,觀光事業,2743,山富,tpex,2023-06-29
1377,觀光餐旅,2745,五福,tpex,2026-01-17
1378,觀光事業,2745,五福,tpex,2023-06-29
1379,觀光餐旅,2748,雲品,twse,2026-01-17
1380,觀光事業,2748,雲品,twse,2023-06-29
1381,觀光餐旅,2750,桃禧,emerging,2025-09-24
1382,觀光餐旅,2751,王座,tpex,2026-01-17
1383,觀光事業,2752,豆府,tpex,2023-06-29
1384,觀光餐旅,2752,豆府,tpex,2026-01-17
1385,觀光餐旅,2753,八方雲集,twse,2026-01-17
1386,觀光事業,2753,八方雲集,twse,2023-06-29
1387,觀光餐旅,2754,亞洲藏壽司,tpex,2026-01-17
1388,觀光事業,2754,亞洲藏壽司,tpex,2023-06-29
1389,觀光餐旅,2755,揚秦,tpex,2026-01-17
1390,觀光事業,2755,揚秦,tpex,2023-06-29
1391,觀光餐旅,2756,聯發國際,tpex,2026-01-17
1392,觀光事業,2756,聯發國際,tpex,2023-06-29
1393,觀光餐旅,2758,路易莎咖啡,emerging,2026-01-17
1394,觀光餐旅,2760,巨宇翔,emerging,2026-01-17
1395,觀光餐旅,2761,橘焱胡同,emerging,2026-01-17
1396,運動休閒,2762,世界健身-KY,twse,2026-01-17
1397,金融保險,2801,彰銀,twse,2026-01-17
1398,金融保險,2807,竹商銀,twse,2024-12-04
1399,金融保險,2809,京城銀,twse,2025-11-14
1400,金融保險,2812,台中銀,twse,2026-01-17
1401,金融保險,2816,旺旺保,twse,2026-01-17
1402,金融保險,2820,華票,twse,2026-01-17
1403,金融保險,2823,中壽,twse,2025-11-09
1404,金融保險,2827,中聯,twse,2024-12-04
1405,金融保險,2831,中華銀,twse,2024-12-04
1406,金融保險,2832,台產,twse,2026-01-17
1407,金融保險,2833,台壽保,twse,2024-12-04
1408,金融保險,2833A,台壽甲,twse,2024-12-04
1409,金融保險,2834,臺企銀,twse,2026-01-17
1410,金融保險,2836,高雄銀,twse,2026-01-17
1411,金融保險,2836A,高雄銀甲特,twse,2026-01-17
1412,金融保險,2837,萬泰銀,twse,2024-12-04
1413,金融保險,2838,聯邦銀,twse,2026-01-17
1414,金融保險,2838A,聯邦銀甲特,twse,2026-01-17
1415,建材營造,2841,台開,twse,2025-12-27
1416,金融保險,2845,遠東銀,twse,2026-01-17
1417,金融保險,2847,大眾銀,twse,2024-12-04
1418,金融保險,2849,安泰銀,twse,2026-01-17
1419,金融保險,2850,新產,twse,2026-01-17
1420,金融保險,2851,中再保,twse,2026-01-17
1421,金融保險,2852,第一保,twse,2026-01-17
