,TodayBalance,YesBalance,buy,date,name,Return,sell
663,166873754000,164350275000,14880991000,2020-11-30,MarginPurchaseMoney,114868000,12242644000
664,1067921,1060082,27729,2020-11-30,ShortSale,1368,36936
665,7992706,7944158,596113,2020-11-30,MarginPurchase,4900,542665
666,1073280,1067921,37055,2020-12-01,ShortSale,2458,44872
667,8090660,7992693,668376,2020-12-01,MarginPurchase,5882,564527
668,168377017000,166873754000,13495960000,2020-12-01,MarginPurchaseMoney,117132000,11875565000
669,1093649,1073280,25789,2020-12-02,ShortSale,3613,49771
670,8097758,8090654,636522,2020-12-02,MarginPurchase,10350,619068
671,169323847000,168377003000,13672990000,2020-12-02,MarginPurchaseMoney,227768000,12498378000
672,169976743000,169323563000,13132606000,2020-12-03,MarginPurchaseMoney,134118000,12345307000
673,8105470,8097739,576113,2020-12-03,MarginPurchase,6794,561588
674,1109224,1093649,32372,2020-12-03,ShortSale,2872,50819
675,8278074,8105471,720151,2020-12-04,MarginPurchase,6797,540751
676,1121286,1109224,48454,2020-12-04,ShortSale,4930,65446
677,172790201000,169976900000,14343146000,2020-12-04,MarginPurchaseMoney,162848000,11366996000
678,173225512000,171763752000,16420694000,2020-12-07,MarginPurchaseMoney,101492000,14857442000
679,8231359,8241634,713635,2020-12-07,MarginPurchase,4902,719008
680,1125974,1119362,47316,2020-12-07,ShortSale,2678,56606
681,8272720,8260192,587851,2020-12-08,MarginPurchase,9022,566301
682,1134096,1127981,41151,2020-12-08,ShortSale,1613,48879
683,174748765000,174270489000,13640276000,2020-12-08,MarginPurchaseMoney,160339000,13001661000
684,176623280000,174748765000,15953409000,2020-12-09,MarginPurchaseMoney,167260000,13911634000
685,1154844,1134104,37897,2020-12-09,ShortSale,2854,61491
686,8326924,8274182,612181,2020-12-09,MarginPurchase,9531,549908
687,1145599,1155214,55673,2020-12-10,ShortSale,3794,49852
688,176352340000,176623285000,14330011000,2020-12-10,MarginPurchaseMoney,142243000,14458713000
689,8285194,8334115,574071,2020-12-10,MarginPurchase,7359,615633
690,1127145,1145576,53073,2020-12-11,ShortSale,3596,38238
691,8235042,8285166,567005,2020-12-11,MarginPurchase,4622,612507
692,174971927000,176351849000,13959830000,2020-12-11,MarginPurchaseMoney,183620000,15156132000
693,1151017,1127145,23716,2020-12-14,ShortSale,2166,49754
694,177217096000,174971927000,10990913000,2020-12-14,MarginPurchaseMoney,129236000,8616508000
695,8331046,8232778,520962,2020-12-14,MarginPurchase,5767,416927
696,176163466000,177217096000,11396007000,2020-12-15,MarginPurchaseMoney,129552000,12320085000
697,1105537,1151017,79637,2020-12-15,ShortSale,4603,38760
698,8362260,8331038,612601,2020-12-15,MarginPurchase,3573,577806
699,177458467000,176163466000,10533948000,2020-12-16,MarginPurchaseMoney,106531000,9132416000
700,1126628,1105537,24808,2020-12-16,ShortSale,7671,53570
701,8419225,8362256,460779,2020-12-16,MarginPurchase,4952,398858
702,178080205000,177458609000,9550325000,2020-12-17,MarginPurchaseMoney,180996000,8747733000
703,1122556,1126628,43651,2020-12-17,ShortSale,4895,44474
704,8447608,8419227,436757,2020-12-17,MarginPurchase,30685,377691
705,1133690,1122554,29038,2020-12-18,ShortSale,5979,46153
706,8522011,8447654,514182,2020-12-18,MarginPurchase,7507,432318
707,179123809000,178080454000,10412733000,2020-12-18,MarginPurchaseMoney,129988000,9239390000
708,180799547000,179124370000,11388089000,2020-12-21,MarginPurchaseMoney,91318000,9621594000
709,1150563,1133690,40253,2020-12-21,ShortSale,2218,59344
710,8605154,8521919,582928,2020-12-21,MarginPurchase,3687,496006
711,179199058000,180799537000,12798255000,2020-12-22,MarginPurchaseMoney,182975000,14215759000
712,1133403,1150563,58602,2020-12-22,ShortSale,2673,44115
713,8563783,8605151,744680,2020-12-22,MarginPurchase,10270,775778
714,180885327000,179289926000,10242265000,2020-12-23,MarginPurchaseMoney,146333000,8500531000
715,1144545,1133455,32700,2020-12-23,ShortSale,2128,45918
716,8607382,8566068,505858,2020-12-23,MarginPurchase,3730,460814
717,8682118,8606855,543016,2020-12-24,MarginPurchase,4704,463049
718,182324600000,180884857000,10689584000,2020-12-24,MarginPurchaseMoney,111645000,9138196000
719,1158543,1144545,28321,2020-12-24,ShortSale,3011,45330
720,184261341000,182324600000,11728026000,2020-12-25,MarginPurchaseMoney,109719000,9681566000
721,1163281,1158543,29727,2020-12-25,ShortSale,2869,37334
722,8745031,8682118,555756,2020-12-25,MarginPurchase,5631,487212
723,8868470,8745028,711431,2020-12-28,MarginPurchase,3876,584113
724,186790038000,184261341000,14677254000,2020-12-28,MarginPurchaseMoney,95187000,12053370000
725,1197623,1163281,29217,2020-12-28,ShortSale,3796,67355
726,8777492,8868468,659702,2020-12-29,MarginPurchase,3979,746699
727,1185802,1197623,45189,2020-12-29,ShortSale,2897,36265
728,185949806000,186790038000,13678791000,2020-12-29,MarginPurchaseMoney,84180000,14434843000
729,1176219,1185802,44075,2020-12-30,ShortSale,3570,38062
730,187131498000,185949806000,11721491000,2020-12-30,MarginPurchaseMoney,117683000,10422116000
731,8842775,8777489,561758,2020-12-30,MarginPurchase,4361,492111
732,8832871,8842775,557201,2020-12-31,MarginPurchase,10635,556470
733,187358231000,187131498000,12671688000,2020-12-31,MarginPurchaseMoney,203417000,12241538000
734,1164523,1176219,40551,2020-12-31,ShortSale,3907,32762
735,8870768,8817937,642091,2021-01-04,MarginPurchase,5391,583869
736,1167692,1164523,43270,2021-01-04,ShortSale,2751,49190
737,190297046000,187358232000,17972130000,2021-01-04,MarginPurchaseMoney,122027000,14911289000
738,1147923,1167692,54240,2021-01-05,ShortSale,3716,38187
739,8879514,8870760,568704,2021-01-05,MarginPurchase,12937,547013
740,190793486000,190297027000,15409513000,2021-01-05,MarginPurchaseMoney,194352000,14718702000
741,8727450,8837130,683019,2021-01-06,MarginPurchase,7643,785056
742,188887027000,190764773000,18659275000,2021-01-06,MarginPurchaseMoney,181252000,20355769000
743,1122569,1147922,61109,2021-01-06,ShortSale,9015,44771
744,191847391000,188915691000,16065121000,2021-01-07,MarginPurchaseMoney,129977000,13003443000
745,1112874,1122519,47663,2021-01-07,ShortSale,5912,43930
746,8758219,8728062,541651,2021-01-07,MarginPurchase,3892,507602
747,8801354,8758213,550615,2021-01-08,MarginPurchase,11230,496244
748,192769659000,191847287000,17471232000,2021-01-08,MarginPurchaseMoney,185802000,16363058000
749,1103821,1112869,43726,2021-01-08,ShortSale,3136,37814
750,8881749,8801350,566054,2021-01-11,MarginPurchase,4011,481644
751,1109062,1103821,32946,2021-01-11,ShortSale,5921,44108
752,194744944000,192769708000,16521861000,2021-01-11,MarginPurchaseMoney,134865000,14411760000
753,8737782,8881743,546634,2021-01-12,MarginPurchase,5884,684711
754,1090494,1109062,54241,2021-01-12,ShortSale,5452,41125
755,191507530000,194744944000,15735845000,2021-01-12,MarginPurchaseMoney,135811000,18837448000
756,1086054,1090541,40627,2021-01-13,ShortSale,2555,38695
757,8813928,8737828,597950,2021-01-13,MarginPurchase,7062,514788
758,195212571000,191508004000,18177672000,2021-01-13,MarginPurchaseMoney,157237000,14315868000
759,8810319,8813923,576036,2021-01-14,MarginPurchase,7760,571880
760,198674900000,195212571000,19152008000,2021-01-14,MarginPurchaseMoney,234729000,15454949000
761,1084944,1086054,31175,2021-01-14,ShortSale,5137,35202
762,1066165,1084944,67811,2021-01-15,ShortSale,1994,51026
763,8790389,8810230,704937,2021-01-15,MarginPurchase,7219,717559
764,195440959000,198668744000,18279220000,2021-01-15,MarginPurchaseMoney,202056000,21304949000
765,8793006,8787766,440622,2021-01-18,MarginPurchase,5712,429670
766,195938145000,195445459000,12287194000,2021-01-18,MarginPurchaseMoney,165529000,11628979000
767,1058785,1066165,74460,2021-01-18,ShortSale,3056,70136
768,198027971000,196216914000,15762134000,2021-01-19,MarginPurchaseMoney,222110000,13728967000
769,1068133,1059069,32718,2021-01-19,ShortSale,2490,44272
770,8830328,8799144,525165,2021-01-19,MarginPurchase,8672,485309
771,8649982,8830320,551821,2021-01-20,MarginPurchase,8597,723562
772,193231918000,198027971000,15215931000,2021-01-20,MarginPurchaseMoney,221872000,19790112000
773,1030933,1068133,57075,2021-01-20,ShortSale,29007,48882
774,194740341000,193231568000,14338348000,2021-01-21,MarginPurchaseMoney,148044000,12681531000
775,1042278,1030933,40423,2021-01-21,ShortSale,3051,54819
776,8585974,8649974,417402,2021-01-21,MarginPurchase,4202,477200
777,8619738,8585968,394105,2021-01-22,MarginPurchase,10750,349585
778,1055594,1042278,40855,2021-01-22,ShortSale,5303,59474
779,197772542000,194740341000,16071312000,2021-01-22,MarginPurchaseMoney,311148000,12727962000
780,8581745,8619732,399602,2021-01-25,MarginPurchase,52410,385179
781,1007455,1055594,33878,2021-01-25,ShortSale,49786,35525
782,199605953000,197772542000,15097269000,2021-01-25,MarginPurchaseMoney,259693000,13004165000
783,8554812,8581743,398033,2021-01-26,MarginPurchase,10527,414437
784,970088,1007450,66954,2021-01-26,ShortSale,3056,32648
785,198171989000,199605974000,13651037000,2021-01-26,MarginPurchaseMoney,249185000,14835837000
786,201011072000,198171989000,12265269000,2021-01-27,MarginPurchaseMoney,135195000,9290991000
787,8626484,8554806,359035,2021-01-27,MarginPurchase,3127,284230
788,976504,970085,35452,2021-01-27,ShortSale,2393,44264
789,8566116,8626480,385840,2021-01-28,MarginPurchase,22959,423245
790,916124,976504,85720,2021-01-28,ShortSale,17803,43143
791,200286762000,201011072000,12006095000,2021-01-28,MarginPurchaseMoney,217350000,12513055000
792,198191951000,200286762000,10613278000,2021-01-29,MarginPurchaseMoney,257347000,12450741000
793,8518061,8566115,398712,2021-01-29,MarginPurchase,41041,405725
794,913612,916124,50095,2021-01-29,ShortSale,2518,50101
795,196354794000,198191950000,8298527000,2021-02-01,MarginPurchaseMoney,355815000,9779868000
796,826071,913612,85443,2021-02-01,ShortSale,54267,52169
797,8482664,8518056,358502,2021-02-01,MarginPurchase,13880,380014
798,818468,826071,30631,2021-02-02,ShortSale,15742,38770
799,8495473,8482661,391287,2021-02-02,MarginPurchase,7307,371168
800,194807092000,196368633000,10146287000,2021-02-02,MarginPurchaseMoney,364894000,11342934000
801,8490399,8495471,357470,2021-02-03,MarginPurchase,7709,354833
802,194467085000,194806985000,9491151000,2021-02-03,MarginPurchaseMoney,220357000,9610694000
803,825997,818468,28307,2021-02-03,ShortSale,3803,39639
804,834822,825997,37833,2021-02-04,ShortSale,4656,51314
805,193416254000,194467085000,7655994000,2021-02-04,MarginPurchaseMoney,395247000,8311578000
806,8469018,8490398,321416,2021-02-04,MarginPurchase,9213,333583
807,8296787,8469018,313258,2021-02-05,MarginPurchase,23904,461585
808,831662,834822,39879,2021-02-05,ShortSale,9984,46703
809,189952641000,193416254000,8554945000,2021-02-05,MarginPurchaseMoney,537584000,11480974000
810,8361445,8290328,596749,2021-02-17,MarginPurchase,13926,511706
811,849656,831027,29908,2021-02-17,ShortSale,2803,51340
812,193048987000,189656322000,17877822000,2021-02-17,MarginPurchaseMoney,208479000,14276678000
813,196422393000,193046401000,16740222000,2021-02-18,MarginPurchaseMoney,130954000,13233276000
814,8473312,8360961,564027,2021-02-18,MarginPurchase,6128,445548
815,857963,849749,32502,2021-02-18,ShortSale,6498,47214
816,8589154,8473278,598536,2021-02-19,MarginPurchase,11833,470827
817,867903,857963,29554,2021-02-19,ShortSale,5859,45353
818,199702597000,196422393000,16460081000,2021-02-19,MarginPurchaseMoney,290730000,12889146000
819,8699749,8589153,687305,2021-02-22,MarginPurchase,5635,571074
820,887121,867902,23918,2021-02-22,ShortSale,3648,46785
821,203048919000,199702597000,18771788000,2021-02-22,MarginPurchaseMoney,139171000,15286295000
822,205162372000,203048919000,16486224000,2021-02-23,MarginPurchaseMoney,99181000,14273590000
823,8782372,8699748,612371,2021-02-23,MarginPurchase,3489,526258
824,892059,887121,34435,2021-02-23,ShortSale,2372,41745
825,205090123000,205161646000,16081312000,2021-02-24,MarginPurchaseMoney,115459000,16037376000
826,891513,892059,32032,2021-02-24,ShortSale,3377,34863
827,8803201,8782342,605420,2021-02-24,MarginPurchase,4343,580218
828,8887238,8803198,643930,2021-02-25,MarginPurchase,4541,555349
829,922806,891513,20297,2021-02-25,ShortSale,3119,54709
830,207647124000,205090123000,15750655000,2021-02-25,MarginPurchaseMoney,125117000,13068537000
831,8892801,8887236,610275,2021-02-26,MarginPurchase,7718,596992
832,927688,922806,46359,2021-02-26,ShortSale,3006,54247
833,209209692000,207647124000,14615081000,2021-02-26,MarginPurchaseMoney,190209000,12862304000
834,8813987,8892800,518456,2021-03-02,MarginPurchase,4568,592701
835,933530,927688,34550,2021-03-02,ShortSale,8099,48491
836,207401442000,209209687000,12542014000,2021-03-02,MarginPurchaseMoney,119652000,14230607000
837,8881344,8813981,455406,2021-03-03,MarginPurchase,3841,384202
838,929364,933530,35603,2021-03-03,ShortSale,7847,39284
839,208611375000,207401442000,11410113000,2021-03-03,MarginPurchaseMoney,91222000,10108958000
840,921031,929364,33551,2021-03-04,ShortSale,11820,37038
841,210623996000,208611375000,12290506000,2021-03-04,MarginPurchaseMoney,121855000,10156030000
842,8893623,8881344,460222,2021-03-04,MarginPurchase,5549,442394
843,8926661,8893621,439836,2021-03-05,MarginPurchase,22470,384326
844,884717,921031,48213,2021-03-05,ShortSale,19601,31500
845,211431492000,210623996000,9725817000,2021-03-05,MarginPurchaseMoney,297964000,8620357000
846,8914292,8926657,442378,2021-03-08,MarginPurchase,4215,450528
847,877173,884717,37081,2021-03-08,ShortSale,16076,45613
848,211823369000,211431492000,11379692000,2021-03-08,MarginPurchaseMoney,136670000,10851145000
849,862577,877173,41461,2021-03-09,ShortSale,11095,37960
850,8962966,8914288,425826,2021-03-09,MarginPurchase,5647,371501
851,214392438000,211823369000,12010015000,2021-03-09,MarginPurchaseMoney,139255000,9301691000
852,8939496,8962964,338049,2021-03-10,MarginPurchase,5502,356015
853,881770,862577,20672,2021-03-10,ShortSale,3383,43248
854,214442225000,214392426000,9390462000,2021-03-10,MarginPurchaseMoney,169546000,9171117000
855,878306,881770,32928,2021-03-11,ShortSale,6345,35809
856,215825802000,214442225000,13868639000,2021-03-11,MarginPurchaseMoney,130242000,12354819000
857,8942652,8939492,431188,2021-03-11,MarginPurchase,5612,422416
858,867338,878306,36063,2021-03-12,ShortSale,2489,27584
859,215831664000,215825956000,13209580000,2021-03-12,MarginPurchaseMoney,295735000,12908137000
860,8957638,8942652,439082,2021-03-12,MarginPurchase,16745,407351
861,9044356,8957636,465737,2021-03-15,MarginPurchase,10266,368751
862,852951,867337,28088,2021-03-15,ShortSale,10711,24413
863,218622587000,215831657000,13370903000,2021-03-15,MarginPurchaseMoney,265631000,10314342000
864,9034825,9044355,502811,2021-03-16,MarginPurchase,11076,501265
865,842881,852951,27595,2021-03-16,ShortSale,7146,24671
866,219279686000,218622587000,14213306000,2021-03-16,MarginPurchaseMoney,286883000,13269324000
867,219823995000,219279686000,14038853000,2021-03-17,MarginPurchaseMoney,358219000,13136325000
868,844030,842881,29691,2021-03-17,ShortSale,4714,35554
869,8989783,9034822,438776,2021-03-17,MarginPurchase,15479,468336
870,8973839,8989779,520716,2021-03-18,MarginPurchase,3552,533104
871,818920,844030,32221,2021-03-18,ShortSale,18694,25805
872,221271582000,219823995000,15577982000,2021-03-18,MarginPurchaseMoney,107888000,14022507000
873,9015534,8973837,529637,2021-03-19,MarginPurchase,8888,479052
874,773562,818920,46341,2021-03-19,ShortSale,27307,28290
875,222088148000,221271532000,14582545000,2021-03-19,MarginPurchaseMoney,197328000,13568601000
876,225596256000,222088108000,17443969000,2021-03-22,MarginPurchaseMoney,114842000,13820978000
877,756032,773558,42771,2021-03-22,ShortSale,17007,42252
878,9145016,9015534,705680,2021-03-22,MarginPurchase,3965,572233
879,9051577,9145014,647133,2021-03-23,MarginPurchase,13504,727066
880,744221,756032,43120,2021-03-23,ShortSale,8622,39931
881,225031013000,225596249000,16514297000,2021-03-23,MarginPurchaseMoney,200598000,16878935000
882,9121898,9055305,545734,2021-03-24,MarginPurchase,4156,474985
883,748340,744269,31640,2021-03-24,ShortSale,6202,41913
884,227128377000,225302069000,13811927000,2021-03-24,MarginPurchaseMoney,91993000,11893626000
885,9084950,9121902,534990,2021-03-25,MarginPurchase,9729,562213
886,731918,748340,46610,2021-03-25,ShortSale,3523,33711
887,228048637000,227128371000,14675662000,2021-03-25,MarginPurchaseMoney,213557000,13541839000
888,229766669000,228048637000,16062333000,2021-03-26,MarginPurchaseMoney,162987000,14181314000
889,9129703,9084946,549886,2021-03-26,MarginPurchase,6033,499096
890,747026,731918,24179,2021-03-26,ShortSale,4717,44004
891,745812,747026,27927,2021-03-29,ShortSale,5913,32626
892,230197160000,229766669000,17142489000,2021-03-29,MarginPurchaseMoney,134853000,16577145000
893,9164461,9129702,673945,2021-03-29,MarginPurchase,11487,627699
894,231312242000,230197160000,15633299000,2021-03-30,MarginPurchaseMoney,138979000,14379238000
895,733785,745811,29433,2021-03-30,ShortSale,5072,22479
896,9137418,9164459,511296,2021-03-30,MarginPurchase,7413,530924
897,9122072,9137417,512643,2021-03-31,MarginPurchase,12287,515701
898,705029,733794,49153,2021-03-31,ShortSale,4854,25242
899,232107089000,231312242000,16175774000,2021-03-31,MarginPurchaseMoney,307540000,15073387000
900,9145356,9121427,564590,2021-04-01,MarginPurchase,17005,523656
901,702891,705020,28797,2021-04-01,ShortSale,4661,31329
902,232812929000,232085875000,16355630000,2021-04-01,MarginPurchaseMoney,331645000,15296931000
903,9122084,9145345,620441,2021-04-06,MarginPurchase,4758,638944
904,564679,702891,153671,2021-04-06,ShortSale,10318,25777
905,233674744000,232797142000,17878352000,2021-04-06,MarginPurchaseMoney,130539000,16870211000
906,9152944,9122068,632386,2021-04-07,MarginPurchase,5339,596171
907,570617,564679,34637,2021-04-07,ShortSale,6600,47175
908,236102460000,233674737000,18758693000,2021-04-07,MarginPurchaseMoney,128853000,16202117000
909,540425,570617,73607,2021-04-08,ShortSale,4197,47612
910,239495053000,236102317000,22263454000,2021-04-08,MarginPurchaseMoney,218594000,18652124000
911,9213689,9152921,763304,2021-04-08,MarginPurchase,8268,694268
912,9223131,9213684,830637,2021-04-09,MarginPurchase,7626,813564
913,533066,540424,54608,2021-04-09,ShortSale,12203,59453
914,240178019000,239495021000,23504860000,2021-04-09,MarginPurchaseMoney,162957000,22658905000
915,9407875,9223128,971967,2021-04-12,MarginPurchase,3577,783643
916,547155,533063,43795,2021-04-12,ShortSale,13235,71122
917,242958854000,240178000000,24281485000,2021-04-12,MarginPurchaseMoney,114337000,21386294000
918,543066,547155,45860,2021-04-13,ShortSale,7539,49310
919,9287859,9407871,909854,2021-04-13,MarginPurchase,4800,1025066
920,242012027000,242961765000,22219782000,2021-04-13,MarginPurchaseMoney,184595000,22984925000
921,9269617,9287854,815370,2021-04-14,MarginPurchase,8207,825400
922,519227,543066,50280,2021-04-14,ShortSale,19126,45567
923,240764227000,242012027000,21136837000,2021-04-14,MarginPurchaseMoney,243060000,22141577000
924,526768,519226,25612,2021-04-15,ShortSale,10526,43680
925,245359107000,240764227000,18793976000,2021-04-15,MarginPurchaseMoney,211548000,13987548000
926,9449972,9269615,707787,2021-04-15,MarginPurchase,10526,516904
927,474944,526767,106273,2021-04-16,ShortSale,2943,57393
928,247778385000,245359107000,22047835000,2021-04-16,MarginPurchaseMoney,199314000,19429243000
929,9532594,9449970,802248,2021-04-16,MarginPurchase,8919,710705
930,9822596,9532604,1139860,2021-04-19,MarginPurchase,7438,842430
931,418778,474957,64283,2021-04-19,ShortSale,47044,55148
932,253719982000,247778548000,25690963000,2021-04-19,MarginPurchaseMoney,212060000,19537469000
933,9756252,9822586,843108,2021-04-20,MarginPurchase,6919,902523
934,406605,418765,57031,2021-04-20,ShortSale,4898,49769
935,254654899000,253719814000,21874732000,2021-04-20,MarginPurchaseMoney,152621000,20787026000
936,259367710000,254654744000,23212019000,2021-04-21,MarginPurchaseMoney,126632000,18372421000
937,415292,406605,59248,2021-04-21,ShortSale,9819,77754
938,9906217,9756246,942935,2021-04-21,MarginPurchase,4398,788566
939,9733809,9906213,1189766,2021-04-22,MarginPurchase,4410,1357760
940,409773,415292,62823,2021-04-22,ShortSale,2700,60004
941,255100041000,259367710000,27828339000,2021-04-22,MarginPurchaseMoney,175670000,31920338000
942,9869784,9733662,846008,2021-04-23,MarginPurchase,4163,705723
943,415305,409746,45316,2021-04-23,ShortSale,5511,56386
944,259846969000,255099827000,22641531000,2021-04-23,MarginPurchaseMoney,177156000,17717233000
945,267790795000,259846969000,28837662000,2021-04-26,MarginPurchaseMoney,170444000,20723392000
946,451626,415305,22530,2021-04-26,ShortSale,2003,60854
947,10140914,9869781,1062187,2021-04-26,MarginPurchase,5753,785301
948,10166284,10140890,902187,2021-04-27,MarginPurchase,8227,868566
949,466254,451626,34140,2021-04-27,ShortSale,2842,51610
950,268507291000,267790345000,24319582000,2021-04-27,MarginPurchaseMoney,123423000,23479213000
951,10235842,10166281,988801,2021-04-28,MarginPurchase,19395,899845
952,494762,466254,29633,2021-04-28,ShortSale,4004,62145
953,271712406000,268507007000,26210420000,2021-04-28,MarginPurchaseMoney,341316000,22663706000
954,10213119,10235800,1009246,2021-04-29,MarginPurchase,7140,1024787
955,494991,494762,46523,2021-04-29,ShortSale,1085,47837
956,274063216000,271712320000,27783597000,2021-04-29,MarginPurchaseMoney,243754000,25188947000
957,269119473000,274063216000,26967804000,2021-05-03,MarginPurchaseMoney,602388000,31309159000
958,10013890,10213117,931476,2021-05-03,MarginPurchase,13129,1117574
959,500802,494991,57647,2021-05-03,ShortSale,2110,65568
960,447811,500802,111202,2021-05-04,ShortSale,1510,59721
961,260221949000,269119244000,23837258000,2021-05-04,MarginPurchaseMoney,354801000,32379752000
962,9621675,10013880,848475,2021-05-04,MarginPurchase,7245,1233435
963,260231912000,260221861000,17242476000,2021-05-05,MarginPurchaseMoney,478050000,16754375000
964,469741,447811,44387,2021-05-05,ShortSale,3743,70060
965,9667641,9621674,617614,2021-05-05,MarginPurchase,9701,561946
966,9662601,9660677,680278,2021-05-06,MarginPurchase,13741,664613
967,486201,468685,43345,2021-05-06,ShortSale,2027,62888
968,259788424000,260229754000,19100475000,2021-05-06,MarginPurchaseMoney,336710000,19205095000
969,9784200,9669501,752746,2021-05-07,MarginPurchase,15659,622388
970,515830,487257,47354,2021-05-07,ShortSale,772,76699
971,264298597000,259788116000,21801586000,2021-05-07,MarginPurchaseMoney,357669000,16933436000
972,9956504,9784196,898587,2021-05-10,MarginPurchase,23041,703238
973,544127,515830,51305,2021-05-10,ShortSale,1177,80779
974,270229503000,264296769000,26391516000,2021-05-10,MarginPurchaseMoney,330425000,20128357000
975,9501881,9956502,874178,2021-05-11,MarginPurchase,9446,1319353
976,542214,544127,84521,2021-05-11,ShortSale,1627,84235
977,257587189000,270229420000,25119292000,2021-05-11,MarginPurchaseMoney,323218000,37438305000
978,458991,542200,150946,2021-05-12,ShortSale,921,68658
979,244639968000,257565533000,24565948000,2021-05-12,MarginPurchaseMoney,1247454000,36244059000
980,9076299,9502217,931374,2021-05-12,MarginPurchase,21334,1335958
981,8854374,9084999,609785,2021-05-13,MarginPurchase,19868,820542
982,419540,459178,95414,2021-05-13,ShortSale,1409,57185
983,236636884000,244997172000,15675071000,2021-05-13,MarginPurchaseMoney,933395000,23101964000
984,8750321,8854271,649891,2021-05-14,MarginPurchase,25369,728472
985,443406,419540,52431,2021-05-14,ShortSale,4215,80512
986,230817194000,236633451000,16344009000,2021-05-14,MarginPurchaseMoney,797350000,21362916000
987,427678,443406,88971,2021-05-17,ShortSale,1879,75122
988,8260375,8750310,605402,2021-05-17,MarginPurchase,46722,1048615
989,214595444000,230815663000,13182653000,2021-05-17,MarginPurchaseMoney,2384422000,27018450000
990,8326166,8260224,662859,2021-05-18,MarginPurchase,22919,573998
991,457947,427678,56039,2021-05-18,ShortSale,3002,89310
992,216265090000,214583149000,16547251000,2021-05-18,MarginPurchaseMoney,787848000,14077462000
993,501765,457947,50787,2021-05-19,ShortSale,2148,96753
994,218632614000,216266426000,17760941000,2021-05-19,MarginPurchaseMoney,414258000,14980495000
995,8338619,8326158,653967,2021-05-19,MarginPurchase,29691,611815
996,514498,501764,60098,2021-05-20,ShortSale,3211,76043
997,216571322000,218632614000,14318445000,2021-05-20,MarginPurchaseMoney,175188000,16204549000
998,8297433,8338619,548639,2021-05-20,MarginPurchase,6295,583530
999,8417505,8297433,573959,2021-05-21,MarginPurchase,21837,432050
1000,518513,514498,60771,2021-05-21,ShortSale,2538,67324
1001,219988990000,216571289000,16231201000,2021-05-21,MarginPurchaseMoney,425199000,12388301000
1002,8453913,8417505,552328,2021-05-24,MarginPurchase,4251,511669
1003,519839,518503,47773,2021-05-24,ShortSale,4572,53681
1004,222034058000,219988990000,17074117000,2021-05-24,MarginPurchaseMoney,107143000,14921906000
1005,222993954000,222033981000,22625682000,2021-05-25,MarginPurchaseMoney,143961000,21521748000
1006,509278,519839,57504,2021-05-25,ShortSale,1948,48891
1007,8480449,8453912,748414,2021-05-25,MarginPurchase,5287,716590
1008,8503672,8480448,535690,2021-05-26,MarginPurchase,10483,501983
1009,523909,509278,36040,2021-05-26,ShortSale,3429,54100
1010,225719102000,222993954000,18060750000,2021-05-26,MarginPurchaseMoney,230565000,15105037000
1011,8558092,8503672,543619,2021-05-27,MarginPurchase,3413,485786
1012,532951,523909,33182,2021-05-27,ShortSale,4365,46589
1013,226935645000,225719102000,16312890000,2021-05-27,MarginPurchaseMoney,115661000,14980686000
1014,233365365000,226935645000,25372509000,2021-05-28,MarginPurchaseMoney,158607000,18784182000
1015,556327,532951,38392,2021-05-28,ShortSale,3267,65035
1016,8711705,8558091,826989,2021-05-28,MarginPurchase,4645,668730
1017,8749062,8711704,847464,2021-05-31,MarginPurchase,2498,807608
1018,551036,556327,48909,2021-05-31,ShortSale,5604,49222
1019,234047805000,233365365000,25129594000,2021-05-31,MarginPurchaseMoney,97795000,24349359000
1020,8837885,8749062,760938,2021-06-01,MarginPurchase,4178,667937
1021,563095,551036,31099,2021-06-01,ShortSale,7941,51099
1022,240126099000,234047805000,26322674000,2021-06-01,MarginPurchaseMoney,123288000,20121092000
1023,8898544,8837885,828392,2021-06-02,MarginPurchase,4549,763184
1024,550856,563095,53985,2021-06-02,ShortSale,5649,47395
1025,240498196000,240126099000,24316149000,2021-06-02,MarginPurchaseMoney,129041000,23815011000
1026,245958470000,240498196000,24751427000,2021-06-03,MarginPurchaseMoney,190453000,19100700000
1027,9078805,8898544,845926,2021-06-03,MarginPurchase,8145,657520
1028,559529,550856,30237,2021-06-03,ShortSale,5095,44005
1029,562641,559529,43538,2021-06-04,ShortSale,5483,52133
1030,246356191000,245958470000,20265267000,2021-06-04,MarginPurchaseMoney,141898000,19725648000
1031,9044981,9078805,693343,2021-06-04,MarginPurchase,5631,721536
1032,245921177000,246356191000,21028600000,2021-06-07,MarginPurchaseMoney,105307000,21358307000
1033,552775,562641,51563,2021-06-07,ShortSale,1911,43608
1034,9057692,9044981,692136,2021-06-07,MarginPurchase,3869,675556
1035,9078807,9057693,469198,2021-06-08,MarginPurchase,3391,444693
1036,558763,552775,26122,2021-06-08,ShortSale,2534,34644
1037,247496957000,245921202000,15935537000,2021-06-08,MarginPurchaseMoney,97494000,14262288000
1038,9023542,9078807,504409,2021-06-09,MarginPurchase,7794,551880
1039,570298,558763,33993,2021-06-09,ShortSale,4430,49958
1040,247956857000,247496957000,17720587000,2021-06-09,MarginPurchaseMoney,141623000,17119063000
1041,9005722,9023542,510567,2021-06-10,MarginPurchase,4923,523464
1042,552153,570298,48521,2021-06-10,ShortSale,12129,42505
