,TodayBalance,YesBalance,buy,date,name,Return,sell
2367,213155,226356,24477,2023-04-06,ShortSale,19386,30662
2368,6891762,6867796,237912,2023-04-06,MarginPurchase,2591,211355
2369,170123560000,169254982000,7144768000,2023-04-06,MarginPurchaseMoney,91304000,6184886000
2370,6897469,6891754,195993,2023-04-07,MarginPurchase,4929,185349
2371,205402,213155,27230,2023-04-07,ShortSale,7674,27151
2372,170868430000,170123563000,7741068000,2023-04-07,MarginPurchaseMoney,136270000,6859931000
2373,195305,205402,20929,2023-04-10,ShortSale,9870,20702
2374,171833782000,170868430000,8511106000,2023-04-10,MarginPurchaseMoney,177815000,7367939000
2375,6909093,6897466,216485,2023-04-10,MarginPurchase,7594,197264
2376,196853,195305,10581,2023-04-11,ShortSale,7477,19606
2377,172043043000,171833782000,9151840000,2023-04-11,MarginPurchaseMoney,98627000,8843951000
2378,6924867,6909090,242374,2023-04-11,MarginPurchase,4356,222241
2379,6969494,6924862,295612,2023-04-12,MarginPurchase,4486,246494
2380,205634,196853,10510,2023-04-12,ShortSale,3304,22595
2381,173033671000,172042908000,9712397000,2023-04-12,MarginPurchaseMoney,149736000,8571898000
2382,7011473,6969490,322772,2023-04-13,MarginPurchase,4408,276381
2383,214783,205634,19937,2023-04-13,ShortSale,1748,30834
2384,173733126000,173033671000,10071436000,2023-04-13,MarginPurchaseMoney,132892000,9239089000
2385,174432026000,173733126000,10099974000,2023-04-14,MarginPurchaseMoney,188100000,9212974000
2386,218038,214783,22196,2023-04-14,ShortSale,2478,27929
2387,7035815,7011463,308218,2023-04-14,MarginPurchase,5510,278356
2388,7047158,7035762,295518,2023-04-17,MarginPurchase,7972,276150
2389,235164,218038,14039,2023-04-17,ShortSale,2278,33443
2390,175517433000,174432026000,10371521000,2023-04-17,MarginPurchaseMoney,122652000,9163462000
2391,7024526,7047155,288666,2023-04-18,MarginPurchase,9707,301588
2392,233252,235164,21298,2023-04-18,ShortSale,2718,22104
2393,175939894000,175517433000,10617442000,2023-04-18,MarginPurchaseMoney,219085000,9975895000
2394,177058053000,175939894000,10369179000,2023-04-19,MarginPurchaseMoney,184708000,9066312000
2395,236534,233252,18169,2023-04-19,ShortSale,2041,23492
2396,7060878,7024519,305715,2023-04-19,MarginPurchase,4621,264735
2397,7059285,7060851,277942,2023-04-20,MarginPurchase,5681,273827
2398,231173,236534,31221,2023-04-20,ShortSale,2082,27942
2399,177045206000,177056380000,9177562000,2023-04-20,MarginPurchaseMoney,195128000,8993608000
2400,7011301,7059280,268539,2023-04-21,MarginPurchase,5402,311116
2401,224513,231154,32538,2023-04-21,ShortSale,1738,27635
2402,174626865000,177045184000,8213211000,2023-04-21,MarginPurchaseMoney,142304000,10489226000
2403,7031503,7007484,205240,2023-04-24,MarginPurchase,3419,177802
2404,238247,224513,17735,2023-04-24,ShortSale,954,32423
2405,174861224000,174626865000,5544675000,2023-04-24,MarginPurchaseMoney,107066000,5203250000
2406,172743051000,174861224000,8080993000,2023-04-25,MarginPurchaseMoney,126762000,10072404000
2407,6981277,7031498,271175,2023-04-25,MarginPurchase,4972,316424
2408,239520,238247,31474,2023-04-25,ShortSale,1245,33992
2409,250669,239520,27257,2023-04-26,ShortSale,115,38521
2410,172945235000,172743051000,5687232000,2023-04-26,MarginPurchaseMoney,126170000,5358878000
2411,6963742,6981266,185213,2023-04-26,MarginPurchase,3205,199532
2412,174212219000,172945235000,6558019000,2023-04-27,MarginPurchaseMoney,126413000,5164622000
2413,265139,250669,22462,2023-04-27,ShortSale,2514,39446
2414,6989217,6963740,210809,2023-04-27,MarginPurchase,3776,181556
2415,6987203,6989214,243640,2023-04-28,MarginPurchase,9783,235868
2416,266255,265138,24477,2023-04-28,ShortSale,3355,28949
2417,174268398000,174212219000,7378718000,2023-04-28,MarginPurchaseMoney,264948000,7057591000
2418,7029466,6987193,268615,2023-05-02,MarginPurchase,9703,216639
2419,270392,266255,16881,2023-05-02,ShortSale,4393,25411
2420,175409740000,174268398000,8979826000,2023-05-02,MarginPurchaseMoney,171742000,7666742000
2421,7064956,7029459,238932,2023-05-03,MarginPurchase,10459,192976
2422,284213,270392,21021,2023-05-03,ShortSale,892,35734
2423,176572633000,175409684000,7711116000,2023-05-03,MarginPurchaseMoney,300292000,6247875000
2424,7088933,7064953,234516,2023-05-04,MarginPurchase,3673,206863
2425,318273,284213,18064,2023-05-04,ShortSale,182,52306
2426,177498527000,176572633000,7570141000,2023-05-04,MarginPurchaseMoney,117682000,6526565000
2427,308552,318273,24884,2023-05-05,ShortSale,10757,25920
2428,177553011000,177498431000,6858018000,2023-05-05,MarginPurchaseMoney,173235000,6630203000
2429,7094541,7088930,201189,2023-05-05,MarginPurchase,6494,189084
2430,7113667,7094538,255884,2023-05-08,MarginPurchase,6593,230162
2431,306201,308552,18608,2023-05-08,ShortSale,9423,25680
2432,177956514000,177553011000,8600542000,2023-05-08,MarginPurchaseMoney,318155000,7878884000
2433,7057318,7113663,220310,2023-05-09,MarginPurchase,5547,271108
2434,305138,306201,23746,2023-05-09,ShortSale,2366,25049
2435,176106512000,177956514000,6951088000,2023-05-09,MarginPurchaseMoney,152324000,8648765000
2436,302027,305138,27044,2023-05-10,ShortSale,696,24629
2437,7080823,7057315,210375,2023-05-10,MarginPurchase,3790,183077
2438,176363252000,176106694000,6646370000,2023-05-10,MarginPurchaseMoney,108133000,6281679000
2439,7030601,7080819,211812,2023-05-11,MarginPurchase,6656,255374
2440,303580,302027,29583,2023-05-11,ShortSale,689,31825
2441,174695540000,176363252000,6633249000,2023-05-11,MarginPurchaseMoney,203506000,8097455000
2442,311858,303580,28193,2023-05-12,ShortSale,504,36975
2443,174637696000,174695540000,6671696000,2023-05-12,MarginPurchaseMoney,112193000,6617347000
2444,7018803,7030595,205163,2023-05-12,MarginPurchase,2990,213965
2445,315853,311858,22225,2023-05-15,ShortSale,183,26403
2446,175426860000,174637696000,6118236000,2023-05-15,MarginPurchaseMoney,138815000,5190256000
2447,7047595,7018797,193246,2023-05-15,MarginPurchase,4011,160437
2448,7083899,7047594,226860,2023-05-16,MarginPurchase,4572,185983
2449,320603,315853,15962,2023-05-16,ShortSale,1608,22320
2450,175530331000,175426860000,6817899000,2023-05-16,MarginPurchaseMoney,139691000,6574737000
2451,7138873,7083893,279132,2023-05-17,MarginPurchase,2900,221252
2452,325273,320603,20803,2023-05-17,ShortSale,1442,26915
2453,175803861000,175530331000,8413383000,2023-05-17,MarginPurchaseMoney,106467000,8033386000
2454,176435429000,175803861000,10426788000,2023-05-18,MarginPurchaseMoney,108266000,9686954000
2455,330555,325273,20365,2023-05-18,ShortSale,1592,27239
2456,7134470,7138866,308089,2023-05-18,MarginPurchase,3992,308493
2457,7175688,7134464,345704,2023-05-19,MarginPurchase,5153,299327
2458,333291,330555,23534,2023-05-19,ShortSale,1236,27506
2459,176252821000,176435429000,11382160000,2023-05-19,MarginPurchaseMoney,164278000,11400490000
2460,7204330,7175680,285133,2023-05-22,MarginPurchase,3704,252779
2461,331775,333291,18159,2023-05-22,ShortSale,5228,21871
2462,178221222000,176452821000,10280277000,2023-05-22,MarginPurchaseMoney,122656000,8389220000
2463,178941035000,178221222000,9276214000,2023-05-23,MarginPurchaseMoney,178081000,8378320000
2464,333153,331775,15415,2023-05-23,ShortSale,1483,18276
2465,7215227,7204325,255640,2023-05-23,MarginPurchase,5423,239315
2466,7243097,7215222,270275,2023-05-24,MarginPurchase,6571,235829
2467,337977,333153,15604,2023-05-24,ShortSale,804,21232
2468,179734883000,178940499000,8557604000,2023-05-24,MarginPurchaseMoney,235685000,7527535000
2469,7250947,7243095,316557,2023-05-25,MarginPurchase,7083,301622
2470,335428,337977,22904,2023-05-25,ShortSale,4146,24501
2471,179583774000,179734883000,11227506000,2023-05-25,MarginPurchaseMoney,358265000,11020350000
2472,7280159,7250942,335564,2023-05-26,MarginPurchase,5307,301040
2473,322419,335428,29637,2023-05-26,ShortSale,5471,22099
2474,178776776000,179583774000,11061920000,2023-05-26,MarginPurchaseMoney,154715000,11714203000
2475,180325169000,178776700000,13424309000,2023-05-29,MarginPurchaseMoney,122846000,11752994000
2476,7275316,7280156,344181,2023-05-29,MarginPurchase,5522,343499
2477,321502,322419,19490,2023-05-29,ShortSale,6265,24838
2478,316025,321498,18095,2023-05-30,ShortSale,4851,17473
2479,181451800000,180325169000,11070931000,2023-05-30,MarginPurchaseMoney,203894000,9740406000
2480,7308974,7275308,285551,2023-05-30,MarginPurchase,5068,246817
2481,182543864000,181451800000,11179591000,2023-05-31,MarginPurchaseMoney,181975000,9905552000
2482,330170,316025,16457,2023-05-31,ShortSale,1274,31876
2483,7362236,7308966,326759,2023-05-31,MarginPurchase,6391,267098
2484,7412292,7362229,348071,2023-06-01,MarginPurchase,4804,293204
2485,332522,330170,24402,2023-06-01,ShortSale,3936,30690
2486,184106790000,182543864000,11315862000,2023-06-01,MarginPurchaseMoney,114975000,9637961000
2487,7399599,7412699,394654,2023-06-02,MarginPurchase,7045,400709
2488,328252,332522,25537,2023-06-02,ShortSale,5389,26656
2489,184274470000,184106790000,13886104000,2023-06-02,MarginPurchaseMoney,191818000,13526606000
2490,7382413,7399589,405932,2023-06-05,MarginPurchase,5194,417914
2491,327026,328252,23721,2023-06-05,ShortSale,3365,25860
2492,185294084000,184274339000,12311091000,2023-06-05,MarginPurchaseMoney,140770000,11150576000
2493,7373391,7382404,325390,2023-06-06,MarginPurchase,5407,328996
2494,329037,327026,19037,2023-06-06,ShortSale,3505,24553
2495,184977626000,185294026000,10220860000,2023-06-06,MarginPurchaseMoney,156421000,10380838000
2496,331134,329037,18604,2023-06-07,ShortSale,2426,23127
2497,186045144000,184977728000,11795422000,2023-06-07,MarginPurchaseMoney,152535000,10575471000
2498,7374538,7373393,330541,2023-06-07,MarginPurchase,6825,322571
2499,7360267,7374530,313770,2023-06-08,MarginPurchase,6528,321505
2500,327806,331134,23172,2023-06-08,ShortSale,3802,23646
2501,186118893000,186045144000,11437147000,2023-06-08,MarginPurchaseMoney,160677000,11202721000
2502,7389691,7360262,325703,2023-06-09,MarginPurchase,4420,291854
2503,327094,327806,19670,2023-06-09,ShortSale,3104,22062
2504,187183967000,186118893000,11914183000,2023-06-09,MarginPurchaseMoney,161903000,10687205000
2505,317253,327094,25368,2023-06-12,ShortSale,4929,20456
2506,7364219,7389685,338484,2023-06-12,MarginPurchase,7820,356130
2507,186973589000,187184086000,12418539000,2023-06-12,MarginPurchaseMoney,243852000,12385184000
2508,7389383,7364206,377213,2023-06-13,MarginPurchase,4711,347325
2509,347568,317253,17379,2023-06-13,ShortSale,5659,53353
2510,187261344000,186973589000,12923818000,2023-06-13,MarginPurchaseMoney,142391000,12493671000
2511,331233,347568,38598,2023-06-14,ShortSale,6173,28436
2512,188745268000,187261344000,13566735000,2023-06-14,MarginPurchaseMoney,122081000,11960730000
2513,7436339,7389375,396278,2023-06-14,MarginPurchase,2869,346445
2514,340575,331233,17479,2023-06-15,ShortSale,4357,31178
2515,190378512000,188745268000,15643179000,2023-06-15,MarginPurchaseMoney,253594000,13756340000
2516,7459831,7436336,420102,2023-06-15,MarginPurchase,9344,387263
2517,7393032,7459826,440109,2023-06-16,MarginPurchase,10096,496807
2518,335380,340573,31290,2023-06-16,ShortSale,4154,30251
2519,190319897000,190378545000,15482874000,2023-06-16,MarginPurchaseMoney,266100000,15275422000
2520,7410092,7393025,395991,2023-06-19,MarginPurchase,6261,372663
2521,322835,335380,28741,2023-06-19,ShortSale,2292,18488
2522,191504227000,190319897000,12953642000,2023-06-19,MarginPurchaseMoney,184535000,11584777000
2523,192097126000,191504227000,11602672000,2023-06-20,MarginPurchaseMoney,275243000,10734530000
2524,319827,322835,19933,2023-06-20,ShortSale,3081,20006
2525,7406880,7410083,314857,2023-06-20,MarginPurchase,4941,313119
2526,7426857,7406872,349208,2023-06-21,MarginPurchase,8731,320492
2527,315808,319827,19660,2023-06-21,ShortSale,5325,20966
2528,193903234000,192096922000,12680359000,2023-06-21,MarginPurchaseMoney,271095000,10602952000
2529,7459668,7426845,348866,2023-06-26,MarginPurchase,7611,308432
2530,314360,315808,29930,2023-06-26,ShortSale,2188,30670
2531,194209498000,193903233000,11168521000,2023-06-26,MarginPurchaseMoney,270210000,10592046000
2532,191585955000,194209256000,10236314000,2023-06-27,MarginPurchaseMoney,324872000,12534743000
2533,288218,314360,35719,2023-06-27,ShortSale,8382,17959
2534,7357568,7459658,300556,2023-06-27,MarginPurchase,13623,389023
2535,7393064,7357561,298572,2023-06-28,MarginPurchase,7583,255486
2536,312838,288218,15489,2023-06-28,ShortSale,2646,42755
2537,192361945000,191582144000,9995379000,2023-06-28,MarginPurchaseMoney,245057000,8970520000
2538,7411136,7393060,274085,2023-06-29,MarginPurchase,7965,248044
2539,303671,312838,24687,2023-06-29,ShortSale,1185,16705
2540,192815870000,192361945000,10045649000,2023-06-29,MarginPurchaseMoney,287556000,9304168000
2541,7410109,7411131,278474,2023-06-30,MarginPurchase,11838,267658
2542,308269,303671,21347,2023-06-30,ShortSale,3682,29627
2543,194355483000,192816070000,11786606000,2023-06-30,MarginPurchaseMoney,369963000,9877230000
2544,196599121000,194355483000,15622441000,2023-07-03,MarginPurchaseMoney,142625000,13236177000
2545,7426109,7410104,369854,2023-07-03,MarginPurchase,4881,348968
2546,324583,308269,15693,2023-07-03,ShortSale,1154,33161
2547,337574,324581,22826,2023-07-04,ShortSale,3655,39474
2548,199156773000,196599121000,17372235000,2023-07-04,MarginPurchaseMoney,353762000,14460821000
2549,7449500,7426105,390537,2023-07-04,MarginPurchase,11671,355471
2550,200919501000,199156773000,14789948000,2023-07-05,MarginPurchaseMoney,177502000,12849718000
2551,322256,337574,31646,2023-07-05,ShortSale,5877,22205
2552,7488079,7449490,369276,2023-07-05,MarginPurchase,5466,325221
2553,7528585,7488072,388684,2023-07-06,MarginPurchase,8137,340034
2554,299425,322256,30131,2023-07-06,ShortSale,19112,26412
2555,201519796000,200919446000,13866336000,2023-07-06,MarginPurchaseMoney,266253000,12999733000
2556,7552264,7528584,314471,2023-07-07,MarginPurchase,5201,285590
2557,294333,299425,28378,2023-07-07,ShortSale,2096,25382
2558,202133095000,201519796000,11278104000,2023-07-07,MarginPurchaseMoney,163174000,10501631000
2559,7579235,7552259,308547,2023-07-10,MarginPurchase,6207,275364
2560,287787,294333,25060,2023-07-10,ShortSale,6521,25035
2561,202690030000,202133089000,11192365000,2023-07-10,MarginPurchaseMoney,263170000,10372254000
2562,7555082,7579226,347585,2023-07-11,MarginPurchase,4372,367357
2563,288719,287787,20580,2023-07-11,ShortSale,9155,30667
2564,203225770000,202690030000,13949834000,2023-07-11,MarginPurchaseMoney,155280000,13258814000
2565,297906,288719,22694,2023-07-12,ShortSale,2119,34000
2566,204662496000,203225727000,14652883000,2023-07-12,MarginPurchaseMoney,220496000,12995618000
2567,7569633,7555079,359137,2023-07-12,MarginPurchase,8848,335735
2568,7508515,7569624,419231,2023-07-13,MarginPurchase,3962,476378
2569,305409,297906,26391,2023-07-13,ShortSale,1706,35600
2570,203681473000,204662496000,17660209000,2023-07-13,MarginPurchaseMoney,155083000,18486149000
2571,7555581,7508510,409347,2023-07-14,MarginPurchase,9612,352664
2572,310381,305409,21657,2023-07-14,ShortSale,1730,28359
2573,208523323000,203681473000,19100680000,2023-07-14,MarginPurchaseMoney,154262000,14104568000
2574,317221,310383,20186,2023-07-17,ShortSale,2168,29192
2575,7637637,7555596,446772,2023-07-17,MarginPurchase,4081,360650
2576,211193373000,208524763000,17649246000,2023-07-17,MarginPurchaseMoney,160617000,14820019000
2577,7652356,7637630,482586,2023-07-18,MarginPurchase,5158,462702
2578,319347,317221,27515,2023-07-18,ShortSale,5109,34750
2579,212775435000,211193373000,20327366000,2023-07-18,MarginPurchaseMoney,148075000,18597228000
2580,314834,319347,29759,2023-07-19,ShortSale,2685,27931
2581,213320841000,212775395000,15853149000,2023-07-19,MarginPurchaseMoney,137345000,15170358000
2582,7648851,7652350,351308,2023-07-19,MarginPurchase,4037,350770
2583,322076,314822,20507,2023-07-20,ShortSale,2514,30275
2584,215705207000,213320841000,13664633000,2023-07-20,MarginPurchaseMoney,201034000,11079233000
2585,7659337,7648849,270023,2023-07-20,MarginPurchase,5138,254397
2586,7634514,7659331,287882,2023-07-21,MarginPurchase,8605,304094
2587,318944,322076,31840,2023-07-21,ShortSale,4358,33066
2588,217757631000,215706314000,14978388000,2023-07-21,MarginPurchaseMoney,270343000,12656728000
2589,7684097,7634510,343202,2023-07-24,MarginPurchase,6108,287507
2590,305314,318944,24886,2023-07-24,ShortSale,9204,20460
2591,221087046000,217757631000,17334047000,2023-07-24,MarginPurchaseMoney,175030000,13829602000
2592,220933834000,221086966000,16645650000,2023-07-25,MarginPurchaseMoney,185295000,16613487000
2593,309270,305314,17219,2023-07-25,ShortSale,8200,29375
2594,7638500,7684092,318998,2023-07-25,MarginPurchase,7451,357139
2595,7638425,7638499,308440,2023-07-26,MarginPurchase,7542,300972
2596,294966,309270,23919,2023-07-26,ShortSale,12266,21881
2597,221230366000,220933883000,14175783000,2023-07-26,MarginPurchaseMoney,371589000,13507711000
2598,7635408,7638422,345234,2023-07-27,MarginPurchase,5678,342570
2599,298812,294966,19078,2023-07-27,ShortSale,8223,31147
2600,222308527000,221230366000,14538281000,2023-07-27,MarginPurchaseMoney,238612000,13221508000
2601,224192229000,222308480000,15648991000,2023-07-28,MarginPurchaseMoney,280416000,13484826000
2602,301232,298812,23987,2023-07-28,ShortSale,3447,29854
2603,7627696,7635401,324624,2023-07-28,MarginPurchase,6250,326079
2604,7635259,7627694,433667,2023-07-31,MarginPurchase,5087,421015
2605,305098,301232,26490,2023-07-31,ShortSale,3857,34213
2606,223227529000,224192229000,19717302000,2023-07-31,MarginPurchaseMoney,140398000,20541604000
2607,7627362,7604839,306640,2023-08-01,MarginPurchase,4309,279808
2608,290557,303741,29509,2023-08-01,ShortSale,2690,19015
2609,224265854000,223228346000,14594886000,2023-08-01,MarginPurchaseMoney,160355000,13397023000
2610,7595235,7658206,369805,2023-08-02,MarginPurchase,4835,427941
2611,290532,291966,33597,2023-08-02,ShortSale,3757,35920
2612,220305572000,224265928000,14914265000,2023-08-02,MarginPurchaseMoney,252054000,18622567000
2613,222303822000,220305572000,12280451000,2023-08-04,MarginPurchaseMoney,326080000,9956121000
2614,7615104,7595233,295593,2023-08-04,MarginPurchase,9220,266502
2615,293833,290532,31638,2023-08-04,ShortSale,2643,37582
2616,297926,293833,21080,2023-08-07,ShortSale,5820,30993
2617,225559048000,222303892000,14318539000,2023-08-07,MarginPurchaseMoney,259134000,10804249000
2618,7669516,7615099,300669,2023-08-07,MarginPurchase,7399,238853
2619,225860740000,225559048000,12825489000,2023-08-08,MarginPurchaseMoney,310735000,12213062000
2620,296135,297926,19643,2023-08-08,ShortSale,4832,22684
2621,7635323,7669515,252983,2023-08-08,MarginPurchase,33079,254096
2622,7606874,7635318,220218,2023-08-09,MarginPurchase,14389,234273
2623,303899,296135,19729,2023-08-09,ShortSale,2024,29517
2624,225452960000,225860740000,11087321000,2023-08-09,MarginPurchaseMoney,202216000,11292885000
2625,7518167,7606871,257087,2023-08-10,MarginPurchase,16887,328904
2626,290101,303899,40137,2023-08-10,ShortSale,7173,33512
2627,219889088000,225452960000,10804325000,2023-08-10,MarginPurchaseMoney,371130000,15997067000
2628,7497636,7518162,209075,2023-08-11,MarginPurchase,10031,219570
2629,284872,290101,28870,2023-08-11,ShortSale,6349,29990
2630,218428193000,219889088000,8316901000,2023-08-11,MarginPurchaseMoney,468850000,9308945000
2631,7389197,7497632,248758,2023-08-14,MarginPurchase,8081,349112
2632,282388,284872,39434,2023-08-14,ShortSale,1311,38261
2633,214694153000,218428193000,9146650000,2023-08-14,MarginPurchaseMoney,528122000,12352568000
2634,286694,282388,21441,2023-08-15,ShortSale,2202,27949
2635,214891264000,214694153000,9666073000,2023-08-15,MarginPurchaseMoney,262630000,9206332000
2636,7375968,7389193,211419,2023-08-15,MarginPurchase,5278,219366
2637,7380475,7375964,245231,2023-08-16,MarginPurchase,8081,232639
2638,290501,286694,28102,2023-08-16,ShortSale,4929,36838
2639,216706091000,214891264000,11224190000,2023-08-16,MarginPurchaseMoney,379407000,9029956000
2640,7368476,7380471,265713,2023-08-17,MarginPurchase,6736,270972
2641,288446,290501,30610,2023-08-17,ShortSale,1816,30371
2642,218356038000,216706091000,13074878000,2023-08-17,MarginPurchaseMoney,203729000,11221202000
2643,293405,288446,25357,2023-08-18,ShortSale,2312,32628
2644,7358214,7368473,283065,2023-08-18,MarginPurchase,12469,280855
2645,216306181000,218356038000,13275004000,2023-08-18,MarginPurchaseMoney,386615000,14938246000
2646,7345153,7358213,210497,2023-08-21,MarginPurchase,9726,213831
2647,296194,293406,21797,2023-08-21,ShortSale,1679,26264
2648,216417602000,216306182000,9300412000,2023-08-21,MarginPurchaseMoney,203316000,8985676000
2649,303841,296194,16808,2023-08-22,ShortSale,1123,25578
2650,215728781000,216417602000,11361869000,2023-08-22,MarginPurchaseMoney,170887000,11879803000
2651,7351051,7345149,231080,2023-08-22,MarginPurchase,4040,221138
2652,317887,303841,16390,2023-08-23,ShortSale,405,30841
2653,215978895000,215728781000,10447808000,2023-08-23,MarginPurchaseMoney,323906000,9873788000
2654,7350889,7351049,207570,2023-08-23,MarginPurchase,8011,199719
2655,7343002,7350888,336709,2023-08-24,MarginPurchase,8008,336587
2656,310323,317887,29335,2023-08-24,ShortSale,1452,23223
2657,215117332000,215978895000,17535664000,2023-08-24,MarginPurchaseMoney,200901000,18196326000
2658,7352849,7342999,230149,2023-08-25,MarginPurchase,3626,216673
2659,308512,310323,26618,2023-08-25,ShortSale,1931,26738
2660,216403915000,215117332000,11733941000,2023-08-25,MarginPurchaseMoney,146828000,10300530000
2661,216013073000,216403917000,9617427000,2023-08-28,MarginPurchaseMoney,215217000,9793054000
2662,311581,308512,23669,2023-08-28,ShortSale,1293,28031
2663,7355706,7341519,232406,2023-08-28,MarginPurchase,9513,208706
2664,7359310,7355674,177945,2023-08-29,MarginPurchase,3305,171004
2665,320479,311581,16171,2023-08-29,ShortSale,630,25699
2666,216477468000,216013073000,8737285000,2023-08-29,MarginPurchaseMoney,114848000,8158042000
2667,7398096,7359301,248377,2023-08-30,MarginPurchase,4314,205268
2668,326980,320479,19077,2023-08-30,ShortSale,6432,32010
2669,217629337000,216477378000,11081947000,2023-08-30,MarginPurchaseMoney,145956000,9784032000
2670,219385248000,217629337000,11104275000,2023-08-31,MarginPurchaseMoney,232270000,9116094000
2671,328726,326980,20467,2023-08-31,ShortSale,7297,29510
2672,7423253,7398088,234878,2023-08-31,MarginPurchase,6418,203295
2673,7423325,7423245,247759,2023-09-01,MarginPurchase,7892,239787
2674,333514,328725,23838,2023-09-01,ShortSale,3339,31966
2675,219345067000,219385248000,11512123000,2023-09-01,MarginPurchaseMoney,318863000,11233441000
2676,7419441,7423316,226331,2023-09-04,MarginPurchase,4549,225657
2677,335609,333514,24686,2023-09-04,ShortSale,2903,29684
2678,219908906000,219345067000,9107281000,2023-09-04,MarginPurchaseMoney,167003000,8376439000
2679,7463943,7419436,230113,2023-09-05,MarginPurchase,4458,181148
2680,333150,335609,23006,2023-09-05,ShortSale,1794,22341
2681,221927290000,219908905000,11196888000,2023-09-05,MarginPurchaseMoney,136933000,9041570000
2682,222705616000,221927290000,12388776000,2023-09-06,MarginPurchaseMoney,202205000,11408245000
2683,7492904,7463936,272373,2023-09-06,MarginPurchase,5856,237549
2684,338420,333150,18135,2023-09-06,ShortSale,1612,25017
2685,339627,338420,19991,2023-09-07,ShortSale,2652,23850
2686,223658285000,222705707000,9805416000,2023-09-07,MarginPurchaseMoney,316935000,8535903000
2687,7517577,7492899,231245,2023-09-07,MarginPurchase,6620,199947
2688,223708098000,223658285000,8350165000,2023-09-08,MarginPurchaseMoney,227107000,8073245000
2689,344552,339627,19384,2023-09-08,ShortSale,2085,26394
2690,7524419,7517567,195340,2023-09-08,MarginPurchase,7733,180755
2691,7486419,7524415,226127,2023-09-11,MarginPurchase,5683,258440
2692,341779,344552,30898,2023-09-11,ShortSale,1320,29445
2693,220826336000,223708098000,9432214000,2023-09-11,MarginPurchaseMoney,212164000,12101812000
2694,7484834,7486416,186800,2023-09-12,MarginPurchase,4411,183971
2695,345394,341779,26847,2023-09-12,ShortSale,1937,32399
2696,219799886000,220826256000,7611013000,2023-09-12,MarginPurchaseMoney,158006000,8479377000
2697,7522875,7484830,205636,2023-09-13,MarginPurchase,4528,163063
2698,346756,345394,25643,2023-09-13,ShortSale,1713,28718
2699,221265131000,219799886000,9136106000,2023-09-13,MarginPurchaseMoney,124878000,7545982000
2700,7544104,7522870,250887,2023-09-14,MarginPurchase,11069,218584
2701,353075,346756,21989,2023-09-14,ShortSale,1478,29786
2702,222173129000,221264883000,11273437000,2023-09-14,MarginPurchaseMoney,237433000,10127758000
2703,348994,353075,23490,2023-09-15,ShortSale,2600,22009
2704,223415131000,222172873000,12420436000,2023-09-15,MarginPurchaseMoney,136526000,11041651000
2705,7576849,7544097,284914,2023-09-15,MarginPurchase,5057,247105
2706,7593890,7574796,228413,2023-09-18,MarginPurchase,3785,205534
2707,343362,348993,21757,2023-09-18,ShortSale,1422,17548
2708,225804055000,223415135000,11278962000,2023-09-18,MarginPurchaseMoney,217671000,8672371000
2709,7593270,7593864,224663,2023-09-19,MarginPurchase,6718,218539
2710,348039,343362,17595,2023-09-19,ShortSale,1701,23973
2711,226198880000,225804055000,10867158000,2023-09-19,MarginPurchaseMoney,295370000,10176962000
2712,345339,348039,29664,2023-09-20,ShortSale,2739,29703
2713,7586704,7593262,214288,2023-09-20,MarginPurchase,3049,217797
2714,226604409000,226198880000,10085769000,2023-09-20,MarginPurchaseMoney,121871000,9558369000
2715,7555781,7586698,194197,2023-09-21,MarginPurchase,4458,220656
2716,342945,345338,29133,2023-09-21,ShortSale,1809,28549
2717,226342362000,226604409000,8744969000,2023-09-21,MarginPurchaseMoney,249089000,8757927000
2718,344062,342945,19985,2023-09-22,ShortSale,3558,24660
2719,227096497000,226342226000,7921047000,2023-09-22,MarginPurchaseMoney,228086000,6938690000
2720,7567045,7555775,182897,2023-09-22,MarginPurchase,5816,165811
2721,348925,344062,11875,2023-09-25,ShortSale,2671,19409
2722,228199811000,227096988000,8484965000,2023-09-25,MarginPurchaseMoney,192122000,7190019000
2723,7590121,7566048,181810,2023-09-25,MarginPurchase,4268,153469
2724,7587148,7590112,197396,2023-09-26,MarginPurchase,7587,192773
2725,349133,348925,20614,2023-09-26,ShortSale,2051,22873
2726,228126347000,228199811000,8583183000,2023-09-26,MarginPurchaseMoney,348872000,8307775000
2727,7591560,7587137,160033,2023-09-27,MarginPurchase,10634,144976
2728,349794,349133,19983,2023-09-27,ShortSale,718,21362
2729,228273095000,228126347000,7053686000,2023-09-27,MarginPurchaseMoney,454071000,6452867000
2730,229445392000,228273095000,9206788000,2023-09-28,MarginPurchaseMoney,216268000,7818223000
2731,353307,349794,17658,2023-09-28,ShortSale,2226,23397
2732,7620409,7591547,195495,2023-09-28,MarginPurchase,4951,161682
2733,7626078,7620407,236308,2023-10-02,MarginPurchase,3990,226647
2734,351434,353307,22777,2023-10-02,ShortSale,1734,22638
2735,230009773000,229445392000,12342869000,2023-10-02,MarginPurchaseMoney,141590000,11636898000
2736,7655997,7626072,240649,2023-10-03,MarginPurchase,4480,206244
2737,355598,351434,20847,2023-10-03,ShortSale,2428,27439
2738,231304480000,230009773000,10858380000,2023-10-03,MarginPurchaseMoney,149890000,9413783000
2739,230869278000,231304480000,7920397000,2023-10-04,MarginPurchaseMoney,265887000,8089712000
2740,351131,355598,29219,2023-10-04,ShortSale,730,25482
