買進,日期,種類,賣出
115568795396,2022-07-01,total,121792459938
4911910560,2022-07-01,Investment_Trust,3492825917
9244024457,2022-07-01,Dealer_self,4625853798
14961580,2022-07-01,Foreign_Dealer_Self,25373730
9257059211,2022-07-04,Dealer_Hedging,8272913658
107136785300,2022-07-04,total,105285253513
15163060,2022-07-04,Foreign_Dealer_Self,24159300
84589614508,2022-07-04,Foreign_Investor,90831294996
5115743039,2022-07-04,Investment_Trust,2967501316
8174368542,2022-07-04,Dealer_self,3213543543
21884730,2022-07-05,Foreign_Dealer_Self,23183720
81457731753,2022-07-05,Foreign_Investor,81530300290
103457122308,2022-07-05,total,97094259687
9649245147,2022-07-05,Dealer_Hedging,9048978708
7146465098,2022-07-05,Dealer_self,3312312957
5203680310,2022-07-05,Investment_Trust,3202667732
18827600,2022-07-06,Foreign_Dealer_Self,16489540
2037223930,2022-07-06,Dealer_self,3387755480
7055461726,2022-07-06,Dealer_Hedging,8966056849
4495103772,2022-07-06,Investment_Trust,4479142764
82640299881,2022-07-06,Foreign_Investor,90268318206
96228089309,2022-07-06,total,107101273299
115980354260,2022-07-07,total,93991237012
96416625645,2022-07-07,Foreign_Investor,80427958659
6030968827,2022-07-07,Investment_Trust,3156846450
9185937423,2022-07-07,Dealer_Hedging,7076182825
16873140,2022-07-07,Foreign_Dealer_Self,23820230
4346822365,2022-07-07,Dealer_self,3330249078
3835417262,2022-07-08,Investment_Trust,3046691990
7877812714,2022-07-08,Dealer_Hedging,7358883918
78749572373,2022-07-08,Foreign_Investor,82689441319
23353340,2022-07-08,Foreign_Dealer_Self,19169790
93915206940,2022-07-08,total,96932435013
3452404591,2022-07-08,Dealer_self,3837417786
5305496220,2022-07-11,Dealer_Hedging,6323834892
18001520,2022-07-11,Foreign_Dealer_Self,20860100
1679276676,2022-07-11,Dealer_self,2384197223
53935511296,2022-07-11,Foreign_Investor,56993132350
63350081642,2022-07-11,total,67957471214
2429797450,2022-07-11,Investment_Trust,2256306749
59689782769,2022-07-12,Foreign_Investor,69369140217
20039070,2022-07-12,Foreign_Dealer_Self,25189860
70861194361,2022-07-12,total,84816815576
1739620869,2022-07-12,Dealer_self,3894281438
6012616543,2022-07-12,Dealer_Hedging,8626027705
3419174180,2022-07-12,Investment_Trust,2927366216
5888653834,2022-07-13,Dealer_self,2478615068
7950001726,2022-07-13,Dealer_Hedging,6996012916
3747427320,2022-07-13,Investment_Trust,2641704794
80449982568,2022-07-13,Foreign_Investor,74659483356
98036065448,2022-07-13,total,86775816134
18983540,2022-07-13,Foreign_Dealer_Self,22564020
6506374568,2022-07-14,Dealer_Hedging,6692613589
4066245175,2022-07-14,Dealer_self,2348857369
15853940,2022-07-14,Foreign_Dealer_Self,26522850
4204759942,2022-07-14,Investment_Trust,2837176385
69917251061,2022-07-14,Foreign_Investor,68822686261
84694630746,2022-07-14,total,80701333604
68353338077,2022-07-15,Foreign_Investor,79524303955
3892968519,2022-07-15,Dealer_self,3546511839
6085167495,2022-07-15,Investment_Trust,3094479568
29935440,2022-07-15,Foreign_Dealer_Self,21189610
6831761497,2022-07-15,Dealer_Hedging,7448113508
85163235588,2022-07-15,total,93613408870
2802340667,2022-07-18,Dealer_self,2054487141
70595939621,2022-07-18,Foreign_Investor,71067778541
90477629869,2022-07-18,total,87735735387
10381915839,2022-07-18,Investment_Trust,8081523945
6697433742,2022-07-18,Dealer_Hedging,6531945760
24099450,2022-07-18,Foreign_Dealer_Self,19737060
5404424434,2022-07-19,Dealer_Hedging,5744937593
59866321022,2022-07-19,Foreign_Investor,62110051501
74061644451,2022-07-19,total,75923320515
2504475175,2022-07-19,Dealer_self,1867113021
6286423820,2022-07-19,Investment_Trust,6201218400
20240420,2022-07-19,Foreign_Dealer_Self,18522090
4313226782,2022-07-20,Dealer_self,5532293129
96006751516,2022-07-20,total,98143672815
8262398893,2022-07-20,Dealer_Hedging,6975278773
7661426960,2022-07-20,Investment_Trust,6418850410
75769698881,2022-07-20,Foreign_Investor,79217250503
24769480,2022-07-20,Foreign_Dealer_Self,30812600
28354480,2022-07-21,Foreign_Dealer_Self,20515170
6050445087,2022-07-21,Dealer_Hedging,5225198448
6370556860,2022-07-21,Investment_Trust,5872200144
77331540752,2022-07-21,Foreign_Investor,65777456412
93132625997,2022-07-21,total,79509028319
3380083298,2022-07-21,Dealer_self,2634173315
2287991138,2022-07-22,Dealer_self,3956373849
21725190,2022-07-22,Foreign_Dealer_Self,25687610
6091582514,2022-07-22,Dealer_Hedging,6719494820
7673944812,2022-07-22,Investment_Trust,6783012873
71644470637,2022-07-22,Foreign_Investor,75666529889
87697989101,2022-07-22,total,93125411431
5433346690,2022-07-25,Dealer_Hedging,5650798406
3035488287,2022-07-25,Investment_Trust,1746257164
54188129799,2022-07-25,Foreign_Investor,55700973275
65029384522,2022-07-25,total,65662949537
2372419746,2022-07-25,Dealer_self,2564920692
20901780,2022-07-25,Foreign_Dealer_Self,21166460
1693094353,2022-07-26,Dealer_self,2631478278
21087000,2022-07-26,Foreign_Dealer_Self,18876810
4687203208,2022-07-26,Dealer_Hedging,6387663051
2741730159,2022-07-26,Investment_Trust,1721992161
52623030083,2022-07-26,Foreign_Investor,55299002338
61745057803,2022-07-26,total,66040135828
15718560,2022-07-27,Foreign_Dealer_Self,17029590
5565488107,2022-07-27,Dealer_Hedging,5529981969
2987421199,2022-07-27,Investment_Trust,2868616864
2201456297,2022-07-27,Dealer_self,2252860556
59594350624,2022-07-27,Foreign_Investor,53273424717
70348716227,2022-07-27,total,63924884106
2578686127,2022-07-28,Dealer_self,3094231561
20706320,2022-07-28,Foreign_Dealer_Self,19650100
6365073625,2022-07-28,Dealer_Hedging,6376830913
4854004083,2022-07-28,Investment_Trust,2809622780
64172883111,2022-07-28,Foreign_Investor,68193370347
77970646946,2022-07-28,total,80474055601
97760215670,2022-07-29,total,83138204152
19010530,2022-07-29,Foreign_Dealer_Self,19547650
6410757830,2022-07-29,Dealer_Hedging,7244290633
3554465970,2022-07-29,Investment_Trust,1943707067
85094271342,2022-07-29,Foreign_Investor,71529142659
2700720528,2022-07-29,Dealer_self,2421063793
2073753112,2022-08-01,Dealer_self,1510259338
19607610,2022-08-01,Foreign_Dealer_Self,17410710
5420515113,2022-08-01,Dealer_Hedging,5173500300
5065311100,2022-08-01,Investment_Trust,2953761936
54479198729,2022-08-01,Foreign_Investor,61192931130
67038778054,2022-08-01,total,70830452704
76308907541,2022-08-02,total,96771699122
5688952033,2022-08-02,Investment_Trust,4342561168
61452240683,2022-08-02,Foreign_Investor,81126794430
17597590,2022-08-02,Foreign_Dealer_Self,18722830
6651292513,2022-08-02,Dealer_Hedging,8989639234
2516422312,2022-08-02,Dealer_self,2312704290
1466829636,2022-08-03,Dealer_self,2538737530
63951306612,2022-08-03,total,70223288953
16418370,2022-08-03,Foreign_Dealer_Self,15901820
54347774003,2022-08-03,Foreign_Investor,60506958957
3281449425,2022-08-03,Investment_Trust,1600456780
4855253548,2022-08-03,Dealer_Hedging,5577135686
14758870,2022-08-04,Foreign_Dealer_Self,18831350
61112599651,2022-08-04,Foreign_Investor,65278321602
3585126222,2022-08-04,Investment_Trust,2338619859
5504395504,2022-08-04,Dealer_Hedging,6385934234
2324810217,2022-08-04,Dealer_self,3292304925
72526931594,2022-08-04,total,77295180620
87799137632,2022-08-05,total,58302217134
2330628563,2022-08-05,Dealer_self,1392982174
22997130,2022-08-05,Foreign_Dealer_Self,24908130
74224383426,2022-08-05,Foreign_Investor,49496296510
6836400713,2022-08-05,Dealer_Hedging,5417934350
4407724930,2022-08-05,Investment_Trust,1995004100
63313705391,2022-08-08,total,63592202469
20930940,2022-08-08,Foreign_Dealer_Self,20906260
5002000280,2022-08-08,Dealer_Hedging,5504268505
3326169150,2022-08-08,Investment_Trust,1268537866
52888726523,2022-08-08,Foreign_Investor,55264148843
2096809438,2022-08-08,Dealer_self,1555247255
6057953465,2022-08-09,Dealer_Hedging,5162064549
3140243594,2022-08-09,Investment_Trust,1899948980
55703353034,2022-08-09,Foreign_Investor,59651783116
21250670,2022-08-09,Foreign_Dealer_Self,26625570
67031710534,2022-08-09,total,68237182675
2130160441,2022-08-09,Dealer_self,1523386030
50413521231,2022-08-10,Foreign_Investor,67975348807
5012929373,2022-08-10,Dealer_Hedging,6810913541
20127630,2022-08-10,Foreign_Dealer_Self,19851060
3872372024,2022-08-10,Investment_Trust,2292823038
1907402784,2022-08-10,Dealer_self,2942496156
61206225412,2022-08-10,total,80021581542
2266598650,2022-08-11,Dealer_self,2471463373
21123370,2022-08-11,Foreign_Dealer_Self,27061540
7182044441,2022-08-11,Dealer_Hedging,5403835165
3403985980,2022-08-11,Investment_Trust,2299316121
75628503525,2022-08-11,Foreign_Investor,61584311027
88481132596,2022-08-11,total,71758925686
63422438504,2022-08-12,Foreign_Investor,56128617574
3717922350,2022-08-12,Investment_Trust,2903553867
6031273352,2022-08-12,Dealer_Hedging,5161711795
2494823518,2022-08-12,Dealer_self,1813145764
30908840,2022-08-12,Foreign_Dealer_Self,19645610
75666457724,2022-08-12,total,66007029000
7207636236,2022-08-15,Investment_Trust,2609658343
7820354052,2022-08-15,Dealer_Hedging,6971346096
58298728989,2022-08-15,Foreign_Investor,63351583577
28784470,2022-08-15,Foreign_Dealer_Self,22412270
76068664976,2022-08-15,total,75992285180
2741945699,2022-08-15,Dealer_self,3059697164
68562607851,2022-08-16,total,71880088384
54758639506,2022-08-16,Foreign_Investor,60395708398
6051583786,2022-08-16,Investment_Trust,1939341801
23344750,2022-08-16,Foreign_Dealer_Self,17562550
1836701486,2022-08-16,Dealer_self,1842737634
5915683073,2022-08-16,Dealer_Hedging,7702300551
3925832196,2022-08-17,Dealer_self,3567558382
82205221203,2022-08-17,total,83373224206
2895844930,2022-08-17,Investment_Trust,1807662463
69457451789,2022-08-17,Foreign_Investor,70996716614
19784260,2022-08-17,Foreign_Dealer_Self,19243900
5926092288,2022-08-17,Dealer_Hedging,7001286747
3171357660,2022-08-18,Investment_Trust,2386332863
60854679796,2022-08-18,total,68556558042
16634720,2022-08-18,Foreign_Dealer_Self,25655840
50195693391,2022-08-18,Foreign_Investor,57934806353
2413912610,2022-08-18,Dealer_self,2292857127
5073716135,2022-08-18,Dealer_Hedging,5942561699
4094216360,2022-08-19,Investment_Trust,2519550872
5567838537,2022-08-19,Dealer_Hedging,5073450525
21140230,2022-08-19,Foreign_Dealer_Self,18259840
2279109983,2022-08-19,Dealer_self,1817670433
64940334875,2022-08-19,total,69707949956
52999169995,2022-08-19,Foreign_Investor,60297278126
2252710958,2022-08-22,Dealer_self,2096957578
5534809400,2022-08-22,Dealer_Hedging,6380257833
3499160551,2022-08-22,Investment_Trust,2701482758
52009264552,2022-08-22,Foreign_Investor,67118660640
19410200,2022-08-22,Foreign_Dealer_Self,23177220
63295945461,2022-08-22,total,78297358809
1869332918,2022-08-23,Dealer_self,2025007437
19626020,2022-08-23,Foreign_Dealer_Self,16171290
5176209476,2022-08-23,Dealer_Hedging,7558443044
2344476160,2022-08-23,Investment_Trust,1995546508
54546136941,2022-08-23,total,73492196150
45156118387,2022-08-23,Foreign_Investor,61913199161
5183103800,2022-08-24,Dealer_Hedging,6405314470
55544099740,2022-08-24,total,65264508806
44255035946,2022-08-24,Foreign_Investor,54535001858
4419005961,2022-08-24,Investment_Trust,2160712447
15870570,2022-08-24,Foreign_Dealer_Self,18655930
1686954033,2022-08-24,Dealer_self,2163480031
58551631683,2022-08-25,total,53203421527
45611145431,2022-08-25,Foreign_Investor,43940748636
2127246403,2022-08-25,Dealer_self,1443814047
18775840,2022-08-25,Foreign_Dealer_Self,26610280
5984711588,2022-08-25,Dealer_Hedging,5102288194
4828528261,2022-08-25,Investment_Trust,2716570650
31626200,2022-08-26,Foreign_Dealer_Self,20625180
6632206477,2022-08-26,Dealer_Hedging,5492470829
4431361540,2022-08-26,Investment_Trust,2372678771
53561712503,2022-08-26,Foreign_Investor,50107964062
66670492312,2022-08-26,total,59749245742
2045211792,2022-08-26,Dealer_self,1776132080
62462823198,2022-08-29,total,94008982584
50282658578,2022-08-29,Foreign_Investor,74683472779
3623903715,2022-08-29,Investment_Trust,2568529678
2203321885,2022-08-29,Dealer_self,5517463450
17620330,2022-08-29,Foreign_Dealer_Self,19709780
6352939020,2022-08-29,Dealer_Hedging,11239516677
1592534404,2022-08-30,Dealer_self,2169408577
3459717690,2022-08-30,Investment_Trust,1958733734
49799510248,2022-08-30,Foreign_Investor,68292243490
18469840,2022-08-30,Foreign_Dealer_Self,16863880
61063099627,2022-08-30,total,79051891988
6211337285,2022-08-30,Dealer_Hedging,6631506187
87391614820,2022-08-31,Foreign_Investor,84655697462
2381480141,2022-08-31,Dealer_self,1562163872
15255860,2022-08-31,Foreign_Dealer_Self,17403440
7885863700,2022-08-31,Dealer_Hedging,6662441753
1823173800,2022-08-31,Investment_Trust,1486907381
99482132461,2022-08-31,total,94367210468
1528909031,2022-09-01,Dealer_self,10441865313
19771490,2022-09-01,Foreign_Dealer_Self,18524930
6892746479,2022-09-01,Dealer_Hedging,12876996574
4237291880,2022-09-01,Investment_Trust,3657404070
51244178210,2022-09-01,Foreign_Investor,84472700670
63903125600,2022-09-01,total,111448966627
2548596097,2022-09-02,Dealer_self,2703253227
59823452590,2022-09-02,Foreign_Investor,74448669078
4086453272,2022-09-02,Investment_Trust,3534651347
6364722895,2022-09-02,Dealer_Hedging,9452401423
14879400,2022-09-02,Foreign_Dealer_Self,21881790
72823224854,2022-09-02,total,90138975075
2509596697,2022-09-05,Dealer_self,1997490661
15388870,2022-09-05,Foreign_Dealer_Self,17793280
5395744579,2022-09-05,Dealer_Hedging,7748172589
3181047350,2022-09-05,Investment_Trust,2517749995
57462561278,2022-09-05,Foreign_Investor,60510530638
68548949904,2022-09-05,total,72773943883
1929677338,2022-09-06,Dealer_self,1599538232
68651144426,2022-09-06,total,69036402958
20493440,2022-09-06,Foreign_Dealer_Self,16538770
3774389400,2022-09-06,Investment_Trust,2863989614
57947725139,2022-09-06,Foreign_Investor,58014397390
4999352549,2022-09-06,Dealer_Hedging,6558477722
1609170007,2022-09-07,Dealer_self,5992520967
5808838166,2022-09-07,Dealer_Hedging,8065993461
3471753200,2022-09-07,Investment_Trust,1888146217
54401635838,2022-09-07,Foreign_Investor,72149959551
16964780,2022-09-07,Foreign_Dealer_Self,18087130
65291397211,2022-09-07,total,88096620196
1604926460,2022-09-08,Dealer_self,1770122420
15004370,2022-09-08,Foreign_Dealer_Self,17638020
6099757909,2022-09-08,Dealer_Hedging,5612562309
71625309350,2022-09-08,total,71619143721
60665307351,2022-09-08,Foreign_Investor,63114040267
3255317630,2022-09-08,Investment_Trust,1122418725
77888724861,2022-09-12,total,63162880854
66288095427,2022-09-12,Foreign_Investor,55075597855
2654239058,2022-09-12,Investment_Trust,1327024200
6424249870,2022-09-12,Dealer_Hedging,4973332798
24328180,2022-09-12,Foreign_Dealer_Self,22575040
2522140506,2022-09-12,Dealer_self,1786926001
1758960636,2022-09-13,Dealer_self,1399606193
62668975524,2022-09-13,Foreign_Investor,54185614392
3060223090,2022-09-13,Investment_Trust,1631785550
6414470024,2022-09-13,Dealer_Hedging,5377254504
73902629274,2022-09-13,total,62594260639
23133790,2022-09-13,Foreign_Dealer_Self,17979070
2079999397,2022-09-14,Dealer_self,2780494434
17497830,2022-09-14,Foreign_Dealer_Self,23607290
4758459769,2022-09-14,Dealer_Hedging,8185478407
4133434595,2022-09-14,Investment_Trust,4521941413
65554963704,2022-09-14,total,83600034890
54583069943,2022-09-14,Foreign_Investor,68112120636
22479600,2022-09-15,Foreign_Dealer_Self,16765470
65522336839,2022-09-15,total,71197640392
55122142132,2022-09-15,Foreign_Investor,60971219155
4096495553,2022-09-15,Investment_Trust,2630608414
4850723445,2022-09-15,Dealer_Hedging,4805392157
1452975709,2022-09-15,Dealer_self,2790420666
118740472534,2022-09-16,total,137972757917
11222907487,2022-09-16,Investment_Trust,8174137727
17466900,2022-09-16,Foreign_Dealer_Self,16245930
4588350768,2022-09-16,Dealer_Hedging,8157985769
101503527031,2022-09-16,Foreign_Investor,118968045272
1425687248,2022-09-16,Dealer_self,2672589149
62097604634,2022-09-19,total,69202839725
49772051944,2022-09-19,Foreign_Investor,56966884289
6573219668,2022-09-19,Investment_Trust,5476321672
4383671738,2022-09-19,Dealer_Hedging,5502425891
9921660,2022-09-19,Foreign_Dealer_Self,13667480
1368661284,2022-09-19,Dealer_self,1257207873
5517700599,2022-09-20,Dealer_Hedging,4807237145
74894257253,2022-09-20,total,69680876106
9960880,2022-09-20,Foreign_Dealer_Self,14341900
62374110512,2022-09-20,Foreign_Investor,59129898360
5420767488,2022-09-20,Investment_Trust,4534948210
1581678654,2022-09-20,Dealer_self,1208792391
74013741523,2022-09-21,total,84765422032
12233870,2022-09-21,Foreign_Dealer_Self,17732530
3885218988,2022-09-21,Dealer_self,3716766355
5879795234,2022-09-21,Dealer_Hedging,7719404473
4915767912,2022-09-21,Investment_Trust,4741773515
59332959389,2022-09-21,Foreign_Investor,68587477689
1682867209,2022-09-22,Dealer_self,2537285451
14198960,2022-09-22,Foreign_Dealer_Self,15990310
8066700237,2022-09-22,Investment_Trust,5274684147
57329951050,2022-09-22,Foreign_Investor,76882720273
74252402061,2022-09-22,total,94206814119
7172883565,2022-09-22,Dealer_Hedging,9512124248
1870479181,2022-09-23,Dealer_self,2360759886
17578090,2022-09-23,Foreign_Dealer_Self,12495070
2892371690,2022-09-23,Investment_Trust,2789812774
52528069507,2022-09-23,Foreign_Investor,66583292894
63319617676,2022-09-23,total,80165248205
6028697298,2022-09-23,Dealer_Hedging,8431382651
80482846637,2022-09-26,total,89226507187
2097230654,2022-09-26,Dealer_self,2475018965
10042475701,2022-09-26,Dealer_Hedging,12840786038
5412629012,2022-09-26,Investment_Trust,3134705055
62930511270,2022-09-26,Foreign_Investor,70775997129
13062590,2022-09-26,Foreign_Dealer_Self,15382860
2341963803,2022-09-27,Dealer_self,1555167636
6598450480,2022-09-27,Dealer_Hedging,7573828355
4284828405,2022-09-27,Investment_Trust,2524857899
65734300869,2022-09-27,Foreign_Investor,72075974508
13548310,2022-09-27,Foreign_Dealer_Self,17268960
78959543557,2022-09-27,total,83729828398
69148734811,2022-09-28,Foreign_Investor,81105669176
4200577730,2022-09-28,Investment_Trust,2156795105
15620740,2022-09-28,Foreign_Dealer_Self,18348100
8347786626,2022-09-28,Dealer_Hedging,11429410092
1620181620,2022-09-28,Dealer_self,2640453460
83317280787,2022-09-28,total,97332327833
7941386170,2022-09-29,Dealer_Hedging,7905173995
15979580,2022-09-29,Foreign_Dealer_Self,22907960
3443986093,2022-09-29,Investment_Trust,1942668606
2293302438,2022-09-29,Dealer_self,1730922768
94458560750,2022-09-29,total,93746737689
80779886049,2022-09-29,Foreign_Investor,82167972320
82004854550,2022-09-30,Foreign_Investor,87889478432
2212754535,2022-09-30,Dealer_self,1889882022
19435600,2022-09-30,Foreign_Dealer_Self,31582140
7590051635,2022-09-30,Dealer_Hedging,8223281600
3899411670,2022-09-30,Investment_Trust,2151157095
95707072390,2022-09-30,total,100153799149
1691348157,2022-10-03,Dealer_self,1897046771
3595462346,2022-10-03,Investment_Trust,2354000059
31384640,2022-10-03,Foreign_Dealer_Self,25773280
5790988722,2022-10-03,Dealer_Hedging,7675189091
51005433231,2022-10-03,Foreign_Investor,60378749165
62083232456,2022-10-03,total,72304985086
25572100,2022-10-04,Foreign_Dealer_Self,23161400
80065091534,2022-10-04,total,69124380721
64849082226,2022-10-04,Foreign_Investor,58675558672
2804729232,2022-10-04,Dealer_self,1627423561
9544863533,2022-10-04,Dealer_Hedging,7293099438
2866416543,2022-10-04,Investment_Trust,1528299050
77671286780,2022-10-05,Foreign_Investor,72683143130
2666874640,2022-10-05,Dealer_self,2555369866
32875090,2022-10-05,Foreign_Dealer_Self,32663430
10540691948,2022-10-05,Dealer_Hedging,8406345685
3471795511,2022-10-05,Investment_Trust,1391878000
94350648879,2022-10-05,total,85036736681
67757883525,2022-10-06,Foreign_Investor,55054835639
6154931599,2022-10-06,Dealer_Hedging,6673335930
78117857216,2022-10-06,total,65457737862
2783363740,2022-10-06,Investment_Trust,1567574767
1421678352,2022-10-06,Dealer_self,2161991526
24043170,2022-10-06,Foreign_Dealer_Self,23721120
1251104417,2022-10-07,Dealer_self,2155364772
19725490,2022-10-07,Foreign_Dealer_Self,18757100
5059857394,2022-10-07,Dealer_Hedging,7790797834
2473914769,2022-10-07,Investment_Trust,1270582130
50512259595,2022-10-07,Foreign_Investor,60007009452
59297136175,2022-10-07,total,71223754188
3277258732,2022-10-11,Investment_Trust,1484323908
74544144536,2022-10-11,Foreign_Investor,108708018531
18334010,2022-10-11,Foreign_Dealer_Self,47218210
87577680362,2022-10-11,total,126115073282
1584838413,2022-10-11,Dealer_self,2764422941
8171438681,2022-10-11,Dealer_Hedging,13158307902
80576092923,2022-10-12,total,97259610868
68903064051,2022-10-12,Foreign_Investor,85543625394
7197831602,2022-10-12,Dealer_Hedging,8209835538
1925315960,2022-10-12,Dealer_self,1627622646
2549881310,2022-10-12,Investment_Trust,1878527290
21176740,2022-10-12,Foreign_Dealer_Self,24374530
81719293095,2022-10-13,total,92379955738
23029710,2022-10-13,Foreign_Dealer_Self,33777410
69868992664,2022-10-13,Foreign_Investor,79659022651
3763565950,2022-10-13,Investment_Trust,1462016068
6463309582,2022-10-13,Dealer_Hedging,8376898288
1623424899,2022-10-13,Dealer_self,2882018731
29626970,2022-10-14,Foreign_Dealer_Self,40590940
3876113271,2022-10-14,Dealer_self,1580450287
9224603300,2022-10-14,Dealer_Hedging,5705227049
2679974999,2022-10-14,Investment_Trust,3177573438
82448882102,2022-10-14,Foreign_Investor,72098336294
98229573672,2022-10-14,total,82561587068
84730775126,2022-10-17,total,94821227870
67838716866,2022-10-17,Foreign_Investor,76606064842
4258112910,2022-10-17,Investment_Trust,5135864496
9715971790,2022-10-17,Dealer_Hedging,11175665093
31464720,2022-10-17,Foreign_Dealer_Self,35949050
2917973560,2022-10-17,Dealer_self,1903633439
84713392553,2022-10-18,total,87124154927
4060715891,2022-10-18,Dealer_self,1495006024
8625551825,2022-10-18,Dealer_Hedging,7979722851
4140411971,2022-10-18,Investment_Trust,6077447933
67886712866,2022-10-18,Foreign_Investor,71571978119
32288190,2022-10-18,Foreign_Dealer_Self,31551060
81013263040,2022-10-19,total,90732548093
63142004291,2022-10-19,Foreign_Investor,75313159703
5680935600,2022-10-19,Investment_Trust,3859337097
8611486504,2022-10-19,Dealer_Hedging,9060705337
24195610,2022-10-19,Foreign_Dealer_Self,38236530
3578836645,2022-10-19,Dealer_self,2499345956
8833707760,2022-10-20,Dealer_Hedging,9799180192
4209110885,2022-10-20,Investment_Trust,3669073860
24866210,2022-10-20,Foreign_Dealer_Self,32465240
117753907861,2022-10-20,total,131825606559
1959746991,2022-10-20,Dealer_self,2610333704
102751342225,2022-10-20,Foreign_Investor,115747018803
22217810,2022-10-21,Foreign_Dealer_Self,30636330
57645482112,2022-10-21,Foreign_Investor,63883422894
2701140420,2022-10-21,Investment_Trust,1775420143
4855027684,2022-10-21,Dealer_Hedging,6011820761
1266267429,2022-10-21,Dealer_self,1389434827
66467917645,2022-10-21,total,73060098625
62884117034,2022-10-24,Foreign_Investor,64291989242
79011188210,2022-10-24,total,74998034026
7998791476,2022-10-24,Dealer_Hedging,7967868220
2878166096,2022-10-24,Investment_Trust,1271331644
5250113604,2022-10-24,Dealer_self,1466844920
30428830,2022-10-24,Foreign_Dealer_Self,29364110
27886490,2022-10-25,Foreign_Dealer_Self,31808120
7032145899,2022-10-25,Dealer_self,2208701339
8646391915,2022-10-25,Dealer_Hedging,7543449365
2380913125,2022-10-25,Investment_Trust,2080132050
85496980361,2022-10-25,total,89610590994
67437529422,2022-10-25,Foreign_Investor,77778308240
32257320,2022-10-26,Foreign_Dealer_Self,32754620
6006595517,2022-10-26,Dealer_Hedging,5354568589
1880433735,2022-10-26,Investment_Trust,2775761936
84271458753,2022-10-26,total,78230758325
5203382836,2022-10-26,Dealer_self,1679812282
71181046665,2022-10-26,Foreign_Investor,68420615518
5844900507,2022-10-27,Dealer_Hedging,5555713948
1868083605,2022-10-27,Dealer_self,1918087753
2567354290,2022-10-27,Investment_Trust,1851334624
74661572194,2022-10-27,Foreign_Investor,64229657453
26627700,2022-10-27,Foreign_Dealer_Self,27670220
84941910596,2022-10-27,total,73554793778
39460380,2022-10-28,Foreign_Dealer_Self,20385890
5035999228,2022-10-28,Dealer_Hedging,6797860253
4046981700,2022-10-28,Investment_Trust,2239698704
57956621819,2022-10-28,Foreign_Investor,69808796351
68452770582,2022-10-28,total,80825050534
1413167835,2022-10-28,Dealer_self,1978695226
69504322124,2022-10-31,Foreign_Investor,64936974827
80529787634,2022-10-31,total,73018368337
2266292410,2022-10-31,Dealer_self,1364652635
18436210,2022-10-31,Foreign_Dealer_Self,26295900
6135567206,2022-10-31,Dealer_Hedging,5194932862
2623605894,2022-10-31,Investment_Trust,1521808013
66596421102,2022-11-01,total,64906276005
56876399498,2022-11-01,Foreign_Investor,57872317635
2052907774,2022-11-01,Investment_Trust,1730000661
5161935241,2022-11-01,Dealer_Hedging,4451043278
23420430,2022-11-01,Foreign_Dealer_Self,30583600
2505178589,2022-11-01,Dealer_self,852914431
1553092591,2022-11-02,Dealer_self,1150152455
31944630,2022-11-02,Foreign_Dealer_Self,25433870
4867654595,2022-11-02,Dealer_Hedging,4755196235
2578924661,2022-11-02,Investment_Trust,1267518700
52498118484,2022-11-02,Foreign_Investor,53017303109
61497790331,2022-11-02,total,60190170499
1318481634,2022-11-03,Dealer_self,1296157734
60557825957,2022-11-03,total,72568437580
23130750,2022-11-03,Foreign_Dealer_Self,29842380
50643478269,2022-11-03,Foreign_Investor,63275993983
3370711856,2022-11-03,Investment_Trust,1261536041
5225154198,2022-11-03,Dealer_Hedging,6734749822
54568131431,2022-11-04,Foreign_Investor,63362207798
6812770724,2022-11-04,Dealer_Hedging,6064282186
28477040,2022-11-04,Foreign_Dealer_Self,26342860
1915338010,2022-11-04,Investment_Trust,1615729437
1248187032,2022-11-04,Dealer_self,1334007436
64544427197,2022-11-04,total,72376226857
41145980,2022-11-07,Foreign_Dealer_Self,30977920
1368655495,2022-11-07,Dealer_self,1514127951
7224322612,2022-11-07,Dealer_Hedging,6560651610
3207759429,2022-11-07,Investment_Trust,2273872224
68907942074,2022-11-07,Foreign_Investor,59709032270
80708679610,2022-11-07,total,70057684055
3558561877,2022-11-08,Investment_Trust,2139897090
1789647319,2022-11-08,Dealer_self,2060849437
35410800,2022-11-08,Foreign_Dealer_Self,23156570
5681439021,2022-11-08,Dealer_Hedging,6257678263
71105445428,2022-11-08,Foreign_Investor,62105190391
82135093645,2022-11-08,total,72563615181
1901543443,2022-11-09,Dealer_self,2667148036
6075996757,2022-11-09,Dealer_Hedging,7579277340
33794480,2022-11-09,Foreign_Dealer_Self,34919030
86609062068,2022-11-09,Foreign_Investor,62452406420
98398836214,2022-11-09,total,75150056123
3812233946,2022-11-09,Investment_Trust,2451224327
33431970,2022-11-10,Foreign_Dealer_Self,26612820
71348436329,2022-11-10,total,77364722732
1149421612,2022-11-10,Dealer_self,2372199361
4444374917,2022-11-10,Dealer_Hedging,7624612064
2467333536,2022-11-10,Investment_Trust,2388405757
63287306264,2022-11-10,Foreign_Investor,64979505550
9629736150,2022-11-11,Dealer_Hedging,10752707368
158683496383,2022-11-11,total,109950383072
139324156542,2022-11-11,Foreign_Investor,90487580463
7272352127,2022-11-11,Investment_Trust,3713593805
52288460,2022-11-11,Foreign_Dealer_Self,53190690
2457251564,2022-11-11,Dealer_self,4996501436
3035608558,2022-11-14,Investment_Trust,2843470500
