買進,日期,種類,賣出
1644111133,2020-11-05,Dealer_self,1230378449
58176488237,2020-11-05,Foreign_Investor,42804594627
11723680,2020-11-05,Foreign_Dealer_Self,11876100
67107797443,2020-11-05,total,49940558476
1929767587,2020-11-06,Dealer_self,1551819258
11618480,2020-11-06,Foreign_Dealer_Self,14429060
4873915162,2020-11-06,Dealer_Hedging,5304949150
55392765296,2020-11-06,Foreign_Investor,41619664638
2546365480,2020-11-06,Investment_Trust,2675097060
64742813525,2020-11-06,total,51151530106
8257390591,2020-11-09,Dealer_Hedging,4683929334
70507024144,2020-11-09,Foreign_Investor,49231383685
2210676130,2020-11-09,Investment_Trust,2801966026
84050485351,2020-11-09,total,58715618644
13039110,2020-11-09,Foreign_Dealer_Self,15219310
3075394486,2020-11-09,Dealer_self,1998339599
5656975019,2020-11-10,Dealer_Hedging,5823259161
67834700732,2020-11-10,Foreign_Investor,71126301511
79680645068,2020-11-10,total,83222390849
13288790,2020-11-10,Foreign_Dealer_Self,18462310
2628953087,2020-11-10,Dealer_self,3239213447
3560016230,2020-11-10,Investment_Trust,3033616730
5815854344,2020-11-11,Dealer_self,2522859179
6029941340,2020-11-11,Dealer_Hedging,4589860022
93628209779,2020-11-11,total,73932340167
18441060,2020-11-11,Foreign_Dealer_Self,23604250
78096019355,2020-11-11,Foreign_Investor,62704383307
3686394740,2020-11-11,Investment_Trust,4115237659
74664784686,2020-11-12,Foreign_Investor,69064358578
2811572360,2020-11-12,Investment_Trust,3473421754
2166285908,2020-11-12,Dealer_self,1734152248
18476970,2020-11-12,Foreign_Dealer_Self,13629110
84593333582,2020-11-12,total,78836592828
4950690628,2020-11-12,Dealer_Hedging,4564660248
61392772303,2020-11-13,total,57108121991
53064503945,2020-11-13,Foreign_Investor,47850512058
12338350,2020-11-13,Foreign_Dealer_Self,12194370
2062500240,2020-11-13,Investment_Trust,2967995303
1683845377,2020-11-13,Dealer_self,1504951566
4581922741,2020-11-13,Dealer_Hedging,4784663064
6673257063,2020-11-16,Dealer_Hedging,4965404998
3876033795,2020-11-16,Dealer_self,2025420041
2618373710,2020-11-16,Investment_Trust,2680378478
73994184924,2020-11-16,Foreign_Investor,51123736735
87161849492,2020-11-16,total,60794940252
18200900,2020-11-16,Foreign_Dealer_Self,16386800
75258636115,2020-11-17,Foreign_Investor,60159379282
5180587983,2020-11-17,Dealer_Hedging,5264384068
3169800270,2020-11-17,Investment_Trust,3222204166
2441493888,2020-11-17,Dealer_self,2465880911
86050518256,2020-11-17,total,71111848427
15271970,2020-11-17,Foreign_Dealer_Self,13772020
5469721199,2020-11-18,Dealer_Hedging,4375527310
2094270154,2020-11-18,Dealer_self,2830809432
95656295340,2020-11-18,total,73939925737
13738940,2020-11-18,Foreign_Dealer_Self,16544660
85225124427,2020-11-18,Foreign_Investor,64084278834
2867179560,2020-11-18,Investment_Trust,2649310161
2175191716,2020-11-19,Dealer_self,2260312024
4251899230,2020-11-19,Dealer_Hedging,3789073022
3133842210,2020-11-19,Investment_Trust,3341660590
58053544961,2020-11-19,Foreign_Investor,62756375834
67614478117,2020-11-19,total,72147421470
13873370,2020-11-19,Foreign_Dealer_Self,11452280
4486024263,2020-11-20,Dealer_Hedging,3637647095
65133822761,2020-11-20,total,68521785333
8389680,2020-11-20,Foreign_Dealer_Self,16898290
55725551914,2020-11-20,Foreign_Investor,60201357409
2186282034,2020-11-20,Dealer_self,1746129374
2735964550,2020-11-20,Investment_Trust,2936651455
6424547874,2020-11-23,Dealer_Hedging,4445646147
2229500650,2020-11-23,Investment_Trust,2475520557
16001800,2020-11-23,Foreign_Dealer_Self,17875190
2278279759,2020-11-23,Dealer_self,2212613618
69816614108,2020-11-23,Foreign_Investor,58939863943
80748942391,2020-11-23,total,68073644265
21404180,2020-11-24,Foreign_Dealer_Self,12497120
58291467066,2020-11-24,Foreign_Investor,63068172812
2651888106,2020-11-24,Dealer_self,2490570124
68067006833,2020-11-24,total,73193870213
4739696821,2020-11-24,Dealer_Hedging,4719797998
2383954840,2020-11-24,Investment_Trust,2915329279
13186750,2020-11-25,Foreign_Dealer_Self,12822660
62297306290,2020-11-25,Foreign_Investor,72929374635
1424563010,2020-11-25,Investment_Trust,2402716907
2449129005,2020-11-25,Dealer_self,4077033769
4265222015,2020-11-25,Dealer_Hedging,4869577256
70436220320,2020-11-25,total,84278702567
2325057993,2020-11-26,Dealer_self,2248867708
65273255160,2020-11-26,total,62201650861
56304423459,2020-11-26,Foreign_Investor,53095860151
10129490,2020-11-26,Foreign_Dealer_Self,15101000
4238621088,2020-11-26,Dealer_Hedging,3643921706
2405152620,2020-11-26,Investment_Trust,3213001296
13732840,2020-11-27,Foreign_Dealer_Self,15477670
2532954797,2020-11-27,Dealer_self,2475614127
2694082270,2020-11-27,Investment_Trust,2114272861
59327041368,2020-11-27,Foreign_Investor,62544625519
5365708938,2020-11-27,Dealer_Hedging,4311353113
69919787373,2020-11-27,total,71445865620
17030630,2020-11-30,Foreign_Dealer_Self,15817030
3333305900,2020-11-30,Investment_Trust,4473411021
175042609216,2020-11-30,Foreign_Investor,208325674856
7079999106,2020-11-30,Dealer_Hedging,5504122512
2856495404,2020-11-30,Dealer_self,2736858569
188312409626,2020-11-30,total,221040066958
3713367440,2020-12-01,Investment_Trust,4292810671
64234035390,2020-12-01,Foreign_Investor,63744438600
13198800,2020-12-01,Foreign_Dealer_Self,15948540
76028186760,2020-12-01,total,75576088039
5679987183,2020-12-01,Dealer_Hedging,4955099989
2400796747,2020-12-01,Dealer_self,2583738779
88121355417,2020-12-02,Foreign_Investor,85576428675
3596794650,2020-12-02,Investment_Trust,3447277790
5079664215,2020-12-02,Dealer_Hedging,4969073480
3264042644,2020-12-02,Dealer_self,3005447064
17546630,2020-12-02,Foreign_Dealer_Self,14615130
100061856926,2020-12-02,total,96998227009
3440638346,2020-12-03,Investment_Trust,3441197473
76950687622,2020-12-03,total,84654713877
66373495340,2020-12-03,Foreign_Investor,72851185396
15713620,2020-12-03,Foreign_Dealer_Self,16502590
2660279821,2020-12-03,Dealer_self,3005344971
4476274115,2020-12-03,Dealer_Hedging,5356986037
76249877831,2020-12-04,Foreign_Investor,61567317630
3300976682,2020-12-04,Investment_Trust,4033404488
2349833026,2020-12-04,Dealer_self,3081760008
14423520,2020-12-04,Foreign_Dealer_Self,20254130
87056951949,2020-12-04,total,74358846870
5156264410,2020-12-04,Dealer_Hedging,5676364744
86227614448,2020-12-07,total,94886087394
4359047460,2020-12-07,Investment_Trust,3854230073
3192566179,2020-12-07,Dealer_self,4671891962
5428159827,2020-12-07,Dealer_Hedging,6200885685
27231730,2020-12-07,Foreign_Dealer_Self,25601700
73247840982,2020-12-07,Foreign_Investor,80159079674
2545309712,2020-12-08,Dealer_self,3554301658
65342758801,2020-12-08,Foreign_Investor,61149249339
6411900480,2020-12-08,Investment_Trust,3909994312
4894096632,2020-12-08,Dealer_Hedging,4779702678
19740910,2020-12-08,Foreign_Dealer_Self,14305200
79194065625,2020-12-08,total,73393247987
6252371351,2020-12-09,Dealer_Hedging,5630130222
6812157070,2020-12-09,Investment_Trust,3844589943
3416364087,2020-12-09,Dealer_self,3540751272
15373740,2020-12-09,Foreign_Dealer_Self,24450180
72699289098,2020-12-09,Foreign_Investor,73897654610
89180181606,2020-12-09,total,86913126047
2886837543,2020-12-10,Dealer_self,6052102053
20554580,2020-12-10,Foreign_Dealer_Self,19400430
73573166567,2020-12-10,total,91706180411
4246618000,2020-12-10,Investment_Trust,3101339117
61635854201,2020-12-10,Foreign_Investor,75978640095
4803856823,2020-12-10,Dealer_Hedging,6574099146
3927778805,2020-12-11,Dealer_self,5051057917
75401266129,2020-12-11,Foreign_Investor,77531790297
22843860,2020-12-11,Foreign_Dealer_Self,21987360
87948331510,2020-12-11,total,94268547850
4302363416,2020-12-11,Dealer_Hedging,7822216324
4316923160,2020-12-11,Investment_Trust,3863483312
57810692741,2020-12-14,Foreign_Investor,61591120579
68001704879,2020-12-14,total,73839014719
12572550,2020-12-14,Foreign_Dealer_Self,16409640
3336552496,2020-12-14,Investment_Trust,3159941527
3969925795,2020-12-14,Dealer_Hedging,5762567618
2884533847,2020-12-14,Dealer_self,3325384995
67430886036,2020-12-15,Foreign_Investor,83951164506
16346490,2020-12-15,Foreign_Dealer_Self,12985710
77364593823,2020-12-15,total,98244993763
4134974703,2020-12-15,Dealer_Hedging,6661462400
2955214026,2020-12-15,Investment_Trust,3152551351
2843519058,2020-12-15,Dealer_self,4479815506
104004994293,2020-12-16,total,76868987040
94239405297,2020-12-16,Foreign_Investor,64962137019
2338724520,2020-12-16,Investment_Trust,2038064793
4605135742,2020-12-16,Dealer_Hedging,5662606888
2821728734,2020-12-16,Dealer_self,4206178340
8869510,2020-12-16,Foreign_Dealer_Self,17350730
2482997405,2020-12-17,Dealer_self,2613935442
67737178892,2020-12-17,Foreign_Investor,64833284057
12769710,2020-12-17,Foreign_Dealer_Self,16673340
4120566728,2020-12-17,Dealer_Hedging,4058391175
77382857485,2020-12-17,total,74643390872
3042114460,2020-12-17,Investment_Trust,3137780198
86777157337,2020-12-18,total,87787273068
14363890,2020-12-18,Foreign_Dealer_Self,8356270
74753649075,2020-12-18,Foreign_Investor,74684738909
2103636375,2020-12-18,Dealer_self,2507873113
3377713743,2020-12-18,Dealer_Hedging,3957097205
6542158144,2020-12-18,Investment_Trust,6637563841
11955780,2020-12-21,Foreign_Dealer_Self,14088580
2329504102,2020-12-21,Dealer_self,2930158267
77904653052,2020-12-21,total,67762656039
4321962890,2020-12-21,Investment_Trust,4350816354
66252478029,2020-12-21,Foreign_Investor,55816226368
5000708031,2020-12-21,Dealer_Hedging,4665455050
4410741112,2020-12-22,Investment_Trust,4903702286
5072988311,2020-12-22,Dealer_Hedging,5513883862
2693906011,2020-12-22,Dealer_self,3599587979
64945583425,2020-12-22,total,76772004920
12830100,2020-12-22,Foreign_Dealer_Self,17260730
52767947991,2020-12-22,Foreign_Investor,62754830793
3337249110,2020-12-23,Investment_Trust,4003857355
49691816146,2020-12-23,Foreign_Investor,49008263396
2081123970,2020-12-23,Dealer_self,2821617999
59155566799,2020-12-23,total,59624084707
8109030,2020-12-23,Foreign_Dealer_Self,11980900
4045377573,2020-12-23,Dealer_Hedging,3790345957
3798017213,2020-12-24,Dealer_Hedging,3721181976
2223138803,2020-12-24,Dealer_self,1620191849
53002901971,2020-12-24,total,49969308503
3420334751,2020-12-24,Investment_Trust,4076138727
13531150,2020-12-24,Foreign_Dealer_Self,9777420
43561411204,2020-12-24,Foreign_Investor,40551795951
38596006665,2020-12-25,total,31654797886
14385250,2020-12-25,Foreign_Dealer_Self,9251650
2564199860,2020-12-25,Investment_Trust,2190779880
2273198856,2020-12-25,Dealer_self,1992048299
4451190234,2020-12-25,Dealer_Hedging,3438722941
29307417715,2020-12-25,Foreign_Investor,24033246766
9691690,2020-12-28,Foreign_Dealer_Self,10513080
3061583678,2020-12-28,Dealer_self,2363319674
2946133760,2020-12-28,Investment_Trust,2807109492
6373345377,2020-12-28,Dealer_Hedging,3900963972
51458810611,2020-12-28,Foreign_Investor,38508939397
63839873426,2020-12-28,total,47580332535
1903500603,2020-12-29,Dealer_self,4954866671
49038906112,2020-12-29,Foreign_Investor,50295414624
58198911746,2020-12-29,total,63644112571
2578861264,2020-12-29,Investment_Trust,3346260608
4677643767,2020-12-29,Dealer_Hedging,5047570668
9953900,2020-12-29,Foreign_Dealer_Self,13577280
12380980,2020-12-30,Foreign_Dealer_Self,15746480
88065904611,2020-12-30,total,56326997894
73368865079,2020-12-30,Foreign_Investor,46647158108
1944246400,2020-12-30,Investment_Trust,2626576686
5493528961,2020-12-30,Dealer_Hedging,3682278547
7259264171,2020-12-30,Dealer_self,3370984553
67415598106,2020-12-31,total,62011049845
12939600,2020-12-31,Foreign_Dealer_Self,22512390
57027905502,2020-12-31,Foreign_Investor,52056314299
2563318005,2020-12-31,Dealer_self,3327659708
5532453089,2020-12-31,Dealer_Hedging,4724251778
2291921510,2020-12-31,Investment_Trust,1902824060
4789549367,2021-01-04,Dealer_self,3680348421
81855407762,2021-01-04,Foreign_Investor,57087555584
2181556550,2021-01-04,Investment_Trust,3628507809
8505756776,2021-01-04,Dealer_Hedging,6332912416
14206640,2021-01-04,Foreign_Dealer_Self,21403380
97332270455,2021-01-04,total,70729324230
4170217831,2021-01-05,Dealer_self,3780739519
8227876663,2021-01-05,Dealer_Hedging,7842643936
4236079306,2021-01-05,Investment_Trust,3684209350
75782661535,2021-01-05,Foreign_Investor,73128530524
29385380,2021-01-05,Foreign_Dealer_Self,29469010
92416835335,2021-01-05,total,88436123329
39927500,2021-01-06,Foreign_Dealer_Self,21127010
110167551177,2021-01-06,total,119140718910
92700248743,2021-01-06,Foreign_Investor,92848360114
3443704430,2021-01-06,Investment_Trust,3821302454
8761425014,2021-01-06,Dealer_Hedging,11004401026
5262172990,2021-01-06,Dealer_self,11466655316
5864045116,2021-01-07,Dealer_self,2905918911
103509772943,2021-01-07,total,83192455660
19438220,2021-01-07,Foreign_Dealer_Self,14445890
86923518742,2021-01-07,Foreign_Investor,70470889375
2440353945,2021-01-07,Investment_Trust,2856094174
8281855140,2021-01-07,Dealer_Hedging,6959553200
110553338523,2021-01-08,Foreign_Investor,90838448800
16916600,2021-01-08,Foreign_Dealer_Self,19510510
129165852399,2021-01-08,total,106913132703
9590441473,2021-01-08,Dealer_Hedging,7799141097
4250209250,2021-01-08,Investment_Trust,5183510160
4771863153,2021-01-08,Dealer_self,3092032646
81116545185,2021-01-11,Foreign_Investor,82703370433
3963063848,2021-01-11,Dealer_self,4486723922
19053170,2021-01-11,Foreign_Dealer_Self,26020180
97082773397,2021-01-11,total,98963028695
8093211366,2021-01-11,Dealer_Hedging,8144681884
3909952998,2021-01-11,Investment_Trust,3628252456
6757746200,2021-01-12,Investment_Trust,3176029506
19876370,2021-01-12,Foreign_Dealer_Self,30988360
4102204882,2021-01-12,Dealer_self,4998302528
78943836702,2021-01-12,Foreign_Investor,85375250132
96497627840,2021-01-12,total,103024413658
6693840056,2021-01-12,Dealer_Hedging,9474831492
3468508360,2021-01-13,Investment_Trust,3325390288
135590443697,2021-01-13,total,114977571155
28661970,2021-01-13,Foreign_Dealer_Self,35827470
5938208236,2021-01-13,Dealer_self,2618220532
9269270038,2021-01-13,Dealer_Hedging,7667146349
116914457063,2021-01-13,Foreign_Investor,101366813986
5014615645,2021-01-14,Dealer_self,3350418301
9356465502,2021-01-14,Dealer_Hedging,9425451593
2739477080,2021-01-14,Investment_Trust,4997081144
98898454630,2021-01-14,Foreign_Investor,107825587195
32138850,2021-01-14,Foreign_Dealer_Self,35225960
116009012857,2021-01-14,total,125598538233
43317270,2021-01-15,Foreign_Dealer_Self,34773810
107736355675,2021-01-15,Foreign_Investor,111775755631
2498966390,2021-01-15,Investment_Trust,3223932018
8475719953,2021-01-15,Dealer_Hedging,10705036831
4156816110,2021-01-15,Dealer_self,5892352241
122867858128,2021-01-15,total,131597076721
3530256438,2021-01-18,Dealer_self,3694112799
7250240271,2021-01-18,Dealer_Hedging,7228746937
24158930,2021-01-18,Foreign_Dealer_Self,32730990
2793390334,2021-01-18,Investment_Trust,2782614350
82851908023,2021-01-18,Foreign_Investor,84403309745
96425795066,2021-01-18,total,98108783831
90653077835,2021-01-19,total,80574911056
3185416611,2021-01-19,Investment_Trust,2372617456
29659970,2021-01-19,Foreign_Dealer_Self,18984440
5058838029,2021-01-19,Dealer_self,3325825581
7765232647,2021-01-19,Dealer_Hedging,6854470294
74643590548,2021-01-19,Foreign_Investor,68021997725
26145890,2021-01-20,Foreign_Dealer_Self,31009550
112243568228,2021-01-20,Foreign_Investor,133789078092
3404513286,2021-01-20,Investment_Trust,2857478928
6594941516,2021-01-20,Dealer_Hedging,11472977948
4850393596,2021-01-20,Dealer_self,5758814827
127093416626,2021-01-20,total,153878349795
97334396256,2021-01-21,Foreign_Investor,95212727249
2650164682,2021-01-21,Investment_Trust,3429043001
8483429181,2021-01-21,Dealer_Hedging,8194741795
5121455921,2021-01-21,Dealer_self,3380497958
113589446040,2021-01-21,total,110217010003
29136660,2021-01-21,Foreign_Dealer_Self,40066140
5645615352,2021-01-22,Investment_Trust,3104256035
5576782944,2021-01-22,Dealer_self,3943839160
9054363559,2021-01-22,Dealer_Hedging,9468022766
96421585899,2021-01-22,Foreign_Investor,130772575408
116698347754,2021-01-22,total,147288693369
22589650,2021-01-22,Foreign_Dealer_Self,23869760
24751690,2021-01-25,Foreign_Dealer_Self,31027940
105250481646,2021-01-25,total,120714255686
9608914207,2021-01-25,Dealer_Hedging,9036326518
4960269866,2021-01-25,Dealer_self,4146376895
6185445777,2021-01-25,Investment_Trust,2059473506
84495851796,2021-01-25,Foreign_Investor,105472078767
87523624675,2021-01-26,Foreign_Investor,116380606142
31496470,2021-01-26,Foreign_Dealer_Self,36138990
100368974350,2021-01-26,total,135487231132
6275420831,2021-01-26,Dealer_Hedging,9658307949
4337553014,2021-01-26,Dealer_self,7709155791
2232375830,2021-01-26,Investment_Trust,1739161250
6051130682,2021-01-27,Dealer_Hedging,6096744154
2592117910,2021-01-27,Investment_Trust,3040663547
91891011227,2021-01-27,Foreign_Investor,97196703090
23087810,2021-01-27,Foreign_Dealer_Self,16954670
104105633371,2021-01-27,total,109879403425
3571373552,2021-01-27,Dealer_self,3545292634
4576590035,2021-01-28,Dealer_self,4595135984
16309950,2021-01-28,Foreign_Dealer_Self,20747990
96370795094,2021-01-28,Foreign_Investor,128913771609
3486022340,2021-01-28,Investment_Trust,1984980387
6224527871,2021-01-28,Dealer_Hedging,8148925087
110657935340,2021-01-28,total,143642813067
5631996670,2021-01-29,Dealer_Hedging,7924782725
2237479259,2021-01-29,Investment_Trust,2034249360
3952219647,2021-01-29,Dealer_self,5680024927
21196810,2021-01-29,Foreign_Dealer_Self,22028050
118101526424,2021-01-29,total,156616774955
106279830848,2021-01-29,Foreign_Investor,140977717943
1908342970,2021-02-01,Investment_Trust,2314506088
96654542936,2021-02-01,total,81876541039
12259290,2021-02-01,Foreign_Dealer_Self,22242160
4026564431,2021-02-01,Dealer_self,3757067270
6109982606,2021-02-01,Dealer_Hedging,5782554848
84609652929,2021-02-01,Foreign_Investor,70022412833
91765233415,2021-02-02,Foreign_Investor,82474228125
33269500,2021-02-02,Foreign_Dealer_Self,18781260
106227387327,2021-02-02,total,96434448268
3170974630,2021-02-02,Investment_Trust,2387240874
4329018654,2021-02-02,Dealer_self,5449976539
6962160628,2021-02-02,Dealer_Hedging,6123002730
3595432135,2021-02-03,Dealer_self,3483001240
5776269382,2021-02-03,Dealer_Hedging,5645048360
1842141830,2021-02-03,Investment_Trust,1851290634
95110510125,2021-02-03,total,95209389814
23113800,2021-02-03,Foreign_Dealer_Self,18056190
83896666778,2021-02-03,Foreign_Investor,84230049580
3320624132,2021-02-04,Dealer_self,3604949761
75986023659,2021-02-04,total,87276087328
15031290,2021-02-04,Foreign_Dealer_Self,11210250
64382155284,2021-02-04,Foreign_Investor,76079504923
1759805290,2021-02-04,Investment_Trust,1405652796
6523438953,2021-02-04,Dealer_Hedging,6185979848
87532849369,2021-02-05,total,89714793209
22950370,2021-02-05,Foreign_Dealer_Self,18837350
73576875154,2021-02-05,Foreign_Investor,79202203729
7930149338,2021-02-05,Dealer_Hedging,6161180878
2305132480,2021-02-05,Investment_Trust,1693938980
3720692397,2021-02-05,Dealer_self,2657469622
184904202204,2021-02-17,total,147503016470
18211570,2021-02-17,Foreign_Dealer_Self,77049740
164845363585,2021-02-17,Foreign_Investor,135119601574
2928022740,2021-02-17,Investment_Trust,2297558950
9431183080,2021-02-17,Dealer_Hedging,6733717244
7699632799,2021-02-17,Dealer_self,3352138702
6121829998,2021-02-18,Dealer_self,4286058903
8236579966,2021-02-18,Dealer_Hedging,8226734322
3233732495,2021-02-18,Investment_Trust,2725087781
98540845421,2021-02-18,Foreign_Investor,101787436137
35288070,2021-02-18,Foreign_Dealer_Self,12649260
116132987880,2021-02-18,total,117025317143
100262798607,2021-02-19,total,118426884615
6976811899,2021-02-19,Dealer_Hedging,7112120321
4346842906,2021-02-19,Dealer_self,3284328982
51474410,2021-02-19,Foreign_Dealer_Self,14738510
86065173608,2021-02-19,Foreign_Investor,104993371939
2873970194,2021-02-19,Investment_Trust,3037063373
4457370445,2021-02-22,Dealer_self,5059761138
7672617488,2021-02-22,Dealer_Hedging,8342835463
2595177060,2021-02-22,Investment_Trust,2043598434
81401674428,2021-02-22,Foreign_Investor,84275583267
20609740,2021-02-22,Foreign_Dealer_Self,22116900
96126839421,2021-02-22,total,99721778302
7561864608,2021-02-23,Dealer_Hedging,7974058502
4977871158,2021-02-23,Dealer_self,5755967062
3766305840,2021-02-23,Investment_Trust,3041115042
111188670573,2021-02-23,total,107402060559
17084210,2021-02-23,Foreign_Dealer_Self,17790120
94882628967,2021-02-23,Foreign_Investor,90630919953
4282176605,2021-02-24,Dealer_self,6350094559
5422291252,2021-02-24,Dealer_Hedging,11948074890
3673694990,2021-02-24,Investment_Trust,3032145623
100472574288,2021-02-24,Foreign_Investor,124399368694
21702180,2021-02-24,Foreign_Dealer_Self,24596580
113850737135,2021-02-24,total,145729683766
2474197050,2021-02-25,Investment_Trust,3924524032
7071799647,2021-02-25,Dealer_Hedging,7564739936
3705613236,2021-02-25,Dealer_self,4389345025
116139302705,2021-02-25,total,95634078774
23940030,2021-02-25,Foreign_Dealer_Self,29546590
102887692772,2021-02-25,Foreign_Investor,79755469781
4672983228,2021-02-26,Dealer_self,6803551506
6200643073,2021-02-26,Dealer_Hedging,12178655066
144261288588,2021-02-26,total,245125836899
128378441527,2021-02-26,Foreign_Investor,222786014248
5009220760,2021-02-26,Investment_Trust,3357616079
13756880,2021-02-26,Foreign_Dealer_Self,23561030
4703585541,2021-03-02,Dealer_Hedging,8910158285
3473333178,2021-03-02,Dealer_self,4733917246
2856943970,2021-03-02,Investment_Trust,2631422359
26272220,2021-03-02,Foreign_Dealer_Self,13534630
94987563906,2021-03-02,Foreign_Investor,101771061270
106021426595,2021-03-02,total,118046559160
8542197504,2021-03-03,Dealer_self,3425997313
128534217369,2021-03-03,total,108259757016
14672350,2021-03-03,Foreign_Dealer_Self,15382250
110472846227,2021-03-03,Foreign_Investor,96365424326
2941531510,2021-03-03,Investment_Trust,2804743400
6577642128,2021-03-03,Dealer_Hedging,5663591977
4933517170,2021-03-04,Dealer_self,5754013524
89754664533,2021-03-04,total,144829065923
10198810,2021-03-04,Foreign_Dealer_Self,20545890
6051113548,2021-03-04,Dealer_Hedging,9078055714
3457142815,2021-03-04,Investment_Trust,2169065209
75312891000,2021-03-04,Foreign_Investor,127827931476
4198852510,2021-03-05,Dealer_self,5112548662
6172533757,2021-03-05,Dealer_Hedging,8311816734
3323464930,2021-03-05,Investment_Trust,1622009559
78824095334,2021-03-05,Foreign_Investor,105176287276
15584520,2021-03-05,Foreign_Dealer_Self,12473600
92518946531,2021-03-05,total,120222662231
4303794676,2021-03-08,Dealer_self,4936080413
6382902577,2021-03-08,Dealer_Hedging,9279258084
3707097640,2021-03-08,Investment_Trust,2015149346
71239371556,2021-03-08,Foreign_Investor,87940070314
15064090,2021-03-08,Foreign_Dealer_Self,12432600
85633166449,2021-03-08,total,104170558157
4878353274,2021-03-09,Dealer_self,4449262955
7682105195,2021-03-09,Dealer_Hedging,8315499649
4207082860,2021-03-09,Investment_Trust,3041628088
92018303051,2021-03-09,Foreign_Investor,95105179310
12926480,2021-03-09,Foreign_Dealer_Self,15389270
108785844380,2021-03-09,total,110911570002
5195400385,2021-03-10,Dealer_Hedging,7041765916
2551010550,2021-03-10,Investment_Trust,1692611509
3459435827,2021-03-10,Dealer_self,3797000218
68263053700,2021-03-10,Foreign_Investor,72082566382
79468900462,2021-03-10,total,84613944025
18199210,2021-03-10,Foreign_Dealer_Self,9285100
7793173968,2021-03-11,Dealer_Hedging,6173753966
115480494764,2021-03-11,total,90255701942
15916150,2021-03-11,Foreign_Dealer_Self,16200150
98931654454,2021-03-11,Foreign_Investor,79419663390
2745755120,2021-03-11,Investment_Trust,1671641395
6009911222,2021-03-11,Dealer_self,2990643191
3593456865,2021-03-12,Investment_Trust,1661401651
72796920805,2021-03-12,Foreign_Investor,66770721758
13692310,2021-03-12,Foreign_Dealer_Self,19758740
86442184941,2021-03-12,total,77506132886
3947824594,2021-03-12,Dealer_self,2932641076
6103982677,2021-03-12,Dealer_Hedging,6141368401
3288345743,2021-03-15,Dealer_self,2976330113
5308360832,2021-03-15,Dealer_Hedging,5851152619
2413371860,2021-03-15,Investment_Trust,1925739850
62389970363,2021-03-15,Foreign_Investor,65364442896
14249220,2021-03-15,Foreign_Dealer_Self,12521660
73400048798,2021-03-15,total,76117665478
70975718229,2021-03-16,Foreign_Investor,72137610420
19571470,2021-03-16,Foreign_Dealer_Self,15150740
3849587604,2021-03-16,Dealer_self,3001502188
84013418441,2021-03-16,total,83648110483
3700685075,2021-03-16,Investment_Trust,3018246978
5487427533,2021-03-16,Dealer_Hedging,5490750897
84967146587,2021-03-17,total,98473831951
72435233194,2021-03-17,Foreign_Investor,85377887977
5940065340,2021-03-17,Dealer_Hedging,5987699577
4815689753,2021-03-17,Dealer_self,5839288797
17153710,2021-03-17,Foreign_Dealer_Self,17071740
1776158300,2021-03-17,Investment_Trust,1268955600
99585001590,2021-03-18,total,85081314062
3320645910,2021-03-18,Investment_Trust,3295348861
83734385092,2021-03-18,Foreign_Investor,72928989632
18619490,2021-03-18,Foreign_Dealer_Self,14043170
7834101825,2021-03-18,Dealer_Hedging,5969773900
4695868763,2021-03-18,Dealer_self,2887201669
6319828223,2021-03-19,Dealer_Hedging,8325433325
4267033504,2021-03-19,Dealer_self,4237374412
7031581898,2021-03-19,Investment_Trust,6733672142
115965772958,2021-03-19,Foreign_Investor,154726910262
14167660,2021-03-19,Foreign_Dealer_Self,16728360
133584216583,2021-03-19,total,174023390141
87715995800,2021-03-22,total,90178035983
14454660,2021-03-22,Foreign_Dealer_Self,24523210
73743680736,2021-03-22,Foreign_Investor,78819526626
2554540025,2021-03-22,Investment_Trust,2589560410
7055997255,2021-03-22,Dealer_Hedging,5258203330
4361777784,2021-03-22,Dealer_self,3510745617
79146375816,2021-03-23,Foreign_Investor,84526393707
3876122597,2021-03-23,Dealer_self,4780699589
5871607376,2021-03-23,Dealer_Hedging,8055880255
91560962909,2021-03-23,total,99554560951
2666857120,2021-03-23,Investment_Trust,2191587400
22354490,2021-03-23,Foreign_Dealer_Self,23419620
76407492996,2021-03-24,total,116141021013
17024990,2021-03-24,Foreign_Dealer_Self,30498930
3427254502,2021-03-24,Dealer_self,5486548468
5322196257,2021-03-24,Dealer_Hedging,7422466429
3170670860,2021-03-24,Investment_Trust,2972613120
64487371377,2021-03-24,Foreign_Investor,100259392996
87571364667,2021-03-25,total,104981417760
20993830,2021-03-25,Foreign_Dealer_Self,25178840
73395844781,2021-03-25,Foreign_Investor,89968963496
3665343830,2021-03-25,Investment_Trust,3687940288
6788123023,2021-03-25,Dealer_Hedging,7137809236
3722053033,2021-03-25,Dealer_self,4186704740
4356811315,2021-03-26,Dealer_self,3534016125
7144379493,2021-03-26,Dealer_Hedging,6400106763
95372032686,2021-03-26,total,69603085122
80732434014,2021-03-26,Foreign_Investor,57592494473
27612400,2021-03-26,Foreign_Dealer_Self,15178500
3138407864,2021-03-26,Investment_Trust,2076467761
92094915946,2021-03-29,total,81155883940
26514210,2021-03-29,Foreign_Dealer_Self,26689330
76563811368,2021-03-29,Foreign_Investor,67845887672
3214553414,2021-03-29,Investment_Trust,2758869400
8640223108,2021-03-29,Dealer_Hedging,7083645220
3676328056,2021-03-29,Dealer_self,3467481648
99818077236,2021-03-30,total,81956617842
